Version,Description,Total Trades,Win Rate (%),Total Profit,Profit Factor,Avg Win,Avg Loss,Sharpe Ratio,Max DD
v4.1.4 (Multi-Asset),Speed-prioritized weights + Q3 threshold,"2,353",39.4%,$-260.28,0.90,$2.50,$-1.81,-0.038,$-264.38
