IN_Deal,Report_Source,IN_Trade_ID,IN_MT_MASTER_DATE_TIME,IN_MT_Date,IN_MT_Time,IN_MT_Day,IN_MT_Month,IN_CST_Date_OP_01,IN_CST_Time_OP_01,IN_CST_Day_OP_01,IN_CST_Month_OP_01,IN_Segment_15M_OP_01,IN_Segment_30M_OP_01,IN_Segment_01H_OP_01,IN_Segment_02H_OP_01,IN_Segment_03H_OP_01,IN_Segment_04H_OP_01,IN_Session_Name_OP_02,Strategy_ID_OP_03,Strategy_Version_ID_OP_03,Optimization_ID_OP_03,Report_Broker_OP_03,Symbol_OP_03,Chart_TF_OP_01,IN_Order_Type_OP_01,IN_Order_Direction,Volume_OP_03,IN_Symbol_Price_OP_03,IN_Balance_OP_01,OUT_Profit_OP_01,OUT_Balance_OP_01,OUT_Trade_ID,OUT_Deal,OUT_CST_Date_OP_03,OUT_CST_Time_OP_03,OUT_CST_Day_OP_03,OUT_CST_Month_OP_03,OUT_Segment_15M_OP_03,OUT_Segment_30M_OP_03,OUT_Segment_01H_OP_03,OUT_Segment_02H_OP_03,OUT_Segment_03H_OP_03,OUT_Segment_04H_OP_03,OUT_Session_Name_OP_03,OUT_Order_Type,OUT_Order_Direction,OUT_Symbol_Price_OP_01,OUT_Commission,OUT_Swap,Trade_Result,Trade_Direction,Trade_Duration_Minutes,Trade_ROI_Percentage,Trade_Risk_Reward_Ratio,Trade_MAE,Trade_MFE,EA_Entry_Quality,EA_Entry_Confluence,EA_Entry_Momentum,EA_Entry_Speed,EA_Entry_Acceleration,EA_Entry_Entropy,EA_Entry_Jerk,EA_Entry_PhysicsScore,EA_Entry_SpeedSlope,EA_Entry_AccelerationSlope,EA_Entry_MomentumSlope,EA_Entry_ConfluenceSlope,EA_Entry_JerkSlope,EA_Entry_Zone,EA_Entry_Regime,EA_Entry_Spread,EA_ExitReason,EA_Exit_Quality,EA_Exit_Confluence,EA_Exit_Momentum,EA_Exit_Speed,EA_Exit_Acceleration,EA_Exit_Entropy,EA_Exit_Jerk,EA_Exit_PhysicsScore,EA_Exit_SpeedSlope,EA_Exit_AccelerationSlope,EA_Exit_MomentumSlope,EA_Exit_ConfluenceSlope,EA_Exit_JerkSlope,EA_Exit_Zone,EA_Exit_Regime,EA_Exit_Spread,EA_Profit,EA_ProfitPercent,EA_Pips,EA_HoldTimeBars,EA_HoldTimeMinutes,EA_RiskPercent,EA_RRatio,EA_MFE,EA_MAE,EA_MFE_Percent,EA_MAE_Percent,EA_MFE_Pips,EA_MAE_Pips,EA_MFE_TimeBars,EA_MAE_TimeBars,EA_MFEUtilization,EA_MAEImpact,EA_ExcursionEfficiency,EA_RunUp_Price,EA_RunUp_Pips,EA_RunUp_Percent,EA_RunUp_TimeBars,EA_RunDown_Price,EA_RunDown_Pips,EA_RunDown_Percent,EA_RunDown_TimeBars,EA_ExitQualityClass,EA_EarlyExitOpportunityCost,EA_PhysicsScoreDecay,EA_SpeedDecay,EA_SpeedSlopeDecay,EA_ConfluenceDecay,EA_ZoneTransitioned,Signal_Entry_Matched,Signal_Entry_Timestamp,Signal_Entry_TimeDelta,Signal_Entry_Quality,Signal_Entry_Confluence,Signal_Entry_Speed,Signal_Entry_Acceleration,Signal_Entry_Momentum,Signal_Entry_Entropy,Signal_Entry_Jerk,Signal_Entry_PhysicsScore,Signal_Entry_SpeedSlope,Signal_Entry_AccelerationSlope,Signal_Entry_MomentumSlope,Signal_Entry_ConfluenceSlope,Signal_Entry_JerkSlope,Signal_Entry_Zone,Signal_Entry_Regime,Signal_Entry_PhysicsPass,Signal_Entry_RejectReason,Signal_Exit_Matched,Signal_Exit_Timestamp,Signal_Exit_TimeDelta,Signal_Exit_Quality,Signal_Exit_Confluence,Signal_Exit_Speed,Signal_Exit_Acceleration,Signal_Exit_Momentum,Signal_Exit_Entropy,Signal_Exit_Jerk,Signal_Exit_PhysicsScore,Signal_Exit_SpeedSlope,Signal_Exit_AccelerationSlope,Signal_Exit_MomentumSlope,Signal_Exit_ConfluenceSlope,Signal_Exit_JerkSlope,Signal_Exit_Zone,Signal_Exit_Regime,Signal_Exit_PhysicsPass,Signal_Exit_RejectReason,DataQuality,ProcessingTimestamp,SourceFiles

150,MT5_Backtest,150,2025.11.17 20:36:00,2025-11-17,20:36:00,Monday,November,2025-11-17,12:36:00,Monday,November,15-051,30-026,1h-013,2h-007,3h-005,4h-004,Floor Session,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,1.17,24,156.82,-46.8,110.02,151,151,2025-11-17,12:45:01,Monday,November,15-052,30-026,1h-013,2h-007,3h-005,4h-004,Floor Session,buy,out,24,0,0.0,Loss,Short,9,-29.84313225353909,-1.42,24954.7,24911.6,81.0,80,-337.96,-3024.99,-116.11,0,-137.22,21.92,1792.56,3089.19,131.96,0,852.7,BEAR,NORMAL,0,SL,0,0,-254.49,-5345.69,-3700.35,0,-837.84,16.05,-501.34,-3180.43,-34.31,0,-905.72,UNKNOWN,UNKNOWN,0,-46.8,-42.54,-40.0,10,9,30,-1.42,24911.6,24954.7,0.04,-0.39,4.1,-39.0,1,9,-0.19,0.0,0.5,24773.5,182.2,-0.73,43,24997.5,-41.8,0.17,4,,0.0,5.87,2320.71,2293.9,80,True,True,2025.11.17 20:36,0.0,81.0,80,-3024.99,-116.11,-337.96,0,-137.22,21.92,1792.56,3089.19,131.96,0,852.7,BEAR,NORMAL,False,PASS,True,2025.11.17 20:36,9.016666666666667,81.0,80.0,-3024.99,-116.11,-337.96,0.0,-137.22,21.92,1792.56,3089.19,131.96,0.0,852.7,BEAR,NORMAL,0.0,PASS,,2025-11-22T23:52:51.522Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
156,MT5_Backtest,156,2025.11.17 21:04:00,2025-11-17,21:04:00,Monday,November,2025-11-17,13:04:00,Monday,November,15-053,30-027,1h-014,2h-007,3h-005,4h-004,Floor Session,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,1.03,24,137.95,-41.2,96.75,157,157,2025-11-17,13:08:08,Monday,November,15-053,30-027,1h-014,2h-007,3h-005,4h-004,Floor Session,buy,out,24,0,0.0,Loss,Short,4,-29.86589343965205,-1.42,24842.0,24803.5,91.67,80,-470.09,-15091.51,-2982.81,0,-1043.48,16.58,-1264.44,-4832.52,-180.87,0,-1514.66,BEAR,NORMAL,0,SL,0,0,-496.01,-5287.28,-1550.04,0,-141.91,15.78,-1415.35,462.13,-92.2,0,377.78,UNKNOWN,UNKNOWN,0,-41.2,-42.58,-40.0,5,4,30,-1.42,24803.5,24842.0,0.0,-0.39,0.0,-38.5,0,5,-0.17,0.0,0.5,24713.5,130.0,-0.52,49,24861.0,-17.5,0.07,5,,0.0,0.8,-9804.22,150.91,80,True,True,2025.11.17 21:04,0.0,91.67,80,-15091.51,-2982.81,-470.09,0,-1043.48,16.58,-1264.44,-4832.52,-180.87,0,-1514.66,BEAR,NORMAL,False,PASS,True,2025.11.17 21:04,4.133333333333334,91.67,80.0,-15091.51,-2982.81,-470.09,0.0,-1043.48,16.58,-1264.44,-4832.52,-180.87,0.0,-1514.66,BEAR,NORMAL,0.0,PASS,,2025-11-22T23:52:51.523Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
164,MT5_Backtest,164,2025.11.17 21:31:00,2025-11-17,21:31:00,Monday,November,2025-11-17,13:31:00,Monday,November,15-055,30-028,1h-014,2h-007,3h-005,4h-004,Floor Session,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,buy,in,1.01,24,135.61,-41.31,94.3,165,165,2025-11-17,13:34:04,Monday,November,15-055,30-028,1h-014,2h-007,3h-005,4h-004,Floor Session,sell,out,24,0,0.0,Loss,Long,3,-30.46235528353366,-1.46,24775.0,24814.7,81.0,100,148.92,3801.68,5525.21,0,879.91,99.05,2974.61,-4328.03,298.06,0,-2072.14,BULL,NORMAL,0,SL,0,0,-116.67,-1307.6,1464.3,0,975.36,52.52,-1261.92,239.42,-36.94,0,306.01,UNKNOWN,UNKNOWN,0,-41.31,-43.81,-40.9,4,3,30,-1.46,24814.7,24775.0,0.0,-0.4,0.0,-39.7,0,4,-0.17,0.0,0.5,24795.8,22.0,0.09,3,24679.3,-94.5,-0.38,30,,0.0,46.53,5109.28,4236.53,100,True,True,2025.11.17 21:31,0.0,81.0,100,3801.68,5525.21,148.92,0,879.91,99.05,2974.61,-4328.03,298.06,0,-2072.14,BULL,NORMAL,False,PASS,True,2025.11.17 21:31,3.066666666666667,81.0,100.0,3801.68,5525.21,148.92,0.0,879.91,99.05,2974.61,-4328.03,298.06,0.0,-2072.14,BULL,NORMAL,0.0,PASS,,2025-11-22T23:52:51.524Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
168,MT5_Backtest,168,2025.11.17 21:45:00,2025-11-17,21:45:00,Monday,November,2025-11-17,13:45:00,Monday,November,15-056,30-028,1h-014,2h-007,3h-005,4h-004,Floor Session,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,buy,in,0.78,24,105.01,-31.2,73.81,169,169,2025-11-17,13:46:39,Monday,November,15-056,30-028,1h-014,2h-007,3h-005,4h-004,Floor Session,sell,out,24,0,0.0,Loss,Long,1,-29.711456051804586,-1.41,24731.3,24772.3,81.0,80,56.67,1429.82,5251.31,0,670.38,93.45,4245.33,-588.67,65.68,0,-815.68,AVOID,NORMAL,0,SL,0,0,-252.98,-5146.92,-2829.53,0,-172.84,16.05,-1854.85,-2772.18,-93.84,0,-738.2,UNKNOWN,UNKNOWN,0,-31.2,-42.27,-40.0,2,1,30,-1.41,24772.3,24731.3,0.02,-0.39,2.3,-38.7,1,2,-0.13,0.0,0.5,24763.3,33.3,0.13,46,24679.3,-50.7,-0.21,18,,0.0,77.4,6576.74,6100.18,80,True,True,2025.11.17 21:45,0.0,81.0,80,1429.82,5251.31,56.67,0,670.38,93.45,4245.33,-588.67,65.68,0,-815.68,AVOID,NORMAL,False,PASS,True,2025.11.17 21:45,1.65,81.0,80.0,1429.82,5251.31,56.67,0.0,670.38,93.45,4245.33,-588.67,65.68,0.0,-815.68,AVOID,NORMAL,0.0,PASS,,2025-11-22T23:52:51.524Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
176,MT5_Backtest,176,2025.11.17 22:11:00,2025-11-17,22:11:00,Monday,November,2025-11-17,14:11:00,Monday,November,15-057,30-029,1h-015,2h-008,3h-005,4h-004,Floor Session,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,buy,in,0.77,24,103.22,-30.95,72.27,177,177,2025-11-17,14:14:44,Monday,November,15-057,30-029,1h-015,2h-008,3h-005,4h-004,Floor Session,sell,out,24,0,0.0,Loss,Long,3,-29.984499128075953,-1.43,24697.5,24747.0,86.33,100,458.11,5045.33,2409.71,0,311.8,99.32,860.09,3524.84,122.28,0,1409.17,BULL,NORMAL,0,SL,0,0,329.84,9662.29,-1417.3,0,-615.86,52.92,1870.31,471.82,75.74,0,-60.07,UNKNOWN,UNKNOWN,0,-30.95,-42.83,-40.2,4,3,30,-1.43,24747.0,24697.5,0.1,-0.4,9.8,-39.7,2,4,-0.13,0.0,0.5,24861.8,164.8,0.67,48,24694.3,-2.7,-0.01,2,,0.0,46.4,-4616.96,-1010.21,100,True,True,2025.11.17 22:11,0.0,86.33,100,5045.33,2409.71,458.11,0,311.8,99.32,860.09,3524.84,122.28,0,1409.17,BULL,NORMAL,False,PASS,True,2025.11.17 22:11,3.7333333333333334,86.33,100.0,5045.33,2409.71,458.11,0.0,311.8,99.32,860.09,3524.84,122.28,0.0,1409.17,BULL,NORMAL,0.0,PASS,,2025-11-22T23:52:51.526Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
178,MT5_Backtest,178,2025.11.17 22:15:00,2025-11-17,22:15:00,Monday,November,2025-11-17,14:15:00,Monday,November,15-058,30-029,1h-015,2h-008,3h-005,4h-004,Floor Session,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.54,24,72.27,-22.79,49.48,179,179,2025-11-17,14:18:28,Monday,November,15-058,30-029,1h-015,2h-008,3h-005,4h-004,Floor Session,buy,out,24,0,0.0,Loss,Short,3,-31.534523315345236,-1.54,24742.2,24697.7,81.0,60,-124.69,-3028.44,-4588.53,0,-880.22,13.05,-4268.94,-5512.88,-240.34,0,-1395.58,AVOID,NORMAL,0,SL,0,0,246.97,3190.87,51.73,0,523.6,88.27,-2190.64,1217.52,-57.25,0,717.36,UNKNOWN,UNKNOWN,0,-22.79,-46.06,-42.2,4,3,30,-1.54,24697.7,24742.2,0.06,-0.38,6.1,-38.4,1,2,-0.09,0.0,0.5,24708.8,37.2,-0.15,24,24861.8,-115.8,0.47,44,,0.0,-75.22,-6219.31,-2078.29,60,True,True,2025.11.17 22:15,0.0,81.0,60,-3028.44,-4588.53,-124.69,0,-880.22,13.05,-4268.94,-5512.88,-240.34,0,-1395.58,AVOID,NORMAL,False,PASS,True,2025.11.17 22:15,3.466666666666667,81.0,60.0,-3028.44,-4588.53,-124.69,0.0,-880.22,13.05,-4268.94,-5512.88,-240.34,0.0,-1395.58,AVOID,NORMAL,0.0,PASS,,2025-11-22T23:52:51.526Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
186,MT5_Backtest,186,2025.11.18 01:19:00,2025-11-18,01:19:00,Tuesday,November,2025-11-17,17:19:00,Monday,November,15-070,30-035,1h-018,2h-009,3h-006,4h-005,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.5,24,66.98,-7.3,59.68,187,187,2025-11-17,17:23:00,Monday,November,15-070,30-035,1h-018,2h-009,3h-006,4h-005,After Hours,buy,out,24,0,0.0,Loss,Short,4,-10.898775753956404,-0.41,24859.0,24836.1,83.67,80,-317.36,-5959.94,-626.78,0,-71.37,18.33,-82.51,647.83,-14.49,0,219.13,BEAR,NORMAL,0,MANUAL,0,0,-93.51,-1738.98,-2160.67,0,-295.39,16.17,-1509.01,-921.91,-20.0,0,-146.17,UNKNOWN,UNKNOWN,0,-7.3,-12.23,-14.6,5,4,30,-0.41,24836.1,24859.0,0.08,-0.15,7.5,-15.4,1,3,-0.03,0.0,0.5,24847.3,10.9,-0.04,1,24891.5,-33.3,0.13,18,,0.0,2.16,-4220.96,1426.5,80,True,True,2025.11.18 01:19,0.0,83.67,80,-5959.94,-626.78,-317.36,0,-71.37,18.33,-82.51,647.83,-14.49,0,219.13,BEAR,NORMAL,False,PASS,True,2025.11.18 01:19,4.0,83.67,80.0,-5959.94,-626.78,-317.36,0.0,-71.37,18.33,-82.51,647.83,-14.49,0.0,219.13,BEAR,NORMAL,0.0,PASS,,2025-11-22T23:52:51.528Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
190,MT5_Backtest,190,2025.11.18 01:37:00,2025-11-18,01:37:00,Tuesday,November,2025-11-17,17:37:00,Monday,November,15-071,30-036,1h-018,2h-009,3h-006,4h-005,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,buy,in,0.49,24,66.32,-19.65,46.67,191,191,2025-11-17,18:16:58,Monday,November,15-074,30-037,1h-019,2h-010,3h-007,4h-005,After Hours,sell,out,24,0,0.0,Loss,Long,39,-29.629071170084444,-1.4,24840.6,24891.5,83.67,100,225.59,2589.76,367.43,0,42.91,94.9,799.75,304.15,32.56,0,-40.44,BULL,NORMAL,0,SL,0,0,-83.58,-130.01,-1156.23,0,-725.32,18.17,1305.18,1917.53,45.17,0,490.03,UNKNOWN,UNKNOWN,0,-19.65,-42.1,-40.1,40,39,30,-1.4,24891.5,24840.6,0.11,-0.4,11.0,-39.9,4,40,-0.08,0.0,0.5,24848.9,8.5,0.03,2,24780.1,-60.3,-0.24,29,,0.0,76.73,2719.77,-505.43,100,True,True,2025.11.18 01:37,0.0,83.67,100,2589.76,367.43,225.59,0,42.91,94.9,799.75,304.15,32.56,0,-40.44,BULL,NORMAL,False,PASS,False,,,,,,,,,,,,,,,,,,,,,2025-11-22T23:52:51.529Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
192,MT5_Backtest,192,2025.11.18 02:24:00,2025-11-18,02:24:00,Tuesday,November,2025-11-17,18:24:00,Monday,November,15-074,30-037,1h-019,2h-010,3h-007,4h-005,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,buy,in,0.35,24,46.67,-2.31,44.36,193,193,2025-11-17,18:26:00,Monday,November,15-074,30-037,1h-019,2h-010,3h-007,4h-005,After Hours,sell,out,24,0,0.0,Loss,Long,2,-4.949646453824727,-0.17,24831.9,24846.7,86.33,80,50.73,234.33,4613.41,0,344.97,93.36,3639.64,-3431.37,23.64,0,-1723.5,BULL,NORMAL,0,MANUAL,0,0,115.39,2900.42,-1957.71,0,-214.95,48.98,269.48,3835.48,106.92,0,1413.02,UNKNOWN,UNKNOWN,0,-2.31,-5.21,-6.6,3,2,30,-0.17,24846.7,24831.9,0.0,-0.15,0.0,-14.8,0,2,-0.01,0.0,0.5,24864.0,23.9,0.1,46,24780.1,-60.0,-0.24,19,,0.0,44.38,-2666.1,3370.16,80,True,True,2025.11.18 02:24,0.0,86.33,80,234.33,4613.41,50.73,0,344.97,93.36,3639.64,-3431.37,23.64,0,-1723.5,BULL,NORMAL,False,PASS,True,2025.11.18 02:24,2.0,86.33,80.0,234.33,4613.41,50.73,0.0,344.97,93.36,3639.64,-3431.37,23.64,0.0,-1723.5,BULL,NORMAL,0.0,PASS,,2025-11-22T23:52:51.530Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
196,MT5_Backtest,196,2025.11.18 02:33:00,2025-11-18,02:33:00,Tuesday,November,2025-11-17,18:33:00,Monday,November,15-075,30-038,1h-019,2h-010,3h-007,4h-005,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.37,24,49.34,-15.17,34.17,197,197,2025-11-17,18:48:00,Monday,November,15-076,30-038,1h-019,2h-010,3h-007,4h-005,After Hours,buy,out,24,0,0.0,Loss,Short,15,-30.745845156059993,-1.48,24835.5,24784.6,81.0,80,-281.27,-8094.82,-1107.89,0,-94.55,16.46,-2067.88,-5845.2,-85.52,0,-1953.38,BEAR,NORMAL,0,SL,0,0,190.5,4002.06,-4.82,0,-667.49,66.05,2543.78,2887.67,162.23,0,850.31,UNKNOWN,UNKNOWN,0,-15.17,-44.4,-41.0,15,15,30,-1.48,24784.6,24835.5,0.11,-0.4,11.0,-39.9,12,15,-0.06,0.0,0.5,24801.6,35.0,-0.14,17,24905.8,-69.2,0.28,36,,0.0,-49.59,-12096.88,-4611.65,80,True,True,2025.11.18 02:33,0.0,81.0,80,-8094.82,-1107.89,-281.27,0,-94.55,16.46,-2067.88,-5845.2,-85.52,0,-1953.38,BEAR,NORMAL,False,PASS,True,2025.11.18 02:40,8.0,81.0,80.0,-4307.12,-366.21,-175.03,0.0,-516.08,16.05,1064.38,-611.55,30.71,0.0,-276.21,BEAR,NORMAL,0.0,PASS,,2025-11-22T23:52:51.531Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
