IN_Deal,Report_Source,IN_Trade_ID,IN_MT_MASTER_DATE_TIME,IN_MT_Date,IN_MT_Time,IN_MT_Day,IN_MT_Month,IN_CST_Date_OP_01,IN_CST_Time_OP_01,IN_CST_Day_OP_01,IN_CST_Month_OP_01,IN_Segment_15M_OP_01,IN_Segment_30M_OP_01,IN_Segment_01H_OP_01,IN_Segment_02H_OP_01,IN_Segment_03H_OP_01,IN_Segment_04H_OP_01,IN_Session_Name_OP_02,Strategy_ID_OP_03,Strategy_Version_ID_OP_03,Optimization_ID_OP_03,Report_Broker_OP_03,Symbol_OP_03,Chart_TF_OP_01,IN_Order_Type_OP_01,IN_Order_Direction,Volume_OP_03,IN_Symbol_Price_OP_03,IN_Balance_OP_01,OUT_Profit_OP_01,OUT_Balance_OP_01,OUT_Trade_ID,OUT_Deal,OUT_CST_Date_OP_03,OUT_CST_Time_OP_03,OUT_CST_Day_OP_03,OUT_CST_Month_OP_03,OUT_Segment_15M_OP_03,OUT_Segment_30M_OP_03,OUT_Segment_01H_OP_03,OUT_Segment_02H_OP_03,OUT_Segment_03H_OP_03,OUT_Segment_04H_OP_03,OUT_Session_Name_OP_03,OUT_Order_Type,OUT_Order_Direction,OUT_Symbol_Price_OP_01,OUT_Commission,OUT_Swap,Trade_Result,Trade_Direction,Trade_Duration_Minutes,Trade_ROI_Percentage,Trade_Risk_Reward_Ratio,Trade_MAE,Trade_MFE,EA_Entry_Quality,EA_Entry_Confluence,EA_Entry_Momentum,EA_Entry_Speed,EA_Entry_Acceleration,EA_Entry_Entropy,EA_Entry_Jerk,EA_Entry_PhysicsScore,EA_Entry_SpeedSlope,EA_Entry_AccelerationSlope,EA_Entry_MomentumSlope,EA_Entry_ConfluenceSlope,EA_Entry_JerkSlope,EA_Entry_Zone,EA_Entry_Regime,EA_Entry_Spread,EA_ExitReason,EA_Exit_Quality,EA_Exit_Confluence,EA_Exit_Momentum,EA_Exit_Speed,EA_Exit_Acceleration,EA_Exit_Entropy,EA_Exit_Jerk,EA_Exit_PhysicsScore,EA_Exit_SpeedSlope,EA_Exit_AccelerationSlope,EA_Exit_MomentumSlope,EA_Exit_ConfluenceSlope,EA_Exit_JerkSlope,EA_Exit_Zone,EA_Exit_Regime,EA_Exit_Spread,EA_Profit,EA_ProfitPercent,EA_Pips,EA_HoldTimeBars,EA_HoldTimeMinutes,EA_RiskPercent,EA_RRatio,EA_MFE,EA_MAE,EA_MFE_Percent,EA_MAE_Percent,EA_MFE_Pips,EA_MAE_Pips,EA_MFE_TimeBars,EA_MAE_TimeBars,EA_MFEUtilization,EA_MAEImpact,EA_ExcursionEfficiency,EA_RunUp_Price,EA_RunUp_Pips,EA_RunUp_Percent,EA_RunUp_TimeBars,EA_RunDown_Price,EA_RunDown_Pips,EA_RunDown_Percent,EA_RunDown_TimeBars,EA_ExitQualityClass,EA_EarlyExitOpportunityCost,EA_PhysicsScoreDecay,EA_SpeedDecay,EA_SpeedSlopeDecay,EA_ConfluenceDecay,EA_ZoneTransitioned,Signal_Entry_Matched,Signal_Entry_Timestamp,Signal_Entry_TimeDelta,Signal_Entry_Quality,Signal_Entry_Confluence,Signal_Entry_Speed,Signal_Entry_Acceleration,Signal_Entry_Momentum,Signal_Entry_Entropy,Signal_Entry_Jerk,Signal_Entry_PhysicsScore,Signal_Entry_SpeedSlope,Signal_Entry_AccelerationSlope,Signal_Entry_MomentumSlope,Signal_Entry_ConfluenceSlope,Signal_Entry_JerkSlope,Signal_Entry_Zone,Signal_Entry_Regime,Signal_Entry_PhysicsPass,Signal_Entry_RejectReason,Signal_Exit_Matched,Signal_Exit_Timestamp,Signal_Exit_TimeDelta,Signal_Exit_Quality,Signal_Exit_Confluence,Signal_Exit_Speed,Signal_Exit_Acceleration,Signal_Exit_Momentum,Signal_Exit_Entropy,Signal_Exit_Jerk,Signal_Exit_PhysicsScore,Signal_Exit_SpeedSlope,Signal_Exit_AccelerationSlope,Signal_Exit_MomentumSlope,Signal_Exit_ConfluenceSlope,Signal_Exit_JerkSlope,Signal_Exit_Zone,Signal_Exit_Regime,Signal_Exit_PhysicsPass,Signal_Exit_RejectReason,DataQuality,ProcessingTimestamp,SourceFiles
108,MT5_Backtest,108,2025.02.10 17:15:00,2025-02-10,17:15:00,Monday,February,2025-02-10,09:15:00,Monday,February,15-038,30-019,1h-010,2h-005,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,buy,in,0.13,21,53.07,-2.67,50.4,109,109,2025-02-10,11:10:41,Monday,February,15-045,30-023,1h-012,2h-006,3h-004,4h-003,Floor Session,sell,out,21,0,0,Loss,Long,115,-5.031091011871113,-1.06,21741.8,21811.3,86.33,100,1053.74,16925.03,2300.67,0,-488.4,84.32,4602.85,2163.57,101.9,0,350.97,BULL,HIGH,0,SL,0,0,-329.97,-9111.76,-202.71,0,438.35,31.18,-1413.54,-38.34,-52.16,0,94.62,UNKNOWN,UNKNOWN,0,-2.67,-5.3,-20.5,24,115,5,-1.06,21811.3,21741.8,0.5,-0.2,49.7,-19.8,7,24,-0.01,0,0.5,21802.6,61.5,0.28,21,21735.6,-5.5,-0.03,1,Good,0,53.13,26036.8,6016.39,100,1,1,2025.02.10 17:15,0,86.33,100,16925.03,2300.67,1053.74,0,-488.4,84.32,4602.85,2163.57,101.9,0,350.97,BULL,HIGH,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.768Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
110,MT5_Backtest,110,2025.02.12 15:40:00,2025-02-12,15:40:00,Wednesday,February,2025-02-12,07:40:00,Wednesday,February,15-031,30-016,1h-008,2h-004,3h-003,4h-002,News,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,sell,in,0.12,21,50.4,-2.52,47.88,111,111,2025-02-12,07:43:38,Wednesday,February,15-031,30-016,1h-008,2h-004,3h-003,4h-002,News,buy,out,21,0,0,Loss,Short,3,-5,-1.05,21486.5,21461.2,86.33,80,-1072.56,-59106.7,-22252.26,0,-1293.05,16.32,-21794.09,-13922.79,-392.96,0,-2606.7,BEAR,HIGH,0,SL,0,0,-163.81,-2032.2,-3614.34,0,-135.83,16.05,-2285.63,-519.17,-44.17,0,-15.64,UNKNOWN,UNKNOWN,0,-2.52,-5.26,-21,1,3,5,-1.05,21461.2,21486.5,0.06,-0.2,5.8,-19.5,1,1,-0.01,0,0.5,21436.5,51.5,-0.24,5,21725.5,-237.5,1.11,44,Late,0,0.27,-57074.5,-19508.46,80,1,1,2025.02.12 15:40,0,86.33,80,-59106.7,-22252.26,-1072.56,0,-1293.05,16.32,-21794.09,-13922.79,-392.96,0,-2606.7,BEAR,HIGH,,PASS,1,2025.02.12 15:40,3.6333333333333333,86.33,80,-59106.7,-22252.26,-1072.56,0,-1293.05,16.32,-21794.09,-13922.79,-392.96,0,-2606.7,BEAR,HIGH,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.768Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
112,MT5_Backtest,112,2025.02.13 17:45:00,2025-02-13,17:45:00,Thursday,February,2025-02-13,09:45:00,Thursday,February,15-040,30-020,1h-010,2h-005,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,buy,in,0.11,21,47.88,-2.23,45.65,113,113,2025-02-13,09:51:19,Thursday,February,15-040,30-020,1h-010,2h-005,3h-004,4h-003,Floor Session,sell,out,21,0,0,Loss,Long,6,-4.657477025898078,-0.98,21961.2,21981.7,86.33,100,2085.18,19407.62,3000.74,0,366.95,99.32,833.85,189.31,47.5,0,146.21,BULL,HIGH,0,SL,0,0,752.59,9734.76,259.59,0,-48.08,88.74,304.27,-359.47,80.61,0,-211.25,UNKNOWN,UNKNOWN,0,-2.23,-4.88,-20.3,2,6,5,-0.98,21981.7,21961.2,0.01,-0.2,0.7,-19.8,1,2,-0.01,0,0.5,22001.2,40.5,0.18,49,21819.7,-141,-0.64,30,Late,0,10.57,9672.86,529.58,100,1,1,2025.02.13 17:45,0,86.33,100,19407.62,3000.74,2085.18,0,366.95,99.32,833.85,189.31,47.5,0,146.21,BULL,HIGH,,PASS,1,2025.02.13 17:45,6.316666666666666,86.33,100,19407.62,3000.74,2085.18,0,366.95,99.32,833.85,189.31,47.5,0,146.21,BULL,HIGH,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.768Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
114,MT5_Backtest,114,2025.02.19 17:10:00,2025-02-19,17:10:00,Wednesday,February,2025-02-19,09:10:00,Wednesday,February,15-037,30-019,1h-010,2h-005,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,sell,in,0.11,22,45.65,-2.28,43.37,115,115,2025-02-19,09:16:01,Wednesday,February,15-038,30-019,1h-010,2h-005,3h-004,4h-003,Floor Session,buy,out,22,0,0,Loss,Short,6,-4.994523548740416,-1.05,22085.1,22060.9,94.33,80,-1018.47,-14699.13,-5725.12,0,-1087.55,16.72,-1902.96,-778.6,-121.93,0,-136.07,BEAR,HIGH,0,SL,0,0,269.18,8741.3,4659.97,0,618.99,99.18,2186.79,4654.17,104.34,0,1222.22,UNKNOWN,UNKNOWN,0,-2.28,-5.26,-20.7,2,6,5,-1.05,22060.9,22085.1,0.06,-0.18,6,-18.2,1,2,-0.01,0,0.5,22068.6,19,-0.09,2,22218.6,-131,0.59,49,Late,0,-82.47,-23440.43,-4089.76,80,1,1,2025.02.19 17:10,0,94.33,80,-14699.13,-5725.12,-1018.47,0,-1087.55,16.72,-1902.96,-778.6,-121.93,0,-136.07,BEAR,HIGH,,PASS,1,2025.02.19 17:10,6.016666666666667,94.33,80,-14699.13,-5725.12,-1018.47,0,-1087.55,16.72,-1902.96,-778.6,-121.93,0,-136.07,BEAR,HIGH,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.769Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
116,MT5_Backtest,116,2025.02.20 17:00:00,2025-02-20,17:00:00,Thursday,February,2025-02-20,09:00:00,Thursday,February,15-037,30-019,1h-010,2h-005,3h-004,4h-003,Opening Bell,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,sell,in,0.1,21,43.37,-2.05,41.32,117,117,2025-02-20,09:04:36,Thursday,February,15-037,30-019,1h-010,2h-005,3h-004,4h-003,Floor Session,buy,out,21,0,0,Loss,Short,4,-4.726769656444547,-0.99,21967.9,21891.9,97,80,-1057.09,-43284.22,-10493.48,0,162.59,31.85,-10222.84,-5188.07,-194.23,0,-1035.47,BEAR,HIGH,0,SL,0,0,429.23,4041.72,2348.36,0,384.2,98.92,-4.73,29.69,53.81,0,157.99,UNKNOWN,UNKNOWN,0,-2.05,-4.96,-20.5,1,4,5,-0.99,21891.9,21967.9,0.56,-0.2,56.5,-19.5,1,1,-0.01,0,0.5,21914.7,54.2,-0.25,12,22044.2,-75.3,0.34,7,Late,0,-67.07,-47325.94,-10218.11,80,1,1,2025.02.20 17:00,0,97,80,-43284.22,-10493.48,-1057.09,0,162.59,31.85,-10222.84,-5188.07,-194.23,0,-1035.47,BEAR,HIGH,,PASS,1,2025.02.20 17:00,4.6,97,80,-43284.22,-10493.48,-1057.09,0,162.59,31.85,-10222.84,-5188.07,-194.23,0,-1035.47,BEAR,HIGH,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.769Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
118,MT5_Backtest,118,2025.02.20 17:50:00,2025-02-20,17:50:00,Thursday,February,2025-02-20,09:50:00,Thursday,February,15-040,30-020,1h-010,2h-005,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,sell,in,0.1,21,41.32,-2,39.32,119,119,2025-02-20,10:08:49,Thursday,February,15-041,30-021,1h-011,2h-006,3h-004,4h-003,Floor Session,buy,out,21,0,0,Loss,Short,18,-4.84027105517909,-1.02,21983.4,21916.7,86.33,80,-1298.6,-8400.55,-5029.39,0,-1464.42,16.32,-3716.57,-3161.08,-600.86,0,-92.11,BEAR,HIGH,0,SL,0,0,190.7,4312.84,-5060.12,0,-1572.51,53.18,3696.69,-2031.76,130.56,0,-1218.05,UNKNOWN,UNKNOWN,0,-2,-5.09,-20,4,18,5,-1.02,21916.7,21983.4,0.47,-0.2,47.2,-19.5,2,4,-0.01,0,0.5,21955.7,28.2,-0.13,7,22065.7,-81.8,0.37,46,Late,0,-36.87,-12713.39,-7413.26,80,1,1,2025.02.20 17:50,0,86.33,80,-8400.55,-5029.39,-1298.6,0,-1464.42,16.32,-3716.57,-3161.08,-600.86,0,-92.11,BEAR,HIGH,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.770Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
120,MT5_Backtest,120,2025.02.21 17:25:00,2025-02-21,17:25:00,Friday,February,2025-02-21,09:25:00,Friday,February,15-038,30-019,1h-010,2h-005,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,sell,in,0.09,21,39.32,9.14,48.46,121,121,2025-02-21,11:17:34,Friday,February,15-046,30-023,1h-012,2h-006,3h-004,4h-003,Floor Session,buy,out,21,0,0,Win,Short,112,23.245167853509667,3.77,21982.4,21873.9,81,80,-1015.43,-17397.66,-2178.86,0,-818.07,16.05,-76.63,-2892.74,-233.72,0,-909.92,BEAR,HIGH,0,TP,0,0,-225.65,-999.18,619.98,0,136.21,55.52,-261.11,192.19,-27.43,0,127.56,UNKNOWN,UNKNOWN,0,9.14,18.86,101.5,23,112,5,3.77,21873.9,21982.4,0.99,-0.1,98.8,-9.7,23,1,0.04,240507.66,0.5,21605,266.2,-1.22,43,21878.9,-7.7,0.04,1,Early,164.7,-39.47,-16398.48,184.48,80,1,1,2025.02.21 17:25,0,81,80,-17397.66,-2178.86,-1015.43,0,-818.07,16.05,-76.63,-2892.74,-233.72,0,-909.92,BEAR,HIGH,,PASS,1,2025.02.21 19:15,2.566666666666667,81,80,-6554.78,-1594.76,-1128.72,0,-263.52,16.05,-452.57,-1785.18,-85.8,0,-717.97,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-23T17:00:25.770Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
122,MT5_Backtest,122,2025.02.24 16:55:00,2025-02-24,16:55:00,Monday,February,2025-02-24,08:55:00,Monday,February,15-036,30-018,1h-009,2h-005,3h-003,4h-003,Opening Bell,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,sell,in,0.12,21,48.46,12.02,60.48,123,123,2025-02-24,09:03:13,Monday,February,15-037,30-019,1h-010,2h-005,3h-004,4h-003,Floor Session,buy,out,21,0,0,Win,Short,8,24.80396203054065,3.97,21561.8,21457.8,94.33,80,-1076.63,-29848.04,-3276.04,0,861.52,31.72,-5039.31,-3582.49,-228.47,0,-1041.08,BEAR,HIGH,0,TP,0,0,-292.15,-3067.36,625.08,0,663.39,55.92,-1652.31,446.07,-214.06,0,287.54,UNKNOWN,UNKNOWN,0,12.02,19.87,100.2,2,8,5,3.97,21457.8,21561.8,1,-0.04,99.7,-4.3,2,1,0.06,179382.7,0.5,21383.5,73.8,-0.34,2,21606.8,-149.5,0.7,40,Early,-26.4,-24.2,-26780.68,-3387,80,1,1,2025.02.24 16:55,0,94.33,80,-29848.04,-3276.04,-1076.63,0,861.52,31.72,-5039.31,-3582.49,-228.47,0,-1041.08,BEAR,HIGH,,PASS,1,2025.02.24 16:55,8.216666666666667,94.33,80,-29848.04,-3276.04,-1076.63,0,861.52,31.72,-5039.31,-3582.49,-228.47,0,-1041.08,BEAR,HIGH,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-23T17:00:25.771Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
124,MT5_Backtest,124,2025.02.24 17:30:00,2025-02-24,17:30:00,Monday,February,2025-02-24,09:30:00,Monday,February,15-039,30-020,1h-010,2h-005,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,sell,in,0.15,21,60.48,-3,57.48,125,125,2025-02-24,09:32:32,Monday,February,15-039,30-020,1h-010,2h-005,3h-004,4h-003,Floor Session,buy,out,21,0,0,Loss,Short,2,-4.9603174603174605,-1.04,21475,21450,89,80,-1126.43,-15323.96,-1461.85,0,-2451.8,16.45,9201.93,-1330.68,154.5,0,-1689.68,BEAR,HIGH,0,SL,0,0,-360.26,-6270.7,5626.95,0,1865.41,56.05,-1986.99,135.67,-31.34,0,137.95,UNKNOWN,UNKNOWN,0,-3,-5.22,-20,1,2,5,-1.04,21450,21475,0.07,-0.19,6.5,-18.5,1,1,-0.01,0,0.5,21391.4,85.1,-0.4,6,21606.8,-130.3,0.61,34,Late,0,-39.6,-9053.26,11188.93,80,1,1,2025.02.24 17:30,0,89,80,-15323.96,-1461.85,-1126.43,0,-2451.8,16.45,9201.93,-1330.68,154.5,0,-1689.68,BEAR,HIGH,,PASS,1,2025.02.24 17:30,2.533333333333333,89,80,-15323.96,-1461.85,-1126.43,0,-2451.8,16.45,9201.93,-1330.68,154.5,0,-1689.68,BEAR,HIGH,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.771Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
126,MT5_Backtest,126,2025.02.25 16:55:00,2025-02-25,16:55:00,Tuesday,February,2025-02-25,08:55:00,Tuesday,February,15-036,30-018,1h-009,2h-005,3h-003,4h-003,Opening Bell,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,sell,in,0.14,21,57.48,-3.01,54.47,127,127,2025-02-25,08:55:30,Tuesday,February,15-036,30-018,1h-009,2h-005,3h-003,4h-003,Opening Bell,buy,out,21,0,0,Loss,Short,0,-5.2366040361865,-1.11,21212.1,21192.6,91.67,80,-1335.14,-30189.61,-9173.65,0,-1047.46,16.58,-5272.94,141.43,-348.18,0,526.9,BEAR,HIGH,0,SL,0,0,-93.03,-3298.4,-6214.61,0,-1532.61,13.2,3444.5,-134.98,345.29,0,-562.77,UNKNOWN,UNKNOWN,0,-3.01,-5.53,-21.5,1,0,5,-1.11,21192.6,21212.1,0,-0.2,0,-19.5,0,1,-0.01,0,0.5,20945.7,268.4,-1.27,20,21246.1,-32,0.15,1,Late,0,3.38,-26891.22,-8717.44,80,1,1,2025.02.25 16:55,0,91.67,80,-30189.61,-9173.65,-1335.14,0,-1047.46,16.58,-5272.94,141.43,-348.18,0,526.9,BEAR,HIGH,,PASS,1,2025.02.25 16:55,0.5,91.67,80,-30189.61,-9173.65,-1335.14,0,-1047.46,16.58,-5272.94,141.43,-348.18,0,526.9,BEAR,HIGH,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.771Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
128,MT5_Backtest,128,2025.02.25 17:15:00,2025-02-25,17:15:00,Tuesday,February,2025-02-25,09:15:00,Tuesday,February,15-038,30-019,1h-010,2h-005,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,sell,in,0.13,21,54.47,-3.06,51.41,129,129,2025-02-25,09:15:03,Tuesday,February,15-038,30-019,1h-010,2h-005,3h-004,4h-003,Floor Session,buy,out,21,0,0,Loss,Short,0,-5.6177712502294845,-1.19,21113.3,21093.8,86.33,80,-1271.01,-32180.44,-2772.83,0,-85.33,17.42,449.6,2625.62,384.64,0,457.97,BEAR,HIGH,0,SL,0,0,-775.95,-11749.9,-314.95,0,857.41,31.05,-3569.55,-237.51,-233.32,0,226.17,UNKNOWN,UNKNOWN,0,-3.06,-5.95,-23.5,1,0,5,-1.19,21093.8,21113.3,0,-0.2,0,-19.5,0,1,-0.01,0,0.5,20945.7,171.6,-0.81,16,21232.2,-114.9,0.54,35,Late,0,-13.63,-20430.54,4019.15,80,1,1,2025.02.25 17:15,0,86.33,80,-32180.44,-2772.83,-1271.01,0,-85.33,17.42,449.6,2625.62,384.64,0,457.97,BEAR,HIGH,,PASS,1,2025.02.25 17:15,0.05,86.33,80,-32180.44,-2772.83,-1271.01,0,-85.33,17.42,449.6,2625.62,384.64,0,457.97,BEAR,HIGH,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.772Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
130,MT5_Backtest,130,2025.02.25 17:25:00,2025-02-25,17:25:00,Tuesday,February,2025-02-25,09:25:00,Tuesday,February,15-038,30-019,1h-010,2h-005,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,sell,in,0.12,21,51.41,-2.84,48.57,131,131,2025-02-25,09:25:34,Tuesday,February,15-038,30-019,1h-010,2h-005,3h-004,4h-003,Floor Session,buy,out,21,0,0,Loss,Short,0,-5.524217078389419,-1.17,21033.2,20998.7,89,80,-1827.14,-37964.94,-1599.36,0,492.18,31.45,-3273.63,-127.18,-321.46,0,118.69,BEAR,HIGH,0,SL,0,0,-596.48,-12664.9,4179.83,0,2099.22,56.32,-1918.3,-932.37,-73.19,0,-402.64,UNKNOWN,UNKNOWN,0,-2.84,-5.85,-23.7,1,0,5,-1.17,20998.7,21033.2,0.15,-0.2,14.8,-19.7,1,1,-0.01,0,0.5,20945.7,91.5,-0.43,14,21232.2,-195,0.93,33,Late,0,-24.87,-25300.04,-1355.33,80,1,1,2025.02.25 17:25,0,89,80,-37964.94,-1599.36,-1827.14,0,492.18,31.45,-3273.63,-127.18,-321.46,0,118.69,BEAR,HIGH,,PASS,1,2025.02.25 17:25,0.5666666666666667,89,80,-37964.94,-1599.36,-1827.14,0,492.18,31.45,-3273.63,-127.18,-321.46,0,118.69,BEAR,HIGH,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.772Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
132,MT5_Backtest,132,2025.02.25 17:55:00,2025-02-25,17:55:00,Tuesday,February,2025-02-25,09:55:00,Tuesday,February,15-040,30-020,1h-010,2h-005,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,buy,in,0.12,21,48.57,-2.5,46.07,133,133,2025-02-25,09:57:00,Tuesday,February,15-040,30-020,1h-010,2h-005,3h-004,4h-003,Floor Session,sell,out,21,0,0,Loss,Long,2,-5.147210212065061,-1.09,21088.5,21105.5,86.33,100,1202.97,2351.17,2912.93,0,-1747.08,84.32,7225.53,-903.67,514.14,0,-737.93,BULL,HIGH,0,SL,0,0,310.32,4705.64,-3455.57,0,-1662.02,53.05,3345.56,-3691.67,263.32,0,-1465.94,UNKNOWN,UNKNOWN,0,-2.5,-5.43,-20.8,1,2,5,-1.09,21105.5,21088.5,0,-0.17,0,-17,0,1,-0.01,0,0.5,21232.2,147.5,0.7,27,20945.7,-139,-0.66,8,Late,0,31.27,-2354.47,3879.97,100,1,1,2025.02.25 17:55,0,86.33,100,2351.17,2912.93,1202.97,0,-1747.08,84.32,7225.53,-903.67,514.14,0,-737.93,BULL,HIGH,,PASS,1,2025.02.25 17:55,2,86.33,100,2351.17,2912.93,1202.97,0,-1747.08,84.32,7225.53,-903.67,514.14,0,-737.93,BULL,HIGH,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.773Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
134,MT5_Backtest,134,2025.02.25 18:05:00,2025-02-25,18:05:00,Tuesday,February,2025-02-25,10:05:00,Tuesday,February,15-041,30-021,1h-011,2h-006,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,sell,in,0.11,21,46.07,-2.22,43.85,135,135,2025-02-25,10:07:09,Tuesday,February,15-041,30-021,1h-011,2h-006,3h-004,4h-003,Floor Session,buy,out,21,0,0,Loss,Short,2,-4.81875406989364,-1.01,21031.7,20992.5,83.67,80,-2126.17,-5568.25,-3949.8,0,-2058.21,16.18,-1729.32,-6804.72,-925.39,0,-1567.14,BEAR,HIGH,0,SL,0,0,189.54,3351.66,-1662.87,0,-539.49,52.78,-1667.64,-1944.12,-133.77,0,-79.09,UNKNOWN,UNKNOWN,0,-2.22,-5.06,-20.2,1,2,5,-1.01,20992.5,21031.7,0.21,-0.18,21,-18.2,1,1,-0.01,0,0.5,20945.7,88,-0.42,6,21232.2,-198.5,0.94,25,Late,0,-36.6,-8919.91,-61.68,80,1,1,2025.02.25 18:05,0,83.67,80,-5568.25,-3949.8,-2126.17,0,-2058.21,16.18,-1729.32,-6804.72,-925.39,0,-1567.14,BEAR,HIGH,,PASS,1,2025.02.25 18:05,2.15,83.67,80,-5568.25,-3949.8,-2126.17,0,-2058.21,16.18,-1729.32,-6804.72,-925.39,0,-1567.14,BEAR,HIGH,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.773Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
