IN_Deal,Report_Source,IN_Trade_ID,IN_MT_MASTER_DATE_TIME,IN_MT_Date,IN_MT_Time,IN_MT_Day,IN_MT_Month,IN_CST_Date_OP_01,IN_CST_Time_OP_01,IN_CST_Day_OP_01,IN_CST_Month_OP_01,IN_Segment_15M_OP_01,IN_Segment_30M_OP_01,IN_Segment_01H_OP_01,IN_Segment_02H_OP_01,IN_Segment_03H_OP_01,IN_Segment_04H_OP_01,IN_Session_Name_OP_02,Strategy_ID_OP_03,Strategy_Version_ID_OP_03,Optimization_ID_OP_03,Report_Broker_OP_03,Symbol_OP_03,Chart_TF_OP_01,IN_Order_Type_OP_01,IN_Order_Direction,Volume_OP_03,IN_Symbol_Price_OP_03,IN_Balance_OP_01,OUT_Profit_OP_01,OUT_Balance_OP_01,OUT_Trade_ID,OUT_Deal,OUT_CST_Date_OP_03,OUT_CST_Time_OP_03,OUT_CST_Day_OP_03,OUT_CST_Month_OP_03,OUT_Segment_15M_OP_03,OUT_Segment_30M_OP_03,OUT_Segment_01H_OP_03,OUT_Segment_02H_OP_03,OUT_Segment_03H_OP_03,OUT_Segment_04H_OP_03,OUT_Session_Name_OP_03,OUT_Order_Type,OUT_Order_Direction,OUT_Symbol_Price_OP_01,OUT_Commission,OUT_Swap,Trade_Result,Trade_Direction,Trade_Duration_Minutes,Trade_ROI_Percentage,Trade_Risk_Reward_Ratio,Trade_MAE,Trade_MFE,EA_Entry_Quality,EA_Entry_Confluence,EA_Entry_Momentum,EA_Entry_Speed,EA_Entry_Acceleration,EA_Entry_Entropy,EA_Entry_Jerk,EA_Entry_PhysicsScore,EA_Entry_SpeedSlope,EA_Entry_AccelerationSlope,EA_Entry_MomentumSlope,EA_Entry_ConfluenceSlope,EA_Entry_JerkSlope,EA_Entry_Zone,EA_Entry_Regime,EA_Entry_Spread,EA_ExitReason,EA_Exit_Quality,EA_Exit_Confluence,EA_Exit_Momentum,EA_Exit_Speed,EA_Exit_Acceleration,EA_Exit_Entropy,EA_Exit_Jerk,EA_Exit_PhysicsScore,EA_Exit_SpeedSlope,EA_Exit_AccelerationSlope,EA_Exit_MomentumSlope,EA_Exit_ConfluenceSlope,EA_Exit_JerkSlope,EA_Exit_Zone,EA_Exit_Regime,EA_Exit_Spread,EA_Profit,EA_ProfitPercent,EA_Pips,EA_HoldTimeBars,EA_HoldTimeMinutes,EA_RiskPercent,EA_RRatio,EA_MFE,EA_MAE,EA_MFE_Percent,EA_MAE_Percent,EA_MFE_Pips,EA_MAE_Pips,EA_MFE_TimeBars,EA_MAE_TimeBars,EA_MFEUtilization,EA_MAEImpact,EA_ExcursionEfficiency,EA_RunUp_Price,EA_RunUp_Pips,EA_RunUp_Percent,EA_RunUp_TimeBars,EA_RunDown_Price,EA_RunDown_Pips,EA_RunDown_Percent,EA_RunDown_TimeBars,EA_ExitQualityClass,EA_EarlyExitOpportunityCost,EA_PhysicsScoreDecay,EA_SpeedDecay,EA_SpeedSlopeDecay,EA_ConfluenceDecay,EA_ZoneTransitioned,Signal_Entry_Matched,Signal_Entry_Timestamp,Signal_Entry_TimeDelta,Signal_Entry_Quality,Signal_Entry_Confluence,Signal_Entry_Speed,Signal_Entry_Acceleration,Signal_Entry_Momentum,Signal_Entry_Entropy,Signal_Entry_Jerk,Signal_Entry_PhysicsScore,Signal_Entry_SpeedSlope,Signal_Entry_AccelerationSlope,Signal_Entry_MomentumSlope,Signal_Entry_ConfluenceSlope,Signal_Entry_JerkSlope,Signal_Entry_Zone,Signal_Entry_Regime,Signal_Entry_PhysicsPass,Signal_Entry_RejectReason,Signal_Exit_Matched,Signal_Exit_Timestamp,Signal_Exit_TimeDelta,Signal_Exit_Quality,Signal_Exit_Confluence,Signal_Exit_Speed,Signal_Exit_Acceleration,Signal_Exit_Momentum,Signal_Exit_Entropy,Signal_Exit_Jerk,Signal_Exit_PhysicsScore,Signal_Exit_SpeedSlope,Signal_Exit_AccelerationSlope,Signal_Exit_MomentumSlope,Signal_Exit_ConfluenceSlope,Signal_Exit_JerkSlope,Signal_Exit_Zone,Signal_Exit_Regime,Signal_Exit_PhysicsPass,Signal_Exit_RejectReason,DataQuality,ProcessingTimestamp,SourceFiles
2,MT5_Backtest,2,2025.01.02 11:10:00,2025-01-02,11:10:00,Thursday,January,2025-01-02,03:10:00,Thursday,January,15-013,30-007,1h-004,2h-002,3h-002,4h-001,After Hours,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,buy,in,1.24,21,500,-25.17,474.83,3,3,2025-01-02,03:39:03,Thursday,January,15-015,30-008,1h-004,2h-002,3h-002,4h-001,After Hours,sell,out,21,0,0,Loss,Long,29,-5.034000000000001,-1.06,21191.8,21226.1,83.67,100,1011.69,5176.41,2849.08,0,112.18,99.18,1097.59,-2892.26,338.22,0,-1009.57,BULL,HIGH,0,SL,0,0,35.5,2229.4,4234.31,0,574.89,91.78,1084.37,2913.12,34.07,0,885.08,UNKNOWN,UNKNOWN,0,-25.17,-5.3,-20.3,6,29,5,-1.06,21226.1,21191.8,0.16,-0.18,16,-18.3,2,6,-0.12,0,0.5,21310.1,120.3,0.57,33,21181.3,-8.5,-0.04,8,Late,0,7.4,2947,13.23,100,1,1,2025.01.02 11:10,0,83.67,100,5176.41,2849.08,1011.69,0,112.18,99.18,1097.59,-2892.26,338.22,0,-1009.57,BULL,HIGH,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.709Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
4,MT5_Backtest,4,2025.01.02 16:40:00,2025-01-02,16:40:00,Thursday,January,2025-01-02,08:40:00,Thursday,January,15-035,30-018,1h-009,2h-005,3h-003,4h-003,Opening Bell,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,sell,in,1.17,21,474.83,-22.23,452.6,5,5,2025-01-02,08:40:31,Thursday,January,15-035,30-018,1h-009,2h-005,3h-003,4h-003,Opening Bell,buy,out,21,0,0,Loss,Short,0,-4.681675547037887,-0.98,21021.1,20991.6,86.33,80,-1205.4,-38310.47,-11731.51,0,-1287.83,16.32,-8936.37,-8976.7,-302.33,0,-2228.88,BEAR,HIGH,0,SL,0,0,-377.01,-1956.6,881.86,0,-396.21,36.85,-356.18,-315.16,-100.14,0,282.62,UNKNOWN,UNKNOWN,0,-22.23,-4.91,-19,1,0,5,-0.98,20991.6,21021.1,0.14,-0.15,14.5,-15,1,1,-0.11,0,0.5,20808,217.1,-1.03,39,21265.4,-240.3,1.14,6,Late,0,-20.53,-36353.87,-8580.18,80,1,1,2025.01.02 16:40,0,86.33,80,-38738.04,-12389.31,-1201.53,0,-1475.77,16.32,-8936.37,-8976.7,-302.33,0,-2228.88,BEAR,HIGH,,PASS,1,2025.01.02 16:40,0.5166666666666667,86.33,80,-38738.04,-12389.31,-1201.53,0,-1475.77,16.32,-8936.37,-8976.7,-302.33,0,-2228.88,BEAR,HIGH,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.710Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
6,MT5_Backtest,6,2025.01.02 17:00:00,2025-01-02,17:00:00,Thursday,January,2025-01-02,09:00:00,Thursday,January,15-037,30-019,1h-010,2h-005,3h-004,4h-003,Opening Bell,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,buy,in,1.12,21,452.6,-24.08,428.52,7,7,2025-01-02,09:00:22,Thursday,January,15-037,30-019,1h-010,2h-005,3h-004,4h-003,Opening Bell,sell,out,21,0,0,Loss,Long,0,-5.320371188687583,-1.12,21200.3,21237.1,86.33,100,1013.18,17742.23,18813.38,0,1901.89,99.32,17717.78,11073.75,626.48,0,1438.86,BULL,HIGH,0,SL,0,0,585.99,3733.1,5288.83,0,992.73,94.72,1751.46,3422.34,205.08,0,1164.08,UNKNOWN,UNKNOWN,0,-24.08,-5.62,-21.5,1,0,5,-1.12,21237.1,21200.3,0.18,-0.19,17.5,-19.3,1,1,-0.11,0,0.5,21265.4,67.3,0.32,2,20808,-390.1,-1.84,35,Late,0,4.6,14009.13,15966.32,100,1,1,2025.01.02 17:00,0,86.33,100,17742.23,18813.38,1013.18,0,1901.89,99.32,17717.78,11073.75,626.48,0,1438.86,BULL,HIGH,,PASS,1,2025.01.02 17:00,0.36666666666666664,86.33,100,17742.23,18813.38,1013.18,0,1901.89,99.32,17717.78,11073.75,626.48,0,1438.86,BULL,HIGH,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.711Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
8,MT5_Backtest,8,2025.01.02 17:30:00,2025-01-02,17:30:00,Thursday,January,2025-01-02,09:30:00,Thursday,January,15-039,30-020,1h-010,2h-005,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,sell,in,1.07,21,428.52,-24.61,403.91,9,9,2025-01-02,09:51:29,Thursday,January,15-040,30-020,1h-010,2h-005,3h-004,4h-003,Floor Session,buy,out,21,0,0,Loss,Short,21,-5.743022496032857,-1.22,21125.6,21035.3,83.67,80,-1574.46,-15928.95,-11121.98,0,-1255.33,16.18,-10752.3,-1068.32,-871.31,0,1355.07,BEAR,HIGH,0,SL,0,0,908.26,6724.86,2388.74,0,680.48,98.92,548.1,3558.29,70.31,0,1213.75,UNKNOWN,UNKNOWN,0,-24.61,-6.09,-23,5,21,5,-1.22,21035.3,21125.6,0.72,-0.18,72.3,-18,3,5,-0.12,0,0.5,20808,322.6,-1.53,25,21177.8,-47.2,0.22,13,Late,0,-82.73,-22653.81,-11300.4,80,1,1,2025.01.02 17:30,0,83.67,80,-15928.95,-11121.98,-1574.46,0,-1255.33,16.18,-10752.3,-1068.32,-871.31,0,1355.07,BEAR,HIGH,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.711Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
10,MT5_Backtest,10,2025.01.03 16:45:00,2025-01-03,16:45:00,Friday,January,2025-01-03,08:45:00,Friday,January,15-036,30-018,1h-009,2h-005,3h-003,4h-003,Opening Bell,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,buy,in,1,21,403.91,-21.2,382.71,11,11,2025-01-03,08:47:02,Friday,January,15-036,30-018,1h-009,2h-005,3h-003,4h-003,Opening Bell,sell,out,21,0,0,Loss,Long,2,-5.248694015993662,-1.11,21227,21254.2,86.33,100,1007.44,39279.39,7516.76,0,-450.98,84.32,8531.46,1980.59,252.75,0,49.97,BULL,HIGH,0,SL,0,0,277.74,12211.26,-977.32,0,-750.93,53.45,803.48,-2870.11,-80.58,0,-971.18,UNKNOWN,UNKNOWN,0,-21.2,-5.54,-21.2,1,2,5,-1.11,21254.2,21227,0.08,-0.2,7.5,-19.7,1,1,-0.1,0,0.5,21350.2,124.7,0.59,49,21082.8,-142.7,-0.67,8,Late,0,30.87,27068.12,7727.98,100,1,1,2025.01.03 16:45,0,86.33,100,39279.39,7516.76,1007.44,0,-450.98,84.32,8531.46,1980.59,252.75,0,49.97,BULL,HIGH,,PASS,1,2025.01.03 16:45,2.033333333333333,86.33,100,39279.39,7516.76,1007.44,0,-450.98,84.32,8531.46,1980.59,252.75,0,49.97,BULL,HIGH,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.713Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
12,MT5_Backtest,12,2025.01.07 19:30:00,2025-01-07,19:30:00,Tuesday,January,2025-01-07,11:30:00,Tuesday,January,15-047,30-024,1h-012,2h-006,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,sell,in,0.95,21,382.71,-19.48,363.23,13,13,2025-01-07,11:31:49,Tuesday,January,15-047,30-024,1h-012,2h-006,3h-004,4h-003,Floor Session,buy,out,21,0,0,Loss,Short,1,-5.090015938961616,-1.07,21284.8,21262.8,81,80,-1029.45,-6426.95,-2626.4,0,-1056.19,16.05,144.31,-3586.01,88.24,0,-1248.11,BEAR,NORMAL,0,SL,0,0,202.38,2024,-2500.4,0,-520.12,52.92,-1701.66,-1826.11,-179.46,0,-156.22,UNKNOWN,UNKNOWN,0,-19.48,-5.36,-20.5,1,1,5,-1.07,21262.8,21284.8,0.02,-0.2,2.2,-19.8,1,1,-0.09,0,0.5,21117.1,168.4,-0.79,38,21351.3,-65.8,0.31,12,Late,0,-36.87,-8450.95,1845.97,80,1,1,2025.01.07 19:30,0,81,80,-6426.95,-2626.4,-1029.45,0,-1056.19,16.05,144.31,-3586.01,88.24,0,-1248.11,BEAR,NORMAL,,PASS,1,2025.01.07 19:30,1.8166666666666667,81,80,-6426.95,-2626.4,-1029.45,0,-1056.19,16.05,144.31,-3586.01,88.24,0,-1248.11,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.713Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
14,MT5_Backtest,14,2025.01.08 15:25:00,2025-01-08,15:25:00,Wednesday,January,2025-01-08,07:25:00,Wednesday,January,15-030,30-015,1h-008,2h-004,3h-003,4h-002,After Hours,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,buy,in,0.9,21,363.23,-18,345.23,15,15,2025-01-08,07:29:55,Wednesday,January,15-030,30-015,1h-008,2h-004,3h-003,4h-002,After Hours,sell,out,21,0,0,Loss,Long,4,-4.955537813506593,-1.04,21185.5,21223.3,86.33,100,1739.47,12406.78,3376.36,0,-2.06,91.66,1944.9,-1473.93,251.65,0,-455.97,BULL,HIGH,0,SL,0,0,-971.37,-28255.99,-2027.46,0,1472.65,31.72,-4631.7,1929.65,-157.64,0,832.27,UNKNOWN,UNKNOWN,0,-18,-5.21,-20,1,4,5,-1.04,21223.3,21185.5,0.19,-0.19,19,-18.8,1,1,-0.08,0,0.5,21254.4,70.1,0.33,40,21012.9,-171.4,-0.81,49,Late,0,59.95,40662.77,6576.6,100,1,1,2025.01.08 15:25,0,86.33,100,12406.78,3376.36,1739.47,0,-2.06,91.66,1944.9,-1473.93,251.65,0,-455.97,BULL,HIGH,,PASS,1,2025.01.08 15:25,4.916666666666667,86.33,100,12406.78,3376.36,1739.47,0,-2.06,91.66,1944.9,-1473.93,251.65,0,-455.97,BULL,HIGH,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.714Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
16,MT5_Backtest,16,2025.01.08 18:45:00,2025-01-08,18:45:00,Wednesday,January,2025-01-08,10:45:00,Wednesday,January,15-044,30-022,1h-011,2h-006,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,buy,in,0.86,21,345.23,-17.2,328.03,17,17,2025-01-08,10:50:01,Wednesday,January,15-044,30-022,1h-011,2h-006,3h-004,4h-003,Floor Session,sell,out,21,0,0,Loss,Long,5,-4.9821857891840216,-1.05,21229.5,21249.3,86.33,100,1310.21,12171.08,5289.67,0,914.82,99.32,2342.15,701.92,82.91,0,18.77,BULL,NORMAL,0,SL,0,0,214.98,3980.81,5092.26,0,1214.06,98.52,-498.93,1456.82,-240.85,0,668.82,UNKNOWN,UNKNOWN,0,-17.2,-5.24,-20,2,5,5,-1.05,21249.3,21229.5,0.01,-0.19,1.3,-18.5,1,1,-0.08,0,0.5,21266.1,38.1,0.18,32,21002.5,-225.5,-1.06,9,Late,0,0.8,8190.27,2841.08,100,1,1,2025.01.08 18:45,0,86.33,100,12171.08,5289.67,1310.21,0,914.82,99.32,2342.15,701.92,82.91,0,18.77,BULL,NORMAL,,PASS,1,2025.01.08 18:45,5.016666666666667,86.33,100,12171.08,5289.67,1310.21,0,914.82,99.32,2342.15,701.92,82.91,0,18.77,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.715Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
18,MT5_Backtest,18,2025.01.10 15:35:00,2025-01-10,15:35:00,Friday,January,2025-01-10,07:35:00,Friday,January,15-031,30-016,1h-008,2h-004,3h-003,4h-002,News,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,sell,in,0.82,20,328.03,-21.32,306.71,19,19,2025-01-10,07:35:29,Friday,January,15-031,30-016,1h-008,2h-004,3h-003,4h-002,News,buy,out,20,0,0,Loss,Short,0,-6.499405542176021,-1.39,20928,20888,86.33,80,-1130.48,-38682.15,-21934.57,0,-3388.99,16.32,-10340.97,-12016.16,-312.41,0,-3264.27,BEAR,HIGH,0,SL,0,0,810.45,13099.98,4998.21,0,248.32,98.52,4069.86,195.75,496.82,0,-321.23,UNKNOWN,UNKNOWN,0,-21.32,-6.95,-26,1,0,5,-1.39,20888,20928,0.18,-0.23,17.5,-22.5,1,1,-0.1,0,0.5,20718.9,212.6,-1.02,20,21036.6,-105.1,0.5,12,Late,0,-82.2,-51782.13,-14410.83,80,1,1,2025.01.10 15:35,0,86.33,80,-38372.97,-21458.91,-1126.61,0,-3253.08,16.32,-10340.97,-12016.16,-312.41,0,-3264.27,BEAR,HIGH,,PASS,1,2025.01.10 15:35,0.48333333333333334,86.33,80,-38372.97,-21458.91,-1126.61,0,-3253.08,16.32,-10340.97,-12016.16,-312.41,0,-3264.27,BEAR,HIGH,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.716Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
20,MT5_Backtest,20,2025.01.10 17:10:00,2025-01-10,17:10:00,Friday,January,2025-01-10,09:10:00,Friday,January,15-037,30-019,1h-010,2h-005,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.1_SLOPE,,MT5,NAS100,M1,sell,in,0.76,20,306.71,-15.2,291.51,21,21,2025-01-10,09:10:04,Friday,January,15-037,30-019,1h-010,2h-005,3h-004,4h-003,Floor Session,buy,out,20,0,0,Loss,Short,0,-4.9558214600110855,-1.04,20760.9,20741.9,86.33,80,-2946.83,-28051.81,-3765.13,0,266.56,31.32,-4537.27,-3276.45,-573.42,0,-976.77,BEAR,HIGH,0,SL,0,0,-475.91,-12015.46,-10342.93,0,-1154.61,16.18,-6075.19,-7757.81,-153.63,0,-2187.19,UNKNOWN,UNKNOWN,0,-15.2,-5.21,-20,1,0,5,-1.04,20741.9,20760.9,0,-0.19,0,-19,0,1,-0.07,0,0.5,20718.9,43,-0.21,1,21015.9,-254,1.22,46,Late,0,15.13,-16036.35,1537.92,80,1,1,2025.01.10 17:10,0,86.33,80,-28051.81,-3765.13,-2946.83,0,266.56,31.32,-4537.27,-3276.45,-573.42,0,-976.77,BEAR,HIGH,,PASS,1,2025.01.10 17:10,0.06666666666666667,86.33,80,-28051.81,-3765.13,-2946.83,0,266.56,31.32,-4537.27,-3276.45,-573.42,0,-976.77,BEAR,HIGH,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-23T17:00:25.717Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
