IN_Deal,Report_Source,IN_Trade_ID,IN_MT_MASTER_DATE_TIME,IN_MT_Date,IN_MT_Time,IN_MT_Day,IN_MT_Month,IN_CST_Date_OP_01,IN_CST_Time_OP_01,IN_CST_Day_OP_01,IN_CST_Month_OP_01,IN_Segment_15M_OP_01,IN_Segment_30M_OP_01,IN_Segment_01H_OP_01,IN_Segment_02H_OP_01,IN_Segment_03H_OP_01,IN_Segment_04H_OP_01,IN_Session_Name_OP_02,Strategy_ID_OP_03,Strategy_Version_ID_OP_03,Optimization_ID_OP_03,Report_Broker_OP_03,Symbol_OP_03,Chart_TF_OP_01,IN_Order_Type_OP_01,IN_Order_Direction,Volume_OP_03,IN_Symbol_Price_OP_03,IN_Balance_OP_01,OUT_Profit_OP_01,OUT_Balance_OP_01,OUT_Trade_ID,OUT_Deal,OUT_CST_Date_OP_03,OUT_CST_Time_OP_03,OUT_CST_Day_OP_03,OUT_CST_Month_OP_03,OUT_Segment_15M_OP_03,OUT_Segment_30M_OP_03,OUT_Segment_01H_OP_03,OUT_Segment_02H_OP_03,OUT_Segment_03H_OP_03,OUT_Segment_04H_OP_03,OUT_Session_Name_OP_03,OUT_Order_Type,OUT_Order_Direction,OUT_Symbol_Price_OP_01,OUT_Commission,OUT_Swap,Trade_Result,Trade_Direction,Trade_Duration_Minutes,Trade_ROI_Percentage,Trade_Risk_Reward_Ratio,Trade_MAE,Trade_MFE,EA_Entry_Quality,EA_Entry_Confluence,EA_Entry_Momentum,EA_Entry_Speed,EA_Entry_Acceleration,EA_Entry_Entropy,EA_Entry_Jerk,EA_Entry_PhysicsScore,EA_Entry_SpeedSlope,EA_Entry_AccelerationSlope,EA_Entry_MomentumSlope,EA_Entry_ConfluenceSlope,EA_Entry_JerkSlope,EA_Entry_Zone,EA_Entry_Regime,EA_Entry_Spread,EA_ExitReason,EA_Exit_Quality,EA_Exit_Confluence,EA_Exit_Momentum,EA_Exit_Speed,EA_Exit_Acceleration,EA_Exit_Entropy,EA_Exit_Jerk,EA_Exit_PhysicsScore,EA_Exit_SpeedSlope,EA_Exit_AccelerationSlope,EA_Exit_MomentumSlope,EA_Exit_ConfluenceSlope,EA_Exit_JerkSlope,EA_Exit_Zone,EA_Exit_Regime,EA_Exit_Spread,EA_Profit,EA_ProfitPercent,EA_Pips,EA_HoldTimeBars,EA_HoldTimeMinutes,EA_RiskPercent,EA_RRatio,EA_MFE,EA_MAE,EA_MFE_Percent,EA_MAE_Percent,EA_MFE_Pips,EA_MAE_Pips,EA_MFE_TimeBars,EA_MAE_TimeBars,EA_MFEUtilization,EA_MAEImpact,EA_ExcursionEfficiency,EA_RunUp_Price,EA_RunUp_Pips,EA_RunUp_Percent,EA_RunUp_TimeBars,EA_RunDown_Price,EA_RunDown_Pips,EA_RunDown_Percent,EA_RunDown_TimeBars,EA_ExitQualityClass,EA_EarlyExitOpportunityCost,EA_PhysicsScoreDecay,EA_SpeedDecay,EA_SpeedSlopeDecay,EA_ConfluenceDecay,EA_ZoneTransitioned,Signal_Entry_Matched,Signal_Entry_Timestamp,Signal_Entry_TimeDelta,Signal_Entry_Quality,Signal_Entry_Confluence,Signal_Entry_Speed,Signal_Entry_Acceleration,Signal_Entry_Momentum,Signal_Entry_Entropy,Signal_Entry_Jerk,Signal_Entry_PhysicsScore,Signal_Entry_SpeedSlope,Signal_Entry_AccelerationSlope,Signal_Entry_MomentumSlope,Signal_Entry_ConfluenceSlope,Signal_Entry_JerkSlope,Signal_Entry_Zone,Signal_Entry_Regime,Signal_Entry_PhysicsPass,Signal_Entry_RejectReason,Signal_Exit_Matched,Signal_Exit_Timestamp,Signal_Exit_TimeDelta,Signal_Exit_Quality,Signal_Exit_Confluence,Signal_Exit_Speed,Signal_Exit_Acceleration,Signal_Exit_Momentum,Signal_Exit_Entropy,Signal_Exit_Jerk,Signal_Exit_PhysicsScore,Signal_Exit_SpeedSlope,Signal_Exit_AccelerationSlope,Signal_Exit_MomentumSlope,Signal_Exit_ConfluenceSlope,Signal_Exit_JerkSlope,Signal_Exit_Zone,Signal_Exit_Regime,Signal_Exit_PhysicsPass,Signal_Exit_RejectReason,DataQuality,ProcessingTimestamp,SourceFiles
268,MT5_Backtest,268,2025.11.18 10:55:00,2025-11-18,10:55:00,Tuesday,November,2025-11-18,02:55:00,Tuesday,November,15-012,30-006,1h-003,2h-002,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,buy,in,0.03,24,5.2,-0.35,4.85,269,269,2025-11-18,03:01:00,Tuesday,November,15-013,30-007,1h-004,2h-002,3h-002,4h-001,After Hours,sell,out,24,0,0,Loss,Long,6,-6.730769230769231,-0.24,24741.6,24770.3,81,80,53.53,200.96,3036.16,0,238.99,93.26,3988.84,4734.7,35.13,0,1263.97,AVOID,NORMAL,0,MANUAL,0,0,82.33,816.58,-1808.68,0,-459.65,51.46,-1768.9,-128.19,-45.8,0,425.7,UNKNOWN,UNKNOWN,0,-0.35,-7.22,-11.5,7,6,30,-0.24,24770.3,24741.6,0.14,-0.14,14.5,-14.2,6,6,0,0,0.5,24809.3,65,0.26,19,24717.8,-26.5,-0.11,41,Late,0,41.81,-615.62,5757.74,80,1,1,2025.11.18 10:55,0,81,80,200.96,3036.16,53.53,0,238.99,93.26,3988.84,4734.7,35.13,0,1263.97,AVOID,NORMAL,,PASS,1,2025.11.18 10:55,6,81,80,200.96,3036.16,53.53,0,238.99,93.26,3988.84,4734.7,35.13,0,1263.97,AVOID,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-22T23:52:51.541Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
270,MT5_Backtest,270,2025.11.18 11:01:00,2025-11-18,11:01:00,Tuesday,November,2025-11-18,03:01:00,Tuesday,November,15-013,30-007,1h-004,2h-002,3h-002,4h-001,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.03,24,4.85,-1.22,3.63,271,271,2025-11-18,03:15:18,Tuesday,November,15-014,30-007,1h-004,2h-002,3h-002,4h-001,After Hours,buy,out,24,0,0,Loss,Short,14,-25.15463917525773,-1.12,24785,24735,83.67,80,-152.77,-1178.11,-1415.76,0,-183.5,16.18,-3062,-3330.7,-171.77,0,-702.32,BEAR,NORMAL,0,SL,0,0,-175.61,-2816.3,-3524.21,0,-399.41,15.65,-2735.13,-1608.99,-17.21,0,-355.19,UNKNOWN,UNKNOWN,0,-1.22,-33.61,-40.5,15,14,30,-1.12,24735,24785,0.11,-0.39,10.8,-39.2,1,14,0,0,0.5,24717.8,68.5,-0.28,27,24809.3,-23,0.09,5,Late,0,0.53,1638.2,-326.87,80,1,1,2025.11.18 11:01,0,83.67,80,-1392.72,-1745.93,-152.02,0,-277.84,16.18,-3062,-3330.7,-171.77,0,-702.32,BEAR,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-22T23:52:51.542Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
272,MT5_Backtest,272,2025.11.18 11:16:00,2025-11-18,11:16:00,Tuesday,November,2025-11-18,03:16:00,Tuesday,November,15-014,30-007,1h-004,2h-002,3h-002,4h-001,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,buy,in,0.02,24,3.63,-0.53,3.1,273,273,2025-11-18,03:21:00,Tuesday,November,15-014,30-007,1h-004,2h-002,3h-002,4h-001,After Hours,sell,out,24,0,0,Loss,Long,5,-14.600550964187327,-0.57,24767.3,24809.3,81,100,402.19,10711.01,2847.74,0,158.6,99.05,1361.41,-2491.37,27.91,0,-964.84,AVOID,NORMAL,0,MANUAL,0,0,-312.02,-9402.82,-1616.67,0,339.89,30.52,-3384.87,-2152.79,-61.04,0,-413.34,UNKNOWN,UNKNOWN,0,-0.53,-17.1,-26.7,6,5,30,-0.57,24809.3,24767.3,0.14,-0.28,14.3,-27.7,4,5,0,0,0.5,24800.1,31.8,0.13,37,24717.8,-50.5,-0.2,21,Late,0,68.53,20113.83,4746.28,100,1,1,2025.11.18 11:16,0,81,100,10711.01,2847.74,402.19,0,158.6,99.05,1361.41,-2491.37,27.91,0,-964.84,AVOID,NORMAL,,PASS,1,2025.11.18 11:16,5,81,100,10711.01,2847.74,402.19,0,158.6,99.05,1361.41,-2491.37,27.91,0,-964.84,AVOID,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-22T23:52:51.542Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
274,MT5_Backtest,274,2025.11.18 11:21:00,2025-11-18,11:21:00,Tuesday,November,2025-11-18,03:21:00,Tuesday,November,15-014,30-007,1h-004,2h-002,3h-002,4h-001,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.02,24,3.1,0.32,3.42,275,275,2025-11-18,03:23:03,Tuesday,November,15-014,30-007,1h-004,2h-002,3h-002,4h-001,After Hours,buy,out,24,0,0,Win,Short,2,10.32258064516129,0.31,24772.3,24754.3,83.67,60,-4.34,-1902.57,-8621.18,0,-1642.92,18.92,-6750.99,-5817.94,-78.45,0,-1124.74,AVOID,NORMAL,0,TP,0,0,-160.71,-6022.25,2632.81,0,1061.63,55.52,-613.55,2855.9,-24.51,0,929.52,UNKNOWN,UNKNOWN,0,0.32,9.36,15.8,3,2,30,0.31,24754.3,24772.3,0.14,-0.04,14,-4,3,1,0,7741343.75,0.5,24717.8,34.7,-0.14,19,24800.1,-47.6,0.19,35,Early,18.9,-36.59,4119.69,-6137.44,60,1,1,2025.11.18 11:21,0,83.67,60,-1902.57,-8621.18,-4.34,0,-1642.92,18.92,-6750.99,-5817.94,-78.45,0,-1124.74,AVOID,NORMAL,,PASS,1,2025.11.18 11:21,2.05,83.67,60,-1902.57,-8621.18,-4.34,0,-1642.92,18.92,-6750.99,-5817.94,-78.45,0,-1124.74,AVOID,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.542Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
276,MT5_Backtest,276,2025.11.18 12:22:02,2025-11-18,12:22:02,Tuesday,November,2025-11-18,04:22:02,Tuesday,November,15-018,30-009,1h-005,2h-003,3h-002,4h-002,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.02,24,3.42,0.3,3.72,277,277,2025-11-18,05:14:22,Tuesday,November,15-021,30-011,1h-006,2h-003,3h-002,4h-002,After Hours,buy,out,24,0,0,Win,Short,52,8.771929824561402,0.27,24791.3,24737.8,81,60,-14.87,-1481.29,-4355.08,0,-1411.1,18.16,-2056.52,-3374.42,-54.51,0,-750.15,BEAR,NORMAL,0,TP,0,0,-214.44,-11948.03,-7949.47,0,-1100.51,16.45,-3503.03,-796.86,-196.82,0,242.72,UNKNOWN,UNKNOWN,0,0.3,8.06,15.1,53,52,30,0.27,24737.8,24791.3,0.15,-0.39,14.8,-38.7,53,35,0,8263766.67,0.5,24696.1,41.4,-0.17,49,24766.6,-29.1,0.12,11,Early,26.3,1.71,10466.73,1446.51,60,1,1,2025.11.18 12:22,0.03333333333333333,81,60,-1481.29,-4355.08,-14.87,0,-1411.1,18.16,-2056.52,-3374.42,-54.51,0,-750.15,BEAR,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.542Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
278,MT5_Backtest,278,2025.11.18 13:15:00,2025-11-18,13:15:00,Tuesday,November,2025-11-18,05:15:00,Tuesday,November,15-022,30-011,1h-006,2h-003,3h-002,4h-002,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.02,24,3.72,0.32,4.04,279,279,2025-11-18,05:35:44,Tuesday,November,15-023,30-012,1h-006,2h-003,3h-002,4h-002,After Hours,buy,out,24,0,0,Win,Short,20,8.602150537634408,0.26,24770.5,24727.3,81,80,-159.4,-6199.18,-1668.19,0,-591.73,16.05,1270.07,146.67,13.82,0,-189.51,BEAR,NORMAL,0,TP,0,0,113.95,624.03,-5083.32,0,-1120.65,52.92,-2430.57,-3316.55,-75.4,0,-584.17,UNKNOWN,UNKNOWN,0,0.32,7.92,16.1,21,20,30,0.26,24727.3,24770.5,0.15,-0.28,14.8,-28.4,21,10,0,7740781.25,0.5,24653.6,72.4,-0.29,38,24753.6,-27.6,0.11,25,Early,56.3,-36.87,-6823.22,3700.63,80,1,1,2025.11.18 13:15,0,81,80,-6199.18,-1668.19,-159.4,0,-591.73,16.05,1270.07,146.67,13.82,0,-189.51,BEAR,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.543Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
280,MT5_Backtest,280,2025.11.18 13:46:01,2025-11-18,13:46:01,Tuesday,November,2025-11-18,05:46:01,Tuesday,November,15-024,30-012,1h-006,2h-003,3h-002,4h-002,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.03,24,4.04,-0.6,3.44,281,281,2025-11-18,05:48:00,Tuesday,November,15-024,30-012,1h-006,2h-003,3h-002,4h-002,After Hours,buy,out,24,0,0,Loss,Short,1,-14.85148514851485,-0.58,24746.8,24717.8,81,60,-1.29,-2087.17,-3499.65,0,-1089.99,18.97,-2996.33,-5920.66,-64.17,0,-1580.25,BEAR,NORMAL,0,MANUAL,0,0,321.89,5023.85,2748.91,0,309.47,99.05,320.18,-283.82,88.87,0,-57.03,UNKNOWN,UNKNOWN,0,-0.6,-17.44,-20,3,1,30,-0.58,24717.8,24746.8,0.03,-0.27,2.5,-26.5,1,2,0,0,0.5,24653.6,86.7,-0.35,25,24753.6,-13.3,0.05,12,Late,0,-80.08,-7111.02,-3316.52,60,1,1,2025.11.18 13:46,0.016666666666666666,81,60,-2087.17,-3499.65,-1.29,0,-1089.99,18.97,-2996.33,-5920.66,-64.17,0,-1580.25,BEAR,NORMAL,,PASS,1,2025.11.18 13:46,2,81,60,-2087.17,-3499.65,-1.29,0,-1089.99,18.97,-2996.33,-5920.66,-64.17,0,-1580.25,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-22T23:52:51.543Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
282,MT5_Backtest,282,2025.11.18 13:48:00,2025-11-18,13:48:00,Tuesday,November,2025-11-18,05:48:00,Tuesday,November,15-024,30-012,1h-006,2h-003,3h-002,4h-002,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,buy,in,0.02,24,3.44,-0.31,3.13,283,283,2025-11-18,06:02:00,Tuesday,November,15-025,30-013,1h-007,2h-004,3h-003,4h-002,After Hours,sell,out,24,0,0,Loss,Long,14,-9.011627906976745,-0.33,24715.8,24753.6,81,100,195.27,2131.04,2686.12,0,650.2,99.05,1493.39,4291.26,123.13,0,1414.57,BULL,NORMAL,0,MANUAL,0,0,-385.77,-7355.36,-2502.87,0,-476.92,16.05,-676.16,-257.87,-85.95,0,20.54,UNKNOWN,UNKNOWN,0,-0.31,-9.9,-15.7,15,14,30,-0.33,24753.6,24715.8,0.13,-0.25,13.3,-24.5,12,6,0,0,0.5,24725.1,0.5,0,1,24642.6,-82,-0.33,44,Late,0,83,9486.4,2169.55,100,1,1,2025.11.18 13:48,0,81,100,2131.04,2686.12,195.27,0,650.2,99.05,1493.39,4291.26,123.13,0,1414.57,BULL,NORMAL,,PASS,1,2025.11.18 14:00,2,91.67,100,6183.77,322.41,316.48,0,-242.14,84.58,82.14,-156.65,15.51,0,104.3,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-22T23:52:51.543Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
284,MT5_Backtest,284,2025.11.18 14:02:00,2025-11-18,14:02:00,Tuesday,November,2025-11-18,06:02:00,Tuesday,November,15-025,30-013,1h-007,2h-004,3h-003,4h-002,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.02,24,3.13,0.32,3.45,285,285,2025-11-18,06:02:38,Tuesday,November,15-025,30-013,1h-007,2h-004,3h-003,4h-002,After Hours,buy,out,24,0,0,Win,Short,0,10.223642172523963,0.31,24729,24710,89,80,-113.28,-3357.34,-4374.54,0,-712.69,16.45,-3503.03,-796.86,-196.82,0,242.72,BEAR,NORMAL,0,TP,0,0,-385.77,-7355.36,-2502.87,0,-476.92,16.05,-676.16,-257.87,-85.95,0,20.54,UNKNOWN,UNKNOWN,0,0.32,9.28,15.8,1,0,30,0.31,24710,24729,0.15,-0.04,14.6,-4.4,1,1,0,7727812.5,0.5,24642.6,66.2,-0.27,44,24715.6,-6.8,0.03,19,Early,50.4,0.4,3998.01,-2826.87,80,1,1,2025.11.18 14:02,0,89,80,-3357.34,-4374.54,-113.28,0,-712.69,16.45,-3503.03,-796.86,-196.82,0,242.72,BEAR,NORMAL,,PASS,1,2025.11.18 14:02,0.6333333333333333,89,80,-3357.34,-4374.54,-113.28,0,-712.69,16.45,-3503.03,-796.86,-196.82,0,242.72,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.543Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
286,MT5_Backtest,286,2025.11.18 14:25:00,2025-11-18,14:25:00,Tuesday,November,2025-11-18,06:25:00,Tuesday,November,15-026,30-013,1h-007,2h-004,3h-003,4h-002,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.02,24,3.45,0.3,3.75,287,287,2025-11-18,06:29:12,Tuesday,November,15-026,30-013,1h-007,2h-004,3h-003,4h-002,After Hours,buy,out,24,0,0,Win,Short,4,8.695652173913043,0.27,24701.8,24677.5,81,60,-68.41,-2197.54,-3919.82,0,-433.67,14.95,-3577.85,811.68,-34.4,0,821.06,BEAR,NORMAL,0,TP,0,0,137.31,2322.99,-778.87,0,-93.39,52.75,-805.13,-2501.51,-105.38,0,-858.6,UNKNOWN,UNKNOWN,0,0.3,8,15,5,4,30,0.27,24677.5,24701.8,0.14,-0.1,14.3,-10,5,3,0,8233933.33,0.5,24611.3,65.5,-0.27,30,24721.9,-45.1,0.18,47,Early,50.5,-37.8,-4520.54,-2772.72,60,1,1,2025.11.18 14:25,0,81,60,-2197.54,-3919.82,-68.41,0,-433.67,14.95,-3577.85,811.68,-34.4,0,821.06,BEAR,NORMAL,,PASS,1,2025.11.18 14:25,4.2,81,60,-2197.54,-3919.82,-68.41,0,-433.67,14.95,-3577.85,811.68,-34.4,0,821.06,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.544Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
288,MT5_Backtest,288,2025.11.18 14:30:00,2025-11-18,14:30:00,Tuesday,November,2025-11-18,06:30:00,Tuesday,November,15-027,30-014,1h-007,2h-004,3h-003,4h-002,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.02,24,3.75,-0.39,3.36,289,289,2025-11-18,06:32:00,Tuesday,November,15-027,30-014,1h-007,2h-004,3h-003,4h-002,After Hours,buy,out,24,0,0,Loss,Short,2,-10.4,-0.39,24699.8,24674,83.67,80,-274.1,-5410.74,-1705.52,0,-228.5,16.18,997.9,3403.68,84.25,0,970.91,BEAR,NORMAL,0,MANUAL,0,0,-267.49,-7568.98,-1743.2,0,370.71,30.38,-4688.9,-2870.68,-161.3,0,-502.56,UNKNOWN,UNKNOWN,0,-0.39,-11.61,-19.4,3,2,30,-0.39,24674,24699.8,0.02,-0.24,1.6,-24.2,1,2,0,0,0.5,24611.3,83.7,-0.34,27,24721.9,-26.9,0.11,44,Late,0,-14.2,2158.24,5686.8,80,1,1,2025.11.18 14:30,0,83.67,80,-5410.74,-1705.52,-274.1,0,-228.5,16.18,997.9,3403.68,84.25,0,970.91,BEAR,NORMAL,,PASS,1,2025.11.18 14:30,2,83.67,80,-5410.74,-1705.52,-274.1,0,-228.5,16.18,997.9,3403.68,84.25,0,970.91,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-22T23:52:51.544Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
290,MT5_Backtest,290,2025.11.18 14:32:01,2025-11-18,14:32:01,Tuesday,November,2025-11-18,06:32:01,Tuesday,November,15-027,30-014,1h-007,2h-004,3h-003,4h-002,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,buy,in,0.02,24,3.36,0.32,3.68,291,291,2025-11-18,06:39:03,Tuesday,November,15-027,30-014,1h-007,2h-004,3h-003,4h-002,After Hours,sell,out,24,0,0,Win,Long,7,9.523809523809526,0.29,24677.8,24708.6,81,80,56,208.51,4259.04,0,1138.81,93.4,1499.46,1933.28,37.38,0,447.93,BULL,NORMAL,0,TP,0,0,-86.75,-2754.81,132.06,0,-295.49,33.16,88.64,-4671.09,-5.11,0,-1765.1,UNKNOWN,UNKNOWN,0,0.32,8.7,15.8,8,7,30,0.29,24708.6,24677.8,0.15,-0.16,14.8,-16,6,2,0,7711812.5,0.5,24721.9,12.3,0.05,37,24611.3,-98.3,-0.4,20,Early,-3.5,60.24,2963.32,1410.82,80,1,1,2025.11.18 14:32,0.016666666666666666,81,80,386.89,4533.47,55.75,0,1217.21,93.4,1499.46,1933.28,37.38,0,447.93,BULL,NORMAL,,PASS,1,2025.11.18 14:32,7.05,81,80,386.89,4533.47,55.75,0,1217.21,93.4,1499.46,1933.28,37.38,0,447.93,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.546Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
292,MT5_Backtest,292,2025.11.18 14:41:00,2025-11-18,14:41:00,Tuesday,November,2025-11-18,06:41:00,Tuesday,November,15-027,30-014,1h-007,2h-004,3h-003,4h-002,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.02,24,3.68,0.4,4.08,293,293,2025-11-18,06:45:09,Tuesday,November,15-028,30-014,1h-007,2h-004,3h-003,4h-002,After Hours,buy,out,24,0,0,Win,Short,4,10.869565217391305,0.33,24692.5,24672.8,81,60,-14,-755.3,-4609.2,0,-1102.06,18.21,-3369.68,-3838.2,-67.92,0,-826.14,BEAR,NORMAL,0,TP,0,0,243.11,9618.14,-1618.99,0,-1544.07,52.52,4254.04,2272.95,101.8,0,483.17,UNKNOWN,UNKNOWN,0,0.4,9.8,19.8,5,4,30,0.33,24672.8,24692.5,0.14,-0.05,14.5,-5.2,2,1,0,6173125,0.5,24611.3,56.2,-0.23,14,24721.9,-54.4,0.22,31,Early,36.4,-34.31,-10373.45,-7623.72,60,1,1,2025.11.18 14:41,0,81,60,-755.3,-4609.2,-14,0,-1102.06,18.21,-3369.68,-3838.2,-67.92,0,-826.14,BEAR,NORMAL,,PASS,1,2025.11.18 14:41,4.15,81,60,-755.3,-4609.2,-14,0,-1102.06,18.21,-3369.68,-3838.2,-67.92,0,-826.14,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.547Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
294,MT5_Backtest,294,2025.11.18 14:49:00,2025-11-18,14:49:00,Tuesday,November,2025-11-18,06:49:00,Tuesday,November,15-028,30-014,1h-007,2h-004,3h-003,4h-002,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.03,24,4.08,0.45,4.53,295,295,2025-11-18,06:50:32,Tuesday,November,15-028,30-014,1h-007,2h-004,3h-003,4h-002,After Hours,buy,out,24,0,0,Win,Short,1,11.029411764705882,0.33,24676.5,24652.8,81,80,-291.5,-4164.95,-884.59,0,-264.75,16.05,-508.54,-2153.95,-126.22,0,-729.68,BEAR,NORMAL,0,TP,0,0,-117.09,-4361.95,1537.7,0,1199.04,55.38,-4235.7,3695.87,-153,0,1867.61,UNKNOWN,UNKNOWN,0,0.45,9.93,15.1,2,1,30,0.33,24652.8,24676.5,0.14,-0.09,14.3,-9.4,2,1,0,5483666.67,0.5,24611.3,40.7,-0.17,9,24721.9,-69.9,0.28,26,Early,25.6,-39.33,196.99,3727.16,80,1,1,2025.11.18 14:49,0,81,80,-4164.95,-884.59,-291.5,0,-264.75,16.05,-508.54,-2153.95,-126.22,0,-729.68,BEAR,NORMAL,,PASS,1,2025.11.18 14:49,1.5333333333333334,81,80,-4164.95,-884.59,-291.5,0,-264.75,16.05,-508.54,-2153.95,-126.22,0,-729.68,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.547Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
