IN_Deal,Report_Source,IN_Trade_ID,IN_MT_MASTER_DATE_TIME,IN_MT_Date,IN_MT_Time,IN_MT_Day,IN_MT_Month,IN_CST_Date_OP_01,IN_CST_Time_OP_01,IN_CST_Day_OP_01,IN_CST_Month_OP_01,IN_Segment_15M_OP_01,IN_Segment_30M_OP_01,IN_Segment_01H_OP_01,IN_Segment_02H_OP_01,IN_Segment_03H_OP_01,IN_Segment_04H_OP_01,IN_Session_Name_OP_02,Strategy_ID_OP_03,Strategy_Version_ID_OP_03,Optimization_ID_OP_03,Report_Broker_OP_03,Symbol_OP_03,Chart_TF_OP_01,IN_Order_Type_OP_01,IN_Order_Direction,Volume_OP_03,IN_Symbol_Price_OP_03,IN_Balance_OP_01,OUT_Profit_OP_01,OUT_Balance_OP_01,OUT_Trade_ID,OUT_Deal,OUT_CST_Date_OP_03,OUT_CST_Time_OP_03,OUT_CST_Day_OP_03,OUT_CST_Month_OP_03,OUT_Segment_15M_OP_03,OUT_Segment_30M_OP_03,OUT_Segment_01H_OP_03,OUT_Segment_02H_OP_03,OUT_Segment_03H_OP_03,OUT_Segment_04H_OP_03,OUT_Session_Name_OP_03,OUT_Order_Type,OUT_Order_Direction,OUT_Symbol_Price_OP_01,OUT_Commission,OUT_Swap,Trade_Result,Trade_Direction,Trade_Duration_Minutes,Trade_ROI_Percentage,Trade_Risk_Reward_Ratio,Trade_MAE,Trade_MFE,EA_Entry_Quality,EA_Entry_Confluence,EA_Entry_Momentum,EA_Entry_Speed,EA_Entry_Acceleration,EA_Entry_Entropy,EA_Entry_Jerk,EA_Entry_PhysicsScore,EA_Entry_SpeedSlope,EA_Entry_AccelerationSlope,EA_Entry_MomentumSlope,EA_Entry_ConfluenceSlope,EA_Entry_JerkSlope,EA_Entry_Zone,EA_Entry_Regime,EA_Entry_Spread,EA_ExitReason,EA_Exit_Quality,EA_Exit_Confluence,EA_Exit_Momentum,EA_Exit_Speed,EA_Exit_Acceleration,EA_Exit_Entropy,EA_Exit_Jerk,EA_Exit_PhysicsScore,EA_Exit_SpeedSlope,EA_Exit_AccelerationSlope,EA_Exit_MomentumSlope,EA_Exit_ConfluenceSlope,EA_Exit_JerkSlope,EA_Exit_Zone,EA_Exit_Regime,EA_Exit_Spread,EA_Profit,EA_ProfitPercent,EA_Pips,EA_HoldTimeBars,EA_HoldTimeMinutes,EA_RiskPercent,EA_RRatio,EA_MFE,EA_MAE,EA_MFE_Percent,EA_MAE_Percent,EA_MFE_Pips,EA_MAE_Pips,EA_MFE_TimeBars,EA_MAE_TimeBars,EA_MFEUtilization,EA_MAEImpact,EA_ExcursionEfficiency,EA_RunUp_Price,EA_RunUp_Pips,EA_RunUp_Percent,EA_RunUp_TimeBars,EA_RunDown_Price,EA_RunDown_Pips,EA_RunDown_Percent,EA_RunDown_TimeBars,EA_ExitQualityClass,EA_EarlyExitOpportunityCost,EA_PhysicsScoreDecay,EA_SpeedDecay,EA_SpeedSlopeDecay,EA_ConfluenceDecay,EA_ZoneTransitioned,Signal_Entry_Matched,Signal_Entry_Timestamp,Signal_Entry_TimeDelta,Signal_Entry_Quality,Signal_Entry_Confluence,Signal_Entry_Speed,Signal_Entry_Acceleration,Signal_Entry_Momentum,Signal_Entry_Entropy,Signal_Entry_Jerk,Signal_Entry_PhysicsScore,Signal_Entry_SpeedSlope,Signal_Entry_AccelerationSlope,Signal_Entry_MomentumSlope,Signal_Entry_ConfluenceSlope,Signal_Entry_JerkSlope,Signal_Entry_Zone,Signal_Entry_Regime,Signal_Entry_PhysicsPass,Signal_Entry_RejectReason,Signal_Exit_Matched,Signal_Exit_Timestamp,Signal_Exit_TimeDelta,Signal_Exit_Quality,Signal_Exit_Confluence,Signal_Exit_Speed,Signal_Exit_Acceleration,Signal_Exit_Momentum,Signal_Exit_Entropy,Signal_Exit_Jerk,Signal_Exit_PhysicsScore,Signal_Exit_SpeedSlope,Signal_Exit_AccelerationSlope,Signal_Exit_MomentumSlope,Signal_Exit_ConfluenceSlope,Signal_Exit_JerkSlope,Signal_Exit_Zone,Signal_Exit_Regime,Signal_Exit_PhysicsPass,Signal_Exit_RejectReason,DataQuality,ProcessingTimestamp,SourceFiles
110,MT5_Backtest,110,2025.11.17 17:13:00,2025-11-17,17:13:00,Monday,November,2025-11-17,09:13:00,Monday,November,15-037,30-019,1h-010,2h-005,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,buy,in,2.47,25,330.19,-100.53,229.66,111,111,2025-11-17,09:17:33,Monday,November,15-038,30-019,1h-010,2h-005,3h-004,4h-003,Floor Session,sell,out,25,0,0,Loss,Long,4,-30.446106787001426,-1.46,25046.6,25093.6,86.33,80,78.95,2224.37,9279.84,0,1420.18,95.05,7650.66,3973.47,123.94,0,395.62,BULL,NORMAL,0,SL,0,0,-345.11,-5790.32,4144.86,0,1257.09,55.78,-442.19,1260.62,-20.15,0,401.21,UNKNOWN,UNKNOWN,0,-100.53,-43.77,-40.7,5,4,30,-1.46,25093.6,25046.6,0.08,-0.39,7.6,-39.4,2,5,-0.4,0,0.5,25103.3,58,0.23,14,24975.9,-69.4,-0.28,46,Late,0,39.27,8014.69,8092.85,80,1,1,2025.11.17 17:13,0,86.33,80,2224.37,9279.84,78.95,0,1420.18,95.05,7650.66,3973.47,123.94,0,395.62,BULL,NORMAL,,PASS,1,2025.11.17 17:13,4.55,86.33,80,2224.37,9279.84,78.95,0,1420.18,95.05,7650.66,3973.47,123.94,0,395.62,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-22T23:52:51.515Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
112,MT5_Backtest,112,2025.11.17 17:18:00,2025-11-17,17:18:00,Monday,November,2025-11-17,09:18:00,Monday,November,15-038,30-019,1h-010,2h-005,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,1.72,25,229.66,26.83,256.49,113,113,2025-11-17,09:19:02,Monday,November,15-038,30-019,1h-010,2h-005,3h-004,4h-003,Floor Session,buy,out,25,0,0,Win,Short,1,11.68248715492467,0.35,25069.1,25031,81,80,-436.01,-4057.38,-3316.57,0,-771.18,16.05,-4155.8,-4258.15,-406.76,0,-779.08,AVOID,NORMAL,0,TP,0,0,-656.86,-11807.42,-2507.77,0,-483.38,16.32,-463.89,-3132.02,-85.45,0,-1200.38,UNKNOWN,UNKNOWN,0,26.83,10.46,15.6,2,1,30,0.35,25031,25069.1,0.14,-0.24,14.3,-23.8,2,1,0.11,93436.82,0.5,24951.5,78.2,-0.31,49,25103.3,-73.6,0.29,12,Early,62.6,-0.27,7750.03,-3691.91,80,1,1,2025.11.17 17:18,0,81,80,-4057.38,-3316.57,-436.01,0,-771.18,16.05,-4155.8,-4258.15,-406.76,0,-779.08,AVOID,NORMAL,,PASS,1,2025.11.17 17:18,1.0333333333333334,81,80,-4057.38,-3316.57,-436.01,0,-771.18,16.05,-4155.8,-4258.15,-406.76,0,-779.08,AVOID,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.515Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
114,MT5_Backtest,114,2025.11.17 17:23:00,2025-11-17,17:23:00,Monday,November,2025-11-17,09:23:00,Monday,November,15-038,30-019,1h-010,2h-005,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,buy,in,1.92,25,256.49,29.57,286.06,115,115,2025-11-17,09:24:24,Monday,November,15-038,30-019,1h-010,2h-005,3h-004,4h-003,Floor Session,sell,out,25,0,0,Win,Long,1,11.528714569768802,0.34,25052.1,25070.3,81,80,-3.11,262.37,7110.47,0,1758.75,89.86,3953.84,3727.95,149.27,0,670.71,AVOID,NORMAL,0,TP,0,0,-186.77,-6060.93,1064.75,0,-64.16,43.6,1790.57,-3282.85,135.64,0,-1556.53,UNKNOWN,UNKNOWN,0,29.57,10.34,15.4,2,1,30,0.34,25070.3,25052.1,0.14,-0.04,14.1,-4.1,2,1,0.12,84721.34,0.5,25103.3,31.7,0.13,7,24937.4,-134.2,-0.54,45,Early,16.3,46.26,6323.29,2163.27,80,1,1,2025.11.17 17:23,0,81,80,262.37,7110.47,-3.11,0,1758.75,89.86,3953.84,3727.95,149.27,0,670.71,AVOID,NORMAL,,PASS,1,2025.11.17 17:24,0.4,81,100,1667.08,1558.16,352.73,0,-379.35,84.05,5013.72,1630.59,464.15,0,-120.17,AVOID,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.516Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
116,MT5_Backtest,116,2025.11.17 17:26:00,2025-11-17,17:26:00,Monday,November,2025-11-17,09:26:00,Monday,November,15-038,30-019,1h-010,2h-005,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,2.14,25,286.06,-88.6,197.46,117,117,2025-11-17,09:27:37,Monday,November,15-038,30-019,1h-010,2h-005,3h-004,4h-003,Floor Session,buy,out,25,0,0,Loss,Short,1,-30.97252324687128,-1.5,25062.2,25022.6,81,80,-564.69,-3569.49,-3924.04,0,-1352.51,16.05,-1093.48,-790.5,-299.86,0,82.52,AVOID,NORMAL,0,SL,0,0,-507.91,-11790.71,-1975.49,0,-215.1,16.32,-1876.92,-4876.12,-156.67,0,-1450.26,UNKNOWN,UNKNOWN,0,-88.6,-44.87,-41.4,2,1,30,-1.5,25022.6,25062.2,0,-0.4,0,-39.6,0,2,-0.35,0,0.5,24902.9,161.1,-0.64,49,25103.3,-39.3,0.16,4,Late,0,-0.27,8221.22,783.44,80,1,1,2025.11.17 17:26,0,81,80,-3569.49,-3924.04,-564.69,0,-1352.51,16.05,-1093.48,-790.5,-299.86,0,82.52,AVOID,NORMAL,,PASS,1,2025.11.17 17:26,1.6166666666666667,81,80,-3569.49,-3924.04,-564.69,0,-1352.51,16.05,-1093.48,-790.5,-299.86,0,82.52,AVOID,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-22T23:52:51.516Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
118,MT5_Backtest,118,2025.11.17 17:33:00,2025-11-17,17:33:00,Monday,November,2025-11-17,09:33:00,Monday,November,15-039,30-020,1h-010,2h-005,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,1.48,25,197.46,24.12,221.58,119,119,2025-11-17,09:33:20,Monday,November,15-039,30-020,1h-010,2h-005,3h-004,4h-003,Floor Session,buy,out,25,0,0,Win,Short,0,12.215132178669098,0.36,25039.2,25022,81,60,8.46,-1797.42,-8367.86,0,-2074.78,19.56,-7163.89,-11474.67,-187.46,0,-3003.43,AVOID,NORMAL,0,TP,0,0,-126.25,-3859.69,809.98,0,-316.38,40.52,4209.89,1223.76,73.61,0,-130.16,UNKNOWN,UNKNOWN,0,24.12,10.89,16.3,1,0,30,0.36,25022,25039.2,0.15,-0.02,14.8,-2.4,1,1,0.1,103810.95,0.5,24892.2,128.3,-0.51,44,25096.6,-76.1,0.3,16,Early,112,-20.96,2062.27,-11373.77,60,1,1,2025.11.17 17:33,0,81,60,-1797.42,-8367.86,8.46,0,-2074.78,19.56,-7163.89,-11474.67,-187.46,0,-3003.43,AVOID,NORMAL,,PASS,1,2025.11.17 17:33,0.3333333333333333,81,60,-1797.42,-8367.86,8.46,0,-2074.78,19.56,-7163.89,-11474.67,-187.46,0,-3003.43,AVOID,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.516Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
120,MT5_Backtest,120,2025.11.17 17:34:00,2025-11-17,17:34:00,Monday,November,2025-11-17,09:34:00,Monday,November,15-039,30-020,1h-010,2h-005,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,1.66,25,221.58,-67.06,154.52,121,121,2025-11-17,09:37:30,Monday,November,15-039,30-020,1h-010,2h-005,3h-004,4h-003,Floor Session,buy,out,25,0,0,Loss,Short,3,-30.264464301832295,-1.45,25048.7,25009.7,81,80,-309.01,-10683,-10384.34,0,-1789.9,16.05,-7574.86,-632.27,-477.18,0,952.52,AVOID,NORMAL,0,SL,0,0,384.66,4527.35,66.07,0,-831.81,74.54,2093.58,-929.88,162.54,0,-418.6,UNKNOWN,UNKNOWN,0,-67.06,-43.4,-40.4,4,3,30,-1.45,25009.7,25048.7,0,-0.39,0.1,-38.9,1,4,-0.27,0,0.5,24892.2,158,-0.63,40,25096.6,-46.4,0.19,12,Late,0,-58.49,-15210.34,-9668.44,80,1,1,2025.11.17 17:34,0,81,80,-10683,-10384.34,-309.01,0,-1789.9,16.05,-7574.86,-632.27,-477.18,0,952.52,AVOID,NORMAL,,PASS,1,2025.11.17 17:34,3.5,81,80,-10683,-10384.34,-309.01,0,-1789.9,16.05,-7574.86,-632.27,-477.18,0,952.52,AVOID,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-22T23:52:51.517Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
122,MT5_Backtest,122,2025.11.17 17:39:00,2025-11-17,17:39:00,Monday,November,2025-11-17,09:39:00,Monday,November,15-039,30-020,1h-010,2h-005,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,1.15,25,154.52,-32.66,121.86,123,123,2025-11-17,09:44:00,Monday,November,15-039,30-020,1h-010,2h-005,3h-004,4h-003,Floor Session,buy,out,25,0,0,Loss,Short,5,-21.13642246958322,-0.89,25060.5,25014.9,83.67,80,-537.56,-3891.36,-612.9,0,-266.25,16.18,-5.52,-6972.9,-79.15,0,-2736.77,AVOID,NORMAL,0,MANUAL,0,0,304.28,20431.55,-2003.32,0,-1177.13,53.05,-372.49,-1525.39,-175.15,0,-48.78,UNKNOWN,UNKNOWN,0,-32.66,-26.8,-28.4,6,5,30,-0.89,25014.9,25060.5,0.13,-0.32,13.4,-32.2,2,5,-0.13,0,0.5,24892.2,164.5,-0.66,33,25096.6,-39.9,0.16,5,Late,0,-36.87,-24322.92,366.97,80,1,1,2025.11.17 17:39,0,83.67,80,-3891.36,-612.9,-537.56,0,-266.25,16.18,-5.52,-6972.9,-79.15,0,-2736.77,AVOID,NORMAL,,PASS,1,2025.11.17 17:41,3,81,80,-5394.65,-1568.39,-613.64,0,-415.51,16.05,1.28,1361.18,26.79,0,525.9,AVOID,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-22T23:52:51.517Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
124,MT5_Backtest,124,2025.11.17 17:44:00,2025-11-17,17:44:00,Monday,November,2025-11-17,09:44:00,Monday,November,15-039,30-020,1h-010,2h-005,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,buy,in,0.91,25,121.86,13.74,135.6,125,125,2025-11-17,09:44:27,Monday,November,15-039,30-020,1h-010,2h-005,3h-004,4h-003,Floor Session,sell,out,25,0,0,Win,Long,0,11.275233874938454,0.34,25053.1,25072.1,81,100,255,3778.62,5250.9,0,939.41,99.05,3814.02,3805.89,429.71,0,897.6,AVOID,NORMAL,0,TP,0,0,304.28,20431.55,-2003.32,0,-1177.13,53.05,-372.49,-1525.39,-175.15,0,-48.78,UNKNOWN,UNKNOWN,0,13.74,10.13,15.1,1,0,30,0.34,25072.1,25053.1,0.14,-0.05,14.1,-4.9,1,1,0.05,182336.97,0.5,25096.6,23.5,0.09,5,24892.2,-180.9,-0.72,33,Early,8.4,46,-16652.93,4186.52,100,1,1,2025.11.17 17:44,0,81,100,3662.45,5072.18,255,0,888.35,99.05,3814.02,3805.89,429.71,0,897.6,AVOID,NORMAL,,PASS,1,2025.11.17 17:44,0.45,81,100,3662.45,5072.18,255,0,888.35,99.05,3814.02,3805.89,429.71,0,897.6,AVOID,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.517Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
126,MT5_Backtest,126,2025.11.17 17:49:00,2025-11-17,17:49:00,Monday,November,2025-11-17,09:49:00,Monday,November,15-040,30-020,1h-010,2h-005,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,buy,in,1.01,25,135.6,-41.31,94.29,127,127,2025-11-17,09:49:28,Monday,November,15-040,30-020,1h-010,2h-005,3h-004,4h-003,Floor Session,sell,out,25,0,0,Loss,Long,0,-30.46460176991151,-1.46,25051.6,25091.2,81,100,448.76,8499.23,803.69,0,31.38,93.9,-2308.37,-2030.09,-109.76,0,-132.8,AVOID,NORMAL,0,SL,0,0,219.44,11261.5,-253.54,0,328.33,68.45,-2276.06,1446.11,-35.68,0,731.74,UNKNOWN,UNKNOWN,0,-41.31,-43.81,-40.9,1,0,30,-1.46,25091.2,25051.6,0,-0.4,0,-39.6,0,1,-0.16,0,0.5,25070.1,19.8,0.08,5,24892.2,-158.1,-0.63,28,Late,0,25.45,-2762.27,-32.31,100,1,1,2025.11.17 17:49,0,81,100,8499.23,803.69,448.76,0,31.38,93.9,-2308.37,-2030.09,-109.76,0,-132.8,AVOID,NORMAL,,PASS,1,2025.11.17 17:49,0.4666666666666667,81,100,8499.23,803.69,448.76,0,31.38,93.9,-2308.37,-2030.09,-109.76,0,-132.8,AVOID,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-22T23:52:51.518Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
128,MT5_Backtest,128,2025.11.17 17:57:00,2025-11-17,17:57:00,Monday,November,2025-11-17,09:57:00,Monday,November,15-040,30-020,1h-010,2h-005,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.7,25,94.29,11.62,105.91,129,129,2025-11-17,09:59:25,Monday,November,15-040,30-020,1h-010,2h-005,3h-004,4h-003,Floor Session,buy,out,25,0,0,Win,Short,2,12.32368225686711,0.37,25042.5,25013.2,81,80,-464.82,-3837.38,-4036.49,0,-1220.33,16.05,-1061.23,-6278.36,-216.54,0,-2212.57,AVOID,NORMAL,0,TP,0,0,112.35,2993.69,-1700.86,0,-55.68,55.71,-986.3,-239.46,-60.18,0,-85.18,UNKNOWN,UNKNOWN,0,11.62,10.97,16.6,3,2,30,0.37,25013.2,25042.5,0.15,-0.15,14.6,-14.7,3,2,0.05,215512.05,0.5,24892.2,119,-0.48,18,25101.1,-89.9,0.36,49,Early,102.4,-39.66,-6831.07,-74.93,80,1,1,2025.11.17 17:57,0,81,80,-3837.38,-4036.49,-464.82,0,-1220.33,16.05,-1061.23,-6278.36,-216.54,0,-2212.57,AVOID,NORMAL,,PASS,1,2025.11.17 17:57,2.4166666666666665,81,80,-3837.38,-4036.49,-464.82,0,-1220.33,16.05,-1061.23,-6278.36,-216.54,0,-2212.57,AVOID,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.518Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
130,MT5_Backtest,130,2025.11.17 18:07:00,2025-11-17,18:07:00,Monday,November,2025-11-17,10:07:00,Monday,November,15-041,30-021,1h-011,2h-006,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.79,24,105.91,11.85,117.76,131,131,2025-11-17,10:08:04,Monday,November,15-041,30-021,1h-011,2h-006,3h-004,4h-003,Floor Session,buy,out,24,0,0,Win,Short,1,11.188745160985743,0.34,24974.9,24942.4,81,80,-619.62,-10598.29,-2538.34,0,-614.95,16.05,-463.89,-3132.02,-85.45,0,-1200.38,AVOID,NORMAL,0,TP,0,0,307.6,3233.12,567.81,0,671.43,98.65,-3402.48,-541.81,-99.28,0,333.7,UNKNOWN,UNKNOWN,0,11.85,10.06,15,2,1,30,0.34,24942.4,24974.9,0.14,-0.19,13.5,-19,2,1,0.05,210758.65,0.5,24892.2,48.7,-0.2,9,25130.8,-189.9,0.76,46,Early,33.7,-82.6,-13831.4,2938.59,80,1,1,2025.11.17 18:07,0,81,80,-10598.29,-2538.34,-619.62,0,-614.95,16.05,-463.89,-3132.02,-85.45,0,-1200.38,AVOID,NORMAL,,PASS,1,2025.11.17 18:07,1.0666666666666667,81,80,-10598.29,-2538.34,-619.62,0,-614.95,16.05,-463.89,-3132.02,-85.45,0,-1200.38,AVOID,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.518Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
132,MT5_Backtest,132,2025.11.17 18:42:00,2025-11-17,18:42:00,Monday,November,2025-11-17,10:42:00,Monday,November,15-043,30-022,1h-011,2h-006,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,buy,in,0.88,25,117.76,14.87,132.63,133,133,2025-11-17,10:47:02,Monday,November,15-044,30-022,1h-011,2h-006,3h-004,4h-003,Floor Session,sell,out,25,0,0,Win,Long,5,12.627377717391303,0.37,25072.9,25098.8,83.67,100,368.86,9649.82,642.66,0,435.97,99.18,-943.39,-3355.44,-87.84,0,-1251.27,BULL,NORMAL,0,TP,0,0,203.69,3060.96,1670.73,0,148.84,98.25,-12.56,178.08,5.64,0,127.01,UNKNOWN,UNKNOWN,0,14.87,11.21,16.9,6,5,30,0.37,25098.8,25072.9,0.15,-0.11,14.6,-11.3,5,1,0.06,168613.99,0.5,25145.3,44.2,0.18,13,25070.1,-31,-0.12,33,Early,27.3,0.93,6588.86,-930.82,100,1,1,2025.11.17 18:42,0,83.67,100,9649.82,642.66,368.86,0,435.97,99.18,-943.39,-3355.44,-87.84,0,-1251.27,BULL,NORMAL,,PASS,1,2025.11.17 18:42,5.033333333333333,83.67,100,9649.82,642.66,368.86,0,435.97,99.18,-943.39,-3355.44,-87.84,0,-1251.27,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.519Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
134,MT5_Backtest,134,2025.11.17 19:05:00,2025-11-17,19:05:00,Monday,November,2025-11-17,11:05:00,Monday,November,15-045,30-023,1h-012,2h-006,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.99,25,132.63,15.74,148.37,135,135,2025-11-17,11:12:06,Monday,November,15-045,30-023,1h-012,2h-006,3h-004,4h-003,Floor Session,buy,out,25,0,0,Win,Short,7,11.867601598431728,0.35,25136.2,25107.7,81,80,-309.23,-1030.86,-601.51,0,324.84,31.05,-420.41,3251.39,-154.96,0,1125.89,BEAR,NORMAL,0,TP,0,0,-437.37,-9881.18,-1440.24,0,-200.72,16.05,-1279.87,-3306.05,-145.85,0,-986.08,UNKNOWN,UNKNOWN,0,15.74,10.61,15.9,8,7,30,0.35,25107.7,25136.2,0.14,-0.14,14.4,-14.1,8,1,0.06,159696.32,0.5,24939.2,167,-0.67,49,25120.1,-13.9,0.06,2,Early,151.1,15,8850.32,859.46,80,1,1,2025.11.17 19:05,0,81,80,-1030.86,-601.51,-309.23,0,324.84,31.05,-420.41,3251.39,-154.96,0,1125.89,BEAR,NORMAL,,PASS,1,2025.11.17 19:11,1.1,81,80,-2227.43,-3166.54,-237.93,0,-904.49,16.05,-745.35,-2745.74,-158.9,0,-914.96,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.519Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
136,MT5_Backtest,136,2025.11.17 19:17:00,2025-11-17,19:17:00,Monday,November,2025-11-17,11:17:00,Monday,November,15-046,30-023,1h-012,2h-006,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,1.11,25,148.37,16.76,165.13,137,137,2025-11-17,11:19:01,Monday,November,15-046,30-023,1h-012,2h-006,3h-004,4h-003,Floor Session,buy,out,25,0,0,Win,Short,2,11.296084114039227,0.34,25110.5,25089.8,83.67,80,-301.69,-3447.76,-201.12,0,-133.72,16.18,1751.75,3195.5,96.07,0,889.7,BEAR,NORMAL,0,TP,0,0,-90.8,-4845.18,2067.32,0,189.46,53.2,2368.13,679.94,42.96,0,-86.54,UNKNOWN,UNKNOWN,0,16.76,10.15,15.1,3,2,30,0.34,25089.8,25110.5,0.14,-0.06,14.5,-6.2,3,1,0.07,149823.99,0.5,24911.4,177.8,-0.71,46,25113.1,-23.9,0.1,17,Early,162.7,-37.02,1397.42,-616.37,80,1,1,2025.11.17 19:17,0,83.67,80,-3447.76,-201.12,-301.69,0,-133.72,16.18,1751.75,3195.5,96.07,0,889.7,BEAR,NORMAL,,PASS,1,2025.11.17 19:17,2.0166666666666666,83.67,80,-3447.76,-201.12,-301.69,0,-133.72,16.18,1751.75,3195.5,96.07,0,889.7,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.519Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
