IN_Deal,Report_Source,IN_Trade_ID,IN_MT_MASTER_DATE_TIME,IN_MT_Date,IN_MT_Time,IN_MT_Day,IN_MT_Month,IN_CST_Date_OP_01,IN_CST_Time_OP_01,IN_CST_Day_OP_01,IN_CST_Month_OP_01,IN_Segment_15M_OP_01,IN_Segment_30M_OP_01,IN_Segment_01H_OP_01,IN_Segment_02H_OP_01,IN_Segment_03H_OP_01,IN_Segment_04H_OP_01,IN_Session_Name_OP_02,Strategy_ID_OP_03,Strategy_Version_ID_OP_03,Optimization_ID_OP_03,Report_Broker_OP_03,Symbol_OP_03,Chart_TF_OP_01,IN_Order_Type_OP_01,IN_Order_Direction,Volume_OP_03,IN_Symbol_Price_OP_03,IN_Balance_OP_01,OUT_Profit_OP_01,OUT_Balance_OP_01,OUT_Trade_ID,OUT_Deal,OUT_CST_Date_OP_03,OUT_CST_Time_OP_03,OUT_CST_Day_OP_03,OUT_CST_Month_OP_03,OUT_Segment_15M_OP_03,OUT_Segment_30M_OP_03,OUT_Segment_01H_OP_03,OUT_Segment_02H_OP_03,OUT_Segment_03H_OP_03,OUT_Segment_04H_OP_03,OUT_Session_Name_OP_03,OUT_Order_Type,OUT_Order_Direction,OUT_Symbol_Price_OP_01,OUT_Commission,OUT_Swap,OUT_Comment,OUT_Symbol,Trade_Result,Trade_Direction,Trade_Duration_Minutes,Trade_ROI_Percentage,Trade_Risk_Reward_Ratio,Trade_MAE,Trade_MFE,EA_Entry_Quality,EA_Entry_Symbol,EA_Entry_Confluence,EA_Entry_Momentum,EA_Entry_Speed,EA_Entry_Acceleration,EA_Entry_Entropy,EA_Entry_Jerk,EA_Entry_PhysicsScore,EA_Entry_SpeedSlope,EA_Entry_AccelerationSlope,EA_Entry_MomentumSlope,EA_Entry_ConfluenceSlope,EA_Entry_JerkSlope,EA_Entry_Zone,EA_Entry_Regime,EA_Entry_Spread,EA_ExitReason,EA_Exit_Symbol,EA_Exit_Quality,EA_Exit_Confluence,EA_Exit_Momentum,EA_Exit_Speed,EA_Exit_Acceleration,EA_Exit_Entropy,EA_Exit_Jerk,EA_Exit_PhysicsScore,EA_Exit_SpeedSlope,EA_Exit_AccelerationSlope,EA_Exit_MomentumSlope,EA_Exit_ConfluenceSlope,EA_Exit_JerkSlope,EA_Exit_Zone,EA_Exit_Regime,EA_Exit_Spread,EA_Profit,EA_ProfitPercent,EA_Pips,EA_HoldTimeBars,EA_HoldTimeMinutes,EA_RiskPercent,EA_RRatio,EA_MFE,EA_MAE,EA_MFE_Percent,EA_MAE_Percent,EA_MFE_Pips,EA_MAE_Pips,EA_MFE_TimeBars,EA_MAE_TimeBars,EA_MFEUtilization,EA_MAEImpact,EA_ExcursionEfficiency,EA_RunUp_Price,EA_RunUp_Pips,EA_RunUp_Percent,EA_RunUp_TimeBars,EA_RunDown_Price,EA_RunDown_Pips,EA_RunDown_Percent,EA_RunDown_TimeBars,EA_ExitQualityClass,EA_EarlyExitOpportunityCost,EA_PhysicsScoreDecay,EA_SpeedDecay,EA_SpeedSlopeDecay,EA_ConfluenceDecay,EA_ZoneTransitioned,Signal_Entry_Matched,Signal_Entry_Timestamp,Signal_Entry_TimeDelta,Signal_Entry_Quality,Signal_Entry_Confluence,Signal_Entry_Speed,Signal_Entry_Acceleration,Signal_Entry_Momentum,Signal_Entry_Entropy,Signal_Entry_Jerk,Signal_Entry_PhysicsScore,Signal_Entry_SpeedSlope,Signal_Entry_AccelerationSlope,Signal_Entry_MomentumSlope,Signal_Entry_ConfluenceSlope,Signal_Entry_JerkSlope,Signal_Entry_Zone,Signal_Entry_Regime,Signal_Entry_PhysicsPass,Signal_Entry_RejectReason,Signal_Exit_Matched,Signal_Exit_Timestamp,Signal_Exit_TimeDelta,Signal_Exit_Quality,Signal_Exit_Confluence,Signal_Exit_Speed,Signal_Exit_Acceleration,Signal_Exit_Momentum,Signal_Exit_Entropy,Signal_Exit_Jerk,Signal_Exit_PhysicsScore,Signal_Exit_SpeedSlope,Signal_Exit_AccelerationSlope,Signal_Exit_MomentumSlope,Signal_Exit_ConfluenceSlope,Signal_Exit_JerkSlope,Signal_Exit_Zone,Signal_Exit_Regime,Signal_Exit_PhysicsPass,Signal_Exit_RejectReason,DataQuality,ProcessingTimestamp,SourceFiles
642,MT5_Backtest,642,2025.02.13 08:05:00,2025-02-13,08:05:00,Thursday,February,2025-02-13,00:05:00,Thursday,February,15-001,30-001,1h-001,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,sell,in,1.31,21825.5,6,97.33,6,643,643,2025-02-13,06:35:00,Thursday,February,15-027,30-014,1h-007,2h-004,3h-003,4h-002,After Hours,buy,out,21751.2,0,0,,NAS100,Win,Short,390,1622.1666666666667,0.15,21848.2,21682.2,81,NAS100,80,-110.82,-3315.86,-491.95,0,-173.63,16.05,137.6,369.48,-2.88,0,102.84,BEAR,NORMAL,200,MANUAL,NAS100,78.33,80,-603.38,-9254.93,-2494.2,0,444.56,30.92,-3447.27,-1816.36,-313.55,0,-440.71,UNKNOWN,UNKNOWN,200,97.33,1.46,74.3,79,390,10,0.15,21682.2,21848.2,1.43,-0.23,143.3,-22.7,36,7,0.45,22447.55,0.5,21715,36.2,-0.17,12,21984,-232.8,1.07,38,Good,0,-14.87,5939.07,3584.87,0,1,1,2025.02.13 08:05,0,81,80,-3315.86,-491.95,-110.82,0,-173.63,16.05,137.6,369.48,-2.88,0,102.84,BEAR,NORMAL,,PASS,1,2025.02.13 14:35,0,81,80,2121.72,6060.56,71.95,0,888.75,94.37,4123.64,2684.83,53.56,0,368.55,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-26T23:10:44.542Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
644,MT5_Backtest,644,2025.02.13 14:35:00,2025-02-13,14:35:00,Thursday,February,2025-02-13,06:35:00,Thursday,February,15-027,30-014,1h-007,2h-004,3h-003,4h-002,After Hours,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,buy,in,1.33,21751.2,6,236.08,6,645,645,2025-02-13,10:30:00,Thursday,February,15-043,30-022,1h-011,2h-006,3h-004,4h-003,Floor Session,sell,out,21928.7,0,0,,NAS100,Win,Long,235,3934.666666666667,0.34,21715,21984,81,NAS100,80,71.95,2121.72,6060.56,0,888.75,94.37,4123.64,2684.83,53.56,0,368.55,BULL,NORMAL,200,MANUAL,NAS100,83.67,40,62.33,10.41,-5317.24,0,-950.2,33.29,-1152.9,-2336.14,-132.86,-10,-728.92,UNKNOWN,UNKNOWN,200,236.08,3.42,177.5,48,235,10,0.34,21984,21715,2.33,-0.36,232.8,-36.2,38,12,1.07,9198.15,0.5,22019.7,91,0.41,47,21819.7,-109,-0.5,22,Early,-86.5,61.08,2111.31,5276.53,40,1,1,2025.02.13 14:35,0,81,80,2121.72,6060.56,71.95,0,888.75,94.37,4123.64,2684.83,53.56,0,368.55,BULL,NORMAL,,PASS,1,2025.02.13 18:30,0,78.33,80,-4486.62,-5202.33,-359.97,0,-574.9,15.92,-2266.64,-1550.13,-230.25,-10,-510.5,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-26T23:10:44.548Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
646,MT5_Backtest,646,2025.02.13 18:30:00,2025-02-13,18:30:00,Thursday,February,2025-02-13,10:30:00,Thursday,February,15-043,30-022,1h-011,2h-006,3h-004,4h-003,Floor Session,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,sell,in,1.38,21928.8,6,36.02,6,647,647,2025-02-13,12:40:00,Thursday,February,15-051,30-026,1h-013,2h-007,3h-005,4h-004,Floor Session,buy,out,21902.7,0,0,,NAS100,Win,Short,130,600.3333333333334,0.05,21941.7,21821.7,78.33,NAS100,80,-360.02,-4476.87,-5187.33,0,-570.61,15.92,-2266.64,-1550.13,-230.25,-10,-510.5,BEAR,NORMAL,200,MANUAL,NAS100,75.67,80,-109.59,-2804.23,-3305.17,0,-591.72,15.78,-1358.96,-2182.23,-38.69,-10,-479.4,UNKNOWN,UNKNOWN,200,36.02,0.52,26.1,27,130,10,0.05,21821.7,21941.7,1.07,-0.13,107.1,-12.9,22,2,0.17,60915.32,0.5,21838,64.7,-0.3,1,22050.2,-147.5,0.67,28,Early,38.6,0.13,-1672.63,-907.68,0,1,1,2025.02.13 18:30,0,78.33,80,-4486.62,-5202.33,-359.97,0,-574.9,15.92,-2266.64,-1550.13,-230.25,-10,-510.5,BEAR,NORMAL,,PASS,1,2025.02.13 20:40,0,78.33,100,4217.33,4511.85,297.74,0,281.02,98.92,4805.01,5663.75,187.69,10,1365.08,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-26T23:10:44.553Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
648,MT5_Backtest,648,2025.02.13 20:40:00,2025-02-13,20:40:00,Thursday,February,2025-02-13,12:40:00,Thursday,February,15-051,30-026,1h-013,2h-007,3h-005,4h-004,Floor Session,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,buy,in,1.38,21903,6,132.76,7,649,649,2025-02-13,14:40:00,Thursday,February,15-059,30-030,1h-015,2h-008,3h-005,4h-004,Floor Session,sell,out,21999.2,0,0,,NAS100,Win,Long,120,2212.6666666666665,0.19,21838,22019.7,78.33,NAS100,100,297.89,4247.73,4558.61,0,294.38,98.92,4805.01,5663.75,187.69,10,1365.08,BULL,NORMAL,200,MANUAL,NAS100,67.67,80,163.97,9974.42,-201.08,0,-556.13,52.38,1729.89,-193.6,26.5,10,-232.41,UNKNOWN,UNKNOWN,200,132.76,1.87,96.2,25,120,10,0.19,22019.7,21838,1.17,-0.65,116.7,-65,21,1,0.6,16449.23,0.5,22062.9,63.7,0.29,49,21996,-3.2,-0.01,1,Early,-32.5,46.53,-5726.69,3075.12,20,1,1,2025.02.13 20:40,0,78.33,100,4217.33,4511.85,297.74,0,281.02,98.92,4805.01,5663.75,187.69,10,1365.08,BULL,NORMAL,,PASS,1,2025.02.13 22:40,0,86.33,60,-658.48,-2061.31,-62.01,0,167.29,30.6,-2947.27,-740.99,-60.98,0,58.01,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-26T23:10:44.558Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
650,MT5_Backtest,650,2025.02.13 22:40:00,2025-02-13,22:40:00,Thursday,February,2025-02-13,14:40:00,Thursday,February,15-059,30-030,1h-015,2h-008,3h-005,4h-004,Floor Session,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,sell,in,1.41,21999.2,7,-20.16,7,651,651,2025-02-13,14:50:00,Thursday,February,15-060,30-030,1h-015,2h-008,3h-005,4h-004,Closing Bell,buy,out,22013.5,0,0,,NAS100,Loss,Short,10,-288,-0.03,22018.2,21998,86.33,NAS100,60,-62.01,-658.48,-2061.31,0,167.29,30.6,-2947.27,-740.99,-60.98,0,58.01,BEAR,NORMAL,200,MANUAL,NAS100,73,80,86.92,7683.24,-1889.71,0,-661.09,51.87,-596.79,-1565.49,-57.48,-10,-361.94,UNKNOWN,UNKNOWN,200,-20.16,-0.29,-14.3,3,10,10,-0.03,21998,22018.2,0.01,-0.19,1.2,-19,1,2,-0.09,0,0.5,21997.2,16.3,-0.07,4,22064.9,-51.4,0.23,49,Late,0,-21.27,-8341.72,-2350.48,-20,1,1,2025.02.13 22:40,0,86.33,60,-658.48,-2061.31,-62.01,0,167.29,30.6,-2947.27,-740.99,-60.98,0,58.01,BEAR,NORMAL,,PASS,1,2025.02.13 22:50,0,83.67,80,2141.95,3640.27,63.1,0,1507.42,93.97,-452.8,2136.76,-145.19,0,652.48,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-26T23:10:44.563Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
652,MT5_Backtest,652,2025.02.13 22:50:00,2025-02-13,22:50:00,Thursday,February,2025-02-13,14:50:00,Thursday,February,15-060,30-030,1h-015,2h-008,3h-005,4h-004,Closing Bell,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,buy,in,1.41,22013.6,7,67.68,7,653,653,2025-02-13,20:25:00,Thursday,February,15-082,30-041,1h-021,2h-011,3h-007,4h-006,After Hours,sell,out,22061.6,0,-6.13,,NAS100,Win,Long,335,966.8571428571429,0.1,21997.2,22071.4,83.67,NAS100,80,63.15,2154.2,3659.12,0,1512.8,93.97,-452.8,2136.76,-145.19,0,652.48,BULL,NORMAL,200,MANUAL,NAS100,81,60,-30.93,-459.18,-3578.83,0,-1358.02,17.19,775.4,-3322.47,15.04,0,-1099.13,UNKNOWN,UNKNOWN,200,67.68,0.95,48,56,335,10,0.1,22071.4,21997.2,0.58,-0.16,57.8,-16.4,52,4,0.31,32501.77,0.5,22073.9,12.3,0.06,32,22038.6,-23,-0.1,40,Good,0,76.77,2613.38,-1228.2,20,1,1,2025.02.13 22:50,0,83.67,80,2141.95,3640.27,63.1,0,1507.42,93.97,-452.8,2136.76,-145.19,0,652.48,BULL,NORMAL,,PASS,1,2025.02.14 04:25,0,81,60,-45.73,-2629.85,-19.88,0,-130.48,26.55,-2356.86,355.58,-18.76,0,394.97,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-26T23:10:44.568Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
654,MT5_Backtest,654,2025.02.14 04:25:00,2025-02-14,04:25:00,Friday,February,2025-02-13,20:25:00,Thursday,February,15-082,30-041,1h-021,2h-011,3h-007,4h-006,After Hours,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,sell,in,1.42,22061.6,7,-13.92,7,655,655,2025-02-13,20:40:00,Thursday,February,15-083,30-042,1h-021,2h-011,3h-007,4h-006,After Hours,buy,out,22071.4,0,0,,NAS100,Loss,Short,15,-198.85714285714286,-0.02,22071.4,22059.4,81,NAS100,60,-19.88,-45.73,-2629.85,0,-130.48,26.55,-2356.86,355.58,-18.76,0,394.97,BEAR,NORMAL,200,MANUAL,NAS100,81,80,31.75,1511.61,2386.47,0,641.72,91.96,-1449.45,-90.29,-66.62,0,281.53,UNKNOWN,UNKNOWN,200,-13.92,-0.2,-9.8,4,15,10,-0.02,22059.4,22071.4,0.02,-0.1,2.2,-9.8,2,3,-0.06,0,0.5,22038.6,32.8,-0.15,37,22073.9,-2.5,0.01,29,Good,0,-65.41,-1557.34,-907.41,-20,1,1,2025.02.14 04:25,0,81,60,-45.73,-2629.85,-19.88,0,-130.48,26.55,-2356.86,355.58,-18.76,0,394.97,BEAR,NORMAL,,PASS,1,2025.02.14 04:40,0,81,100,1853.82,1900.68,88.53,0,769.5,98.36,341.09,2386.18,22.5,10,650.67,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-26T23:10:44.573Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
656,MT5_Backtest,656,2025.02.14 04:40:00,2025-02-14,04:40:00,Friday,February,2025-02-13,20:40:00,Thursday,February,15-083,30-042,1h-021,2h-011,3h-007,4h-006,After Hours,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,buy,in,1.42,22071.4,7,-19.88,7,657,657,2025-02-13,21:20:00,Thursday,February,15-086,30-043,1h-022,2h-011,3h-008,4h-006,After Hours,sell,out,22057.4,0,0,,NAS100,Loss,Long,40,-284,-0.03,22053.4,22073.4,81,NAS100,100,88.53,1853.82,1900.68,0,769.5,98.36,341.09,2386.18,22.5,10,650.67,BULL,NORMAL,200,MANUAL,NAS100,86.33,80,105.45,8023.48,-3268.05,0,-1310.77,53.32,-17.12,-3015.72,-25.61,0,-889.43,UNKNOWN,UNKNOWN,200,-19.88,-0.28,-14,9,40,10,-0.03,22073.4,22053.4,0.02,-0.18,2,-18,1,7,-0.09,0,0.5,22088.4,31,0.14,48,22038.6,-18.8,-0.09,29,Late,0,45.05,-6169.67,358.21,20,1,1,2025.02.14 04:40,0,81,100,1853.82,1900.68,88.53,0,769.5,98.36,341.09,2386.18,22.5,10,650.67,BULL,NORMAL,,PASS,1,2025.02.14 05:20,0,81,80,-2436.3,-397.5,-155.12,0,50.44,27.33,-161.14,438.52,-16.08,0,120.18,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-26T23:10:44.578Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
658,MT5_Backtest,658,2025.02.14 05:20:00,2025-02-14,05:20:00,Friday,February,2025-02-13,21:20:00,Thursday,February,15-086,30-043,1h-022,2h-011,3h-008,4h-006,After Hours,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,sell,in,1.41,22057.4,7,-5.92,7,659,659,2025-02-14,00:15:00,Friday,February,15-002,30-001,1h-001,2h-001,3h-001,4h-001,After Hours,buy,out,22061.6,0,0,,NAS100,Loss,Short,175,-84.57142857142857,-0.01,22075.9,22040.6,81,NAS100,80,-155.12,-2436.3,-397.5,0,50.44,27.33,-161.14,438.52,-16.08,0,120.18,BEAR,NORMAL,200,MANUAL,NAS100,75.67,60,-177.01,-5619.51,470.86,0,458.81,55.78,-669.1,858.64,-38.57,0,243.7,UNKNOWN,UNKNOWN,200,-5.92,-0.08,-4.2,36,175,10,-0.01,22040.6,22075.9,0.17,-0.19,16.8,-18.5,29,21,-0.03,0,0.5,22029.4,32.2,-0.15,32,22088.4,-26.8,0.12,13,Late,0,-28.45,3183.21,507.97,20,1,1,2025.02.14 05:20,0,81,80,-2436.3,-397.5,-155.12,0,50.44,27.33,-161.14,438.52,-16.08,0,120.18,BEAR,NORMAL,,PASS,1,2025.02.14 08:15,0,89,100,3505.61,3826.64,73.87,0,171.82,97.88,3625.46,452.18,43.46,10,-282.8,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-26T23:10:44.582Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
660,MT5_Backtest,660,2025.02.14 08:15:00,2025-02-14,08:15:00,Friday,February,2025-02-14,00:15:00,Friday,February,15-002,30-001,1h-001,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,buy,in,1.41,22061.6,7,-15.79,7,661,661,2025-02-14,00:30:00,Friday,February,15-003,30-002,1h-001,2h-001,3h-001,4h-001,After Hours,sell,out,22050.4,0,0,,NAS100,Loss,Long,15,-225.57142857142858,-0.02,22049.9,22061.6,89,NAS100,100,73.87,3505.61,3826.64,0,171.82,97.88,3625.46,452.18,43.46,10,-282.8,BULL,NORMAL,200,MANUAL,NAS100,70.33,60,-100.8,-3229.02,776.31,0,78.16,53.88,400.68,1125.81,30.82,-10,253.71,UNKNOWN,UNKNOWN,200,-15.79,-0.22,-11.2,4,15,10,-0.02,22061.6,22049.9,0,-0.12,0,-11.7,0,3,-0.07,0,0.5,22088.4,38,0.17,10,22029.4,-21,-0.1,29,Late,0,44,6734.64,3224.79,40,1,1,2025.02.14 08:15,0,89,100,3505.61,3826.64,73.87,0,171.82,97.88,3625.46,452.18,43.46,10,-282.8,BULL,NORMAL,,PASS,1,2025.02.14 08:30,0,81,60,-459.18,-3578.83,-30.93,0,-1358.02,17.19,-575.9,-2078.92,-16.31,-10,-429.79,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-26T23:10:44.588Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
662,MT5_Backtest,662,2025.02.14 08:30:00,2025-02-14,08:30:00,Friday,February,2025-02-14,00:30:00,Friday,February,15-003,30-002,1h-001,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,sell,in,1.41,22050.4,7,-14.1,7,663,663,2025-02-14,00:45:00,Friday,February,15-004,30-002,1h-001,2h-001,3h-001,4h-001,After Hours,buy,out,22060.4,0,0,,NAS100,Loss,Short,15,-201.42857142857142,-0.02,22060.6,22049.6,81,NAS100,60,-30.93,-459.18,-3578.83,0,-1358.02,17.19,-575.9,-2078.92,-16.31,-10,-429.79,BEAR,NORMAL,200,MANUAL,NAS100,83.67,60,-136.77,-4081.61,417.05,0,102.68,56.18,369.93,720.26,2.87,0,228.92,UNKNOWN,UNKNOWN,200,-14.1,-0.2,-10,4,15,10,-0.02,22049.6,22060.6,0.01,-0.1,0.8,-10.2,1,3,-0.06,0,0.5,22024.9,35.5,-0.16,47,22088.4,-28,0.13,7,Late,0,-38.99,3622.43,-945.83,0,1,1,2025.02.14 08:30,0,81,60,-459.18,-3578.83,-30.93,0,-1358.02,17.19,-575.9,-2078.92,-16.31,-10,-429.79,BEAR,NORMAL,,PASS,1,2025.02.14 08:45,0,81,80,1511.61,2386.47,31.75,0,641.72,91.96,86.42,2362.88,-6.57,0,902,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-26T23:10:44.593Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
664,MT5_Backtest,664,2025.02.14 08:45:00,2025-02-14,08:45:00,Friday,February,2025-02-14,00:45:00,Friday,February,15-004,30-002,1h-001,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,buy,in,1.41,22060.4,7,13.4,7,665,665,2025-02-14,01:40:00,Friday,February,15-007,30-004,1h-002,2h-001,3h-001,4h-001,After Hours,sell,out,22069.9,0,0,,NAS100,Win,Long,55,191.42857142857144,0.02,22053.9,22088.4,81,NAS100,80,31.75,1511.61,2386.47,0,641.72,91.96,86.42,2362.88,-6.57,0,902,BULL,NORMAL,200,MANUAL,NAS100,78.33,60,-134.89,-5774.71,3932.65,0,1003.05,55.92,1658.81,1685.75,62.67,-10,293.33,UNKNOWN,UNKNOWN,200,13.4,0.19,9.5,12,55,10,0.02,22088.4,22053.9,0.28,-0.07,28,-6.5,7,2,0.06,164581.34,0.5,22078.4,8.5,0.04,2,21982.1,-87.8,-0.4,46,Early,-1,36.04,7286.32,-1572.39,20,1,1,2025.02.14 08:45,0,81,80,1511.61,2386.47,31.75,0,641.72,91.96,86.42,2362.88,-6.57,0,902,BULL,NORMAL,,PASS,1,2025.02.14 09:40,0,86.33,60,-808.33,-3727.96,-33.59,0,-390.77,17.3,-3043.9,-455.5,-22.98,0,263.42,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-26T23:10:44.598Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
666,MT5_Backtest,666,2025.02.14 09:40:00,2025-02-14,09:40:00,Friday,February,2025-02-14,01:40:00,Friday,February,15-007,30-004,1h-002,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,sell,in,1.41,22069.9,7,-10.15,7,667,667,2025-02-14,01:55:00,Friday,February,15-008,30-004,1h-002,2h-001,3h-001,4h-001,After Hours,buy,out,22077.1,0,0,,NAS100,Loss,Short,15,-145,-0.01,22080.4,22068.4,86.33,NAS100,60,-33.59,-808.33,-3727.96,0,-390.77,17.3,-3043.9,-455.5,-22.98,0,263.42,BEAR,NORMAL,200,MANUAL,NAS100,78.33,60,-116.99,-5416.73,2922.41,0,686.94,55.92,40.01,-505.59,-15.64,0,-147.89,UNKNOWN,UNKNOWN,200,-10.15,-0.14,-7.2,4,15,10,-0.01,22068.4,22080.4,0.02,-0.11,1.5,-10.5,1,2,-0.05,0,0.5,21969.4,107.7,-0.49,48,22078.1,-1,0,1,Good,0,-38.62,4608.39,-3083.91,0,1,1,2025.02.14 09:40,0,86.33,60,-808.33,-3727.96,-33.59,0,-390.77,17.3,-3043.9,-455.5,-22.98,0,263.42,BEAR,NORMAL,,PASS,1,2025.02.14 09:55,0,86.33,80,662.01,1791.17,1.29,0,915.66,90.39,-339.38,997.34,-78.77,0,218.04,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-26T23:10:44.602Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
668,MT5_Backtest,668,2025.02.14 09:55:00,2025-02-14,09:55:00,Friday,February,2025-02-14,01:55:00,Friday,February,15-008,30-004,1h-002,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,buy,in,1.41,22077.1,7,-6.63,7,669,669,2025-02-14,02:00:00,Friday,February,15-009,30-005,1h-003,2h-002,3h-001,4h-001,After Hours,sell,out,22072.4,0,0,,NAS100,Loss,Long,5,-94.71428571428572,-0.01,22069.4,22078.1,86.33,NAS100,80,1.29,662.01,1791.17,0,915.66,90.39,-339.38,997.34,-78.77,0,218.04,BULL,NORMAL,200,MANUAL,NAS100,75.67,60,-90.8,-1906.66,5083.54,0,1082.29,56.34,108.19,104.9,-10.62,0,68.79,UNKNOWN,UNKNOWN,200,-6.63,-0.09,-4.7,2,5,10,-0.01,22078.1,22069.4,0.01,-0.08,1,-7.7,1,1,-0.03,0,0.5,22074.9,2.5,0.01,1,21969.4,-103,-0.47,47,Late,0,34.06,2568.67,-447.58,20,1,1,2025.02.14 09:55,0,86.33,80,662.01,1791.17,1.29,0,915.66,90.39,-339.38,997.34,-78.77,0,218.04,BULL,NORMAL,,PASS,1,2025.02.14 10:00,0,83.67,80,-302.45,-839.59,-72.99,0,-45.01,21.93,301.88,986.55,26.89,0,152.66,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-26T23:10:44.607Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
