IN_Deal,Report_Source,IN_Trade_ID,IN_MT_MASTER_DATE_TIME,IN_MT_Date,IN_MT_Time,IN_MT_Day,IN_MT_Month,IN_CST_Date_OP_01,IN_CST_Time_OP_01,IN_CST_Day_OP_01,IN_CST_Month_OP_01,IN_Segment_15M_OP_01,IN_Segment_30M_OP_01,IN_Segment_01H_OP_01,IN_Segment_02H_OP_01,IN_Segment_03H_OP_01,IN_Segment_04H_OP_01,IN_Session_Name_OP_02,Strategy_ID_OP_03,Strategy_Version_ID_OP_03,Optimization_ID_OP_03,Report_Broker_OP_03,Symbol_OP_03,Chart_TF_OP_01,IN_Order_Type_OP_01,IN_Order_Direction,Volume_OP_03,IN_Symbol_Price_OP_03,IN_Balance_OP_01,OUT_Profit_OP_01,OUT_Balance_OP_01,OUT_Trade_ID,OUT_Deal,OUT_CST_Date_OP_03,OUT_CST_Time_OP_03,OUT_CST_Day_OP_03,OUT_CST_Month_OP_03,OUT_Segment_15M_OP_03,OUT_Segment_30M_OP_03,OUT_Segment_01H_OP_03,OUT_Segment_02H_OP_03,OUT_Segment_03H_OP_03,OUT_Segment_04H_OP_03,OUT_Session_Name_OP_03,OUT_Order_Type,OUT_Order_Direction,OUT_Symbol_Price_OP_01,OUT_Commission,OUT_Swap,OUT_Comment,OUT_Symbol,Trade_Result,Trade_Direction,Trade_Duration_Minutes,Trade_ROI_Percentage,Trade_Risk_Reward_Ratio,Trade_MAE,Trade_MFE,EA_Entry_Quality,EA_Entry_Symbol,EA_Entry_Confluence,EA_Entry_Momentum,EA_Entry_Speed,EA_Entry_Acceleration,EA_Entry_Entropy,EA_Entry_Jerk,EA_Entry_PhysicsScore,EA_Entry_SpeedSlope,EA_Entry_AccelerationSlope,EA_Entry_MomentumSlope,EA_Entry_ConfluenceSlope,EA_Entry_JerkSlope,EA_Entry_Zone,EA_Entry_Regime,EA_Entry_Spread,EA_ExitReason,EA_Exit_Symbol,EA_Exit_Quality,EA_Exit_Confluence,EA_Exit_Momentum,EA_Exit_Speed,EA_Exit_Acceleration,EA_Exit_Entropy,EA_Exit_Jerk,EA_Exit_PhysicsScore,EA_Exit_SpeedSlope,EA_Exit_AccelerationSlope,EA_Exit_MomentumSlope,EA_Exit_ConfluenceSlope,EA_Exit_JerkSlope,EA_Exit_Zone,EA_Exit_Regime,EA_Exit_Spread,EA_Profit,EA_ProfitPercent,EA_Pips,EA_HoldTimeBars,EA_HoldTimeMinutes,EA_RiskPercent,EA_RRatio,EA_MFE,EA_MAE,EA_MFE_Percent,EA_MAE_Percent,EA_MFE_Pips,EA_MAE_Pips,EA_MFE_TimeBars,EA_MAE_TimeBars,EA_MFEUtilization,EA_MAEImpact,EA_ExcursionEfficiency,EA_RunUp_Price,EA_RunUp_Pips,EA_RunUp_Percent,EA_RunUp_TimeBars,EA_RunDown_Price,EA_RunDown_Pips,EA_RunDown_Percent,EA_RunDown_TimeBars,EA_ExitQualityClass,EA_EarlyExitOpportunityCost,EA_PhysicsScoreDecay,EA_SpeedDecay,EA_SpeedSlopeDecay,EA_ConfluenceDecay,EA_ZoneTransitioned,Signal_Entry_Matched,Signal_Entry_Timestamp,Signal_Entry_TimeDelta,Signal_Entry_Quality,Signal_Entry_Confluence,Signal_Entry_Speed,Signal_Entry_Acceleration,Signal_Entry_Momentum,Signal_Entry_Entropy,Signal_Entry_Jerk,Signal_Entry_PhysicsScore,Signal_Entry_SpeedSlope,Signal_Entry_AccelerationSlope,Signal_Entry_MomentumSlope,Signal_Entry_ConfluenceSlope,Signal_Entry_JerkSlope,Signal_Entry_Zone,Signal_Entry_Regime,Signal_Entry_PhysicsPass,Signal_Entry_RejectReason,Signal_Exit_Matched,Signal_Exit_Timestamp,Signal_Exit_TimeDelta,Signal_Exit_Quality,Signal_Exit_Confluence,Signal_Exit_Speed,Signal_Exit_Acceleration,Signal_Exit_Momentum,Signal_Exit_Entropy,Signal_Exit_Jerk,Signal_Exit_PhysicsScore,Signal_Exit_SpeedSlope,Signal_Exit_AccelerationSlope,Signal_Exit_MomentumSlope,Signal_Exit_ConfluenceSlope,Signal_Exit_JerkSlope,Signal_Exit_Zone,Signal_Exit_Regime,Signal_Exit_PhysicsPass,Signal_Exit_RejectReason,DataQuality,ProcessingTimestamp,SourceFiles
322,MT5_Backtest,322,2025.01.24 11:45:01,2025-01-24,11:45:01,Friday,January,2025-01-24,03:45:01,Friday,January,15-016,30-008,1h-004,2h-002,3h-002,4h-001,After Hours,TP_Integrated_EA,4.2.0.7_COMPLETE,,MT5,XAUUSD,M1,sell,in,0.02,2771.59,119.94,-4.14,115.8,323,323,2025-01-24,04:15:00,Friday,January,15-018,30-009,1h-005,2h-003,3h-002,4h-002,After Hours,buy,out,2773.66,0,0,,XAUUSD,Loss,Short,29,-3.451725862931466,-3.58,2774.82,2771.31,90,XAUUSD,80,-121.46,-3869.68,-4635.26,0,-659.56,16.5,-3122.09,-1158.33,-95.98,-10,-45.02,BEAR,NORMAL,380,MANUAL,XAUUSD,85.56,80,-187.64,-3906.44,-903.52,0,424.25,31.28,-2405.36,-5291.34,-56.07,10,-1470.24,UNKNOWN,UNKNOWN,380,-4.14,-3.58,-2.07,7,30,1,-3.58,2771.31,2774.82,0,-0.03,0.28,-3.23,2,6,-0.15,0,0.5,2771.42,2.24,-0.08,2,2784.45,-10.79,0.39,43,Late,0,-14.78,36.76,-716.73,0,1,1,2025.01.24 11:45,0.016666666666666666,90,80,-3961.21,-4772.56,-121.37,0,-693.88,16.5,-3122.09,-1158.33,-95.98,-10,-45.02,BEAR,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-25T08:06:16.712Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
324,MT5_Backtest,324,2025.01.24 12:15:00,2025-01-24,12:15:00,Friday,January,2025-01-24,04:15:00,Friday,January,15-018,30-009,1h-005,2h-003,3h-002,4h-002,After Hours,TP_Integrated_EA,4.2.0.7_COMPLETE,,MT5,XAUUSD,M1,buy,in,0.02,2773.56,115.8,20.1,135.9,325,325,2025-01-24,07:42:31,Friday,January,15-031,30-016,1h-008,2h-004,3h-003,4h-002,News,sell,out,2783.61,0,0,tp 2783.56,XAUUSD,Win,Long,207,17.357512953367877,14.79,2771.42,2783.55,90,XAUUSD,80,33.76,430.83,2538.08,0,419.16,92.53,2633.05,548.8,44.35,-20,-210.71,BULL,NORMAL,380,TP,XAUUSD,83.33,80,185.24,5248.08,-1035.34,0,-820.05,53.17,1316.42,-1794.95,104.69,0,-556.78,UNKNOWN,UNKNOWN,390,20.1,14.79,10.05,42,207,1,14.79,2783.55,2771.42,0.1,-0.02,9.99,-2.14,42,2,0.72,13788.16,0.5,2785.81,2.2,0.08,24,2769.86,-13.75,-0.49,39,Good,0,39.36,-4817.26,1316.63,0,1,1,2025.01.24 12:15,0,90,80,313.57,2362.2,33.76,0,375.19,92.53,2633.05,548.8,44.35,-20,-210.71,BULL,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-25T08:06:16.714Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
326,MT5_Backtest,326,2025.01.24 22:50:00,2025-01-24,22:50:00,Friday,January,2025-01-24,14:50:00,Friday,January,15-060,30-030,1h-015,2h-008,3h-005,4h-004,Closing Bell,TP_Integrated_EA,4.2.0.7_COMPLETE,,MT5,XAUUSD,M1,sell,in,0.02,2772.38,135.9,20.18,157.42,327,327,2025-01-26,20:03:46,Sunday,January,15-081,30-041,1h-021,2h-011,3h-007,4h-006,After Hours,buy,out,2762.29,0,1.34,tp 2762.38,XAUUSD,Win,Short,3193,14.849153789551139,12.82,2773.45,2762.41,90,XAUUSD,80,-163.43,-5245.32,-671.93,0,160.61,31.5,-677.72,522.24,-20.6,-10,127.27,BEAR,LOW,380,TP,XAUUSD,87.78,60,-159.18,-5896.61,432.63,0,251.34,56.39,-374.34,-622.43,-45.62,-10,-170.88,UNKNOWN,UNKNOWN,380,20.18,12.82,10.09,49,3193,1,12.82,2762.41,2773.45,0.1,-0.01,9.97,-1.07,49,1,0.73,13743.56,0.5,2751.83,10.46,-0.38,49,2762.49,-0.2,0.01,18,Early,0.37,-24.89,651.29,-303.37,20,1,1,2025.01.24 22:50,0,90,80,-5245.32,-671.93,-163.43,0,160.61,31.5,-677.72,522.24,-20.6,-10,127.27,BEAR,LOW,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-25T08:06:16.714Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
328,MT5_Backtest,328,2025.01.27 04:15:00,2025-01-27,04:15:00,Monday,January,2025-01-26,20:15:00,Sunday,January,15-082,30-041,1h-021,2h-011,3h-007,4h-006,After Hours,TP_Integrated_EA,4.2.0.7_COMPLETE,,MT5,XAUUSD,M1,sell,in,0.03,2758.61,157.42,30.78,188.2,329,329,2025-01-27,01:28:52,Monday,January,15-006,30-003,1h-002,2h-001,3h-001,4h-001,After Hours,buy,out,2748.35,0,0,tp 2748.61,XAUUSD,Win,Short,313,19.552788718079025,16.35,2762.87,2748.66,101.11,XAUUSD,80,-269.44,-14208.62,-1160.23,0,-19.34,23.1,241.64,449.55,61.16,-10,-44.34,BEAR,NORMAL,390,TP,XAUUSD,83.33,100,250.15,2017.96,2612.3,0,875.92,99.17,-410.7,-41.53,-14.9,-20,-86.37,UNKNOWN,UNKNOWN,730,30.78,16.35,10.26,63,313,1,16.35,2748.66,2762.87,0.1,-0.04,9.95,-4.26,63,15,1.12,8976.19,0.5,2747.19,1.16,-0.04,2,2770.91,-22.56,0.82,42,Optimal,0,-76.06,-16226.58,652.34,-20,1,1,2025.01.27 04:15,0,101.11,80,-14208.62,-1160.23,-269.44,0,-19.34,23.1,241.64,449.55,61.16,-10,-44.34,BEAR,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-25T08:06:16.716Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
330,MT5_Backtest,330,2025.01.27 10:15:00,2025-01-27,10:15:00,Monday,January,2025-01-27,02:15:00,Monday,January,15-010,30-005,1h-003,2h-002,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.7_COMPLETE,,MT5,XAUUSD,M1,buy,in,0.03,2754.61,188.2,30.42,218.62,331,331,2025-01-27,03:12:03,Monday,January,15-013,30-007,1h-004,2h-002,3h-002,4h-001,After Hours,sell,out,2764.75,0,0,tp 2764.61,XAUUSD,Win,Long,57,16.16365568544102,13.91,2754.03,2764.11,87.78,XAUUSD,100,231.49,4476.68,2935.74,0,272.48,99.39,1758.36,347.44,108.77,-20,9.32,BULL,NORMAL,380,TP,XAUUSD,74.44,40,-28.93,-3658.03,143.24,0,-275.89,38.01,1013.28,719.78,13.5,0,224.02,UNKNOWN,UNKNOWN,440,30.42,13.91,10.14,12,57,1,13.91,2764.11,2754.03,0.1,-0.01,9.5,-0.58,12,1,1.1,9053.35,0.5,2771.75,7,0.25,34,2757.63,-7.12,-0.26,47,Early,-3.14,61.38,8134.71,745.07,60,1,1,2025.01.27 10:15,0,87.78,100,4476.68,2935.74,231.49,0,272.48,99.39,1758.36,347.44,108.77,-20,9.32,BULL,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-25T08:06:16.718Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
332,MT5_Backtest,332,2025.01.27 16:35:00,2025-01-27,16:35:00,Monday,January,2025-01-27,08:35:00,Monday,January,15-035,30-018,1h-009,2h-005,3h-003,4h-003,Opening Bell,TP_Integrated_EA,4.2.0.7_COMPLETE,,MT5,XAUUSD,M1,sell,in,0.04,2748.52,218.62,-20.08,198.54,333,333,2025-01-27,08:41:19,Monday,January,15-035,30-018,1h-009,2h-005,3h-003,4h-003,Opening Bell,buy,out,2753.54,0,0,sl 2753.52,XAUUSD,Loss,Short,6,-9.184887018571034,-10.11,2753.51,2748.52,90,XAUUSD,80,-495.48,-10486.86,-903.5,0,7.63,24.57,-1348.8,1753.18,-59.98,-10,699.72,BEAR,NORMAL,440,SL,XAUUSD,78.89,100,341.14,4457.08,1029.89,0,48.97,95.12,376.05,-1109.25,63.75,-10,-352.62,UNKNOWN,UNKNOWN,460,-20.08,-10.11,-5.02,2,6,1,-10.11,2748.52,2753.51,0,-0.05,0,-4.99,0,2,-0.73,0,0.5,2730.35,23.19,-0.84,31,2755.27,-1.73,0.06,2,Late,0,-70.54,-14943.95,-1724.85,-20,1,1,2025.01.27 16:35,0,90,80,-10486.86,-903.5,-495.48,0,7.63,24.57,-1348.8,1753.18,-59.98,-10,699.72,BEAR,NORMAL,,PASS,1,2025.01.27 16:35,6.316666666666666,90,80,-10486.86,-903.5,-495.48,0,7.63,24.57,-1348.8,1753.18,-59.98,-10,699.72,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-25T08:06:16.719Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
334,MT5_Backtest,334,2025.01.27 19:35:00,2025-01-27,19:35:00,Monday,January,2025-01-27,11:35:00,Monday,January,15-047,30-024,1h-012,2h-006,3h-004,4h-003,Floor Session,TP_Integrated_EA,4.2.0.7_COMPLETE,,MT5,XAUUSD,M1,buy,in,0.03,2736.66,198.54,6.72,205.26,335,335,2025-01-27,13:50:00,Monday,January,15-056,30-028,1h-014,2h-007,3h-005,4h-004,Floor Session,sell,out,2738.9,0,0,,XAUUSD,Win,Long,135,3.384708371109096,3.27,2732.38,2740.46,85.56,XAUUSD,80,47.44,475.38,4302.47,0,357.72,93.12,3963.21,-270.02,59.17,-20,-494.35,BULL,NORMAL,950,MANUAL,XAUUSD,78.89,80,149.78,1712.33,-115.62,0,-97.86,59.01,-926.11,-1619.22,-73.29,10,-398.82,UNKNOWN,UNKNOWN,440,6.72,3.27,2.24,28,135,1,3.27,2740.46,2732.38,0.04,-0.04,3.8,-4.28,22,2,0.25,40660.42,0.5,2745.19,6.29,0.23,30,2737.68,-1.22,-0.04,1,Early,4.05,34.11,-1236.96,4889.32,0,1,1,2025.01.27 19:35,0,85.56,80,475.38,4302.47,47.44,0,357.72,93.12,3963.21,-270.02,59.17,-20,-494.35,BULL,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-25T08:06:16.720Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
336,MT5_Backtest,336,2025.01.27 21:50:01,2025-01-27,21:50:01,Monday,January,2025-01-27,13:50:01,Monday,January,15-056,30-028,1h-014,2h-007,3h-005,4h-004,Floor Session,TP_Integrated_EA,4.2.0.7_COMPLETE,,MT5,XAUUSD,M1,sell,in,0.04,2738.9,205.26,-3.28,201.98,337,337,2025-01-27,14:00:00,Monday,January,15-057,30-029,1h-015,2h-008,3h-005,4h-004,Floor Session,buy,out,2739.72,0,0,,XAUUSD,Loss,Short,9,-1.5979733021533664,-1.62,2739.85,2738.12,90,XAUUSD,60,-46.81,-473.51,-2196.8,0,-186.6,16.69,-1888,-598.29,-24.61,0,-11.36,BEAR,LOW,440,MANUAL,XAUUSD,78.89,100,243.05,3094.53,1346.23,0,259,98.94,826.09,1265.25,24.4,-10,310.39,UNKNOWN,UNKNOWN,450,-3.28,-1.62,-0.82,3,10,1,-1.62,2738.12,2739.85,0.01,-0.01,0.78,-0.95,1,2,-0.12,0,0.5,2738.05,1.67,-0.06,1,2745.19,-5.47,0.2,28,Late,0,-82.25,-3568.04,-2714.09,-40,1,1,2025.01.27 21:50,0.016666666666666666,90,60,-473.51,-2196.8,-46.81,0,-186.6,16.69,-1888,-598.29,-24.61,0,-11.36,BEAR,LOW,,PASS,1,2025.01.27 21:50,10,90,60,-473.51,-2196.8,-46.81,0,-186.6,16.69,-1888,-598.29,-24.61,0,-11.36,BEAR,LOW,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-25T08:06:16.721Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
338,MT5_Backtest,338,2025.01.27 22:00:00,2025-01-27,22:00:00,Monday,January,2025-01-27,14:00:00,Monday,January,15-057,30-029,1h-015,2h-008,3h-005,4h-004,Floor Session,TP_Integrated_EA,4.2.0.7_COMPLETE,,MT5,XAUUSD,M1,buy,in,0.04,2739.71,201.98,7.8,209.78,339,339,2025-01-27,15:45:00,Monday,January,15-064,30-032,1h-016,2h-008,3h-006,4h-004,After Hours,sell,out,2741.66,0,0,,XAUUSD,Win,Long,105,3.8617684919298942,3.72,2738.05,2743.82,87.78,XAUUSD,80,46.78,346.44,1113.57,0,567.24,93.2,-693.48,2062.86,-43.55,0,638.45,BULL,LOW,440,MANUAL,XAUUSD,76.67,80,-90.4,-1574.42,-129.04,0,-226.2,21.38,279.2,-908.25,9.79,0,-255.88,UNKNOWN,UNKNOWN,440,7.8,3.72,1.95,22,105,1,3.72,2743.82,2738.05,0.04,-0.02,4.11,-1.66,18,1,0.28,35103.21,0.5,2745.19,3.53,0.13,7,2738.08,-3.58,-0.13,49,Early,1.58,71.82,1920.86,-972.69,0,1,1,2025.01.27 22:00,0,87.78,80,356.27,1128.32,46.78,0,570.93,93.2,-693.48,2062.86,-43.55,0,638.45,BULL,LOW,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-25T08:06:16.722Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
340,MT5_Backtest,340,2025.01.27 23:45:01,2025-01-27,23:45:01,Monday,January,2025-01-27,15:45:01,Monday,January,15-064,30-032,1h-016,2h-008,3h-006,4h-004,After Hours,TP_Integrated_EA,4.2.0.7_COMPLETE,,MT5,XAUUSD,M1,sell,in,0.04,2741.66,209.78,-11.08,201.39,341,341,2025-01-27,17:30:00,Monday,January,15-071,30-036,1h-018,2h-009,3h-006,4h-005,After Hours,buy,out,2744.43,0,2.69,,XAUUSD,Loss,Short,104,-5.281723710553914,-5.5,2745.64,2739.81,92.22,XAUUSD,60,-22.39,-1239.42,-2425.55,0,-128,18.27,-2899.43,-1415.21,-26,10,-162.19,BEAR,LOW,500,MANUAL,XAUUSD,70,60,-0.48,-1372.29,-2224.16,0,-514.58,18.47,-111.74,-1105.7,-11.92,10,-266.53,UNKNOWN,UNKNOWN,450,-11.08,-5.5,-2.77,8,105,1,-5.5,2739.81,2745.64,0.02,-0.04,1.85,-3.98,6,7,-0.4,0,0.5,2738.08,6.35,-0.23,42,2745.16,-0.73,0.03,22,Good,0,-0.2,132.87,-2787.69,0,1,1,2025.01.27 23:45,0.016666666666666666,92.22,60,-1239.42,-2425.55,-22.39,0,-128,18.27,-2899.43,-1415.21,-26,10,-162.19,BEAR,LOW,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-25T08:06:16.724Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
342,MT5_Backtest,342,2025.01.28 01:30:00,2025-01-28,01:30:00,Tuesday,January,2025-01-27,17:30:00,Monday,January,15-071,30-036,1h-018,2h-009,3h-006,4h-005,After Hours,TP_Integrated_EA,4.2.0.7_COMPLETE,,MT5,XAUUSD,M1,buy,in,0.04,2743.71,201.39,-12.28,189.11,343,343,2025-01-27,18:25:01,Monday,January,15-074,30-037,1h-019,2h-010,3h-007,4h-005,After Hours,sell,out,2740.64,0,0,,XAUUSD,Loss,Long,55,-6.097621530363971,-6.49,2739.5,2743.71,90,XAUUSD,80,14.11,693.2,4025.24,0,809.24,91.26,2520.5,3975.44,40.48,-10,877.43,BULL,NORMAL,680,MANUAL,XAUUSD,90,100,172.52,5855.36,1295.15,0,-57.71,87.67,967.99,-1510.25,45.34,0,-493.46,UNKNOWN,UNKNOWN,440,-12.28,-6.49,-3.07,12,55,1,-6.49,2743.71,2739.5,0,-0.04,0,-4.21,0,2,-0.45,0,0.5,2745.16,4.52,0.16,11,2737.67,-2.97,-0.11,41,Late,0,3.59,-5162.17,1552.51,-20,1,1,2025.01.28 01:30,0,90,80,1175.34,4748.45,12.62,0,990.04,91.26,2520.5,3975.44,40.48,-10,877.43,BULL,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-25T08:06:16.724Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
344,MT5_Backtest,344,2025.01.28 02:25:01,2025-01-28,02:25:01,Tuesday,January,2025-01-27,18:25:01,Monday,January,15-074,30-037,1h-019,2h-010,3h-007,4h-005,After Hours,TP_Integrated_EA,4.2.0.7_COMPLETE,,MT5,XAUUSD,M1,sell,in,0.03,2740.66,189.11,-15.78,173.33,345,345,2025-01-27,19:16:11,Monday,January,15-078,30-039,1h-020,2h-010,3h-007,4h-005,After Hours,buy,out,2745.92,0,0,sl 2745.66,XAUUSD,Loss,Short,51,-8.34434984929406,-9.1,2745.4,2740.24,87.78,XAUUSD,60,-43.55,-712.55,-1059.76,0,-122.34,16.78,-1192.79,-1567.94,-80.54,10,-341.82,BEAR,NORMAL,440,SL,XAUUSD,87.78,100,185.6,9972.69,42.82,0,-481.61,73.39,2741.67,-196.34,24.8,0,-298.65,UNKNOWN,UNKNOWN,440,-15.78,-9.1,-5.26,11,51,1,-9.1,2740.24,2745.4,0,-0.05,0.42,-4.74,1,11,-0.58,0,0.5,2737.67,8.25,-0.3,31,2745.92,0,0,0,Good,0,-56.61,-10685.25,-3934.47,-40,1,1,2025.01.28 02:25,0.016666666666666666,87.78,60,-730.29,-1086.37,-43.49,0,-128.99,16.78,-1192.79,-1567.94,-80.54,10,-341.82,BEAR,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-25T08:06:16.725Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
346,MT5_Backtest,346,2025.01.28 04:05:00,2025-01-28,04:05:00,Tuesday,January,2025-01-27,20:05:00,Monday,January,15-081,30-041,1h-021,2h-011,3h-007,4h-006,After Hours,TP_Integrated_EA,4.2.0.7_COMPLETE,,MT5,XAUUSD,M1,sell,in,0.03,2738.87,173.33,-15.12,158.21,347,347,2025-01-27,23:01:25,Monday,January,15-093,30-047,1h-024,2h-012,3h-008,4h-006,After Hours,buy,out,2743.91,0,0,sl 2743.87,XAUUSD,Loss,Short,176,-8.723244677782265,-9.56,2743.43,2738.17,90,XAUUSD,80,-263.97,-8664.72,-3822.24,0,-456.18,16.5,-1808.38,-278.68,-54.11,-10,-3.37,BEAR,NORMAL,440,SL,XAUUSD,85.56,100,366.02,10582.04,4901.78,0,289.03,99.28,3789.68,987.6,134.66,0,2.71,UNKNOWN,UNKNOWN,440,-15.12,-9.56,-5.04,36,176,1,-9.56,2738.17,2743.43,0.01,-0.05,0.7,-4.56,21,36,-0.55,0,0.5,2734.68,9.23,-0.34,43,2744.76,-0.85,0.03,2,Good,0,-82.78,-19246.77,-5598.07,-20,1,1,2025.01.28 04:05,0,90,80,-8664.72,-3822.24,-263.97,0,-456.18,16.5,-1808.38,-278.68,-54.11,-10,-3.37,BEAR,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-25T08:06:16.726Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
348,MT5_Backtest,348,2025.01.28 08:20:00,2025-01-28,08:20:00,Tuesday,January,2025-01-28,00:20:00,Tuesday,January,15-002,30-001,1h-001,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.7_COMPLETE,,MT5,XAUUSD,M1,buy,in,0.03,2742.64,158.21,-7.14,151.07,349,349,2025-01-28,00:35:00,Tuesday,January,15-003,30-002,1h-001,2h-001,3h-001,4h-001,After Hours,sell,out,2740.26,0,0,,XAUUSD,Loss,Long,15,-4.5129890651665505,-4.73,2739.71,2742.64,87.78,XAUUSD,80,24.42,122.86,693.1,0,57.24,86.39,1215.49,-115.1,26.79,-20,-217.25,BULL,NORMAL,440,MANUAL,XAUUSD,65.56,80,-79.86,-1491.77,-983.78,0,33.71,26.51,-237.52,-570.29,9.48,20,-193.64,UNKNOWN,UNKNOWN,550,-7.14,-4.73,-2.38,4,15,1,-4.73,2742.64,2739.71,0,-0.03,0,-2.93,0,3,-0.26,0,0.5,2745.11,4.85,0.18,36,2734.68,-5.58,-0.2,24,Late,0,59.87,1614.63,1453.02,0,1,1,2025.01.28 08:20,0,87.78,80,122.86,693.1,24.42,0,57.24,86.39,1215.49,-115.1,26.79,-20,-217.25,BULL,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-25T08:06:16.727Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
