IN_Deal,Report_Source,IN_Trade_ID,IN_MT_MASTER_DATE_TIME,IN_MT_Date,IN_MT_Time,IN_MT_Day,IN_MT_Month,IN_CST_Date_OP_01,IN_CST_Time_OP_01,IN_CST_Day_OP_01,IN_CST_Month_OP_01,IN_Segment_15M_OP_01,IN_Segment_30M_OP_01,IN_Segment_01H_OP_01,IN_Segment_02H_OP_01,IN_Segment_03H_OP_01,IN_Segment_04H_OP_01,IN_Session_Name_OP_02,Strategy_ID_OP_03,Strategy_Version_ID_OP_03,Optimization_ID_OP_03,Report_Broker_OP_03,Symbol_OP_03,Chart_TF_OP_01,IN_Order_Type_OP_01,IN_Order_Direction,Volume_OP_03,IN_Symbol_Price_OP_03,IN_Balance_OP_01,OUT_Profit_OP_01,OUT_Balance_OP_01,OUT_Trade_ID,OUT_Deal,OUT_CST_Date_OP_03,OUT_CST_Time_OP_03,OUT_CST_Day_OP_03,OUT_CST_Month_OP_03,OUT_Segment_15M_OP_03,OUT_Segment_30M_OP_03,OUT_Segment_01H_OP_03,OUT_Segment_02H_OP_03,OUT_Segment_03H_OP_03,OUT_Segment_04H_OP_03,OUT_Session_Name_OP_03,OUT_Order_Type,OUT_Order_Direction,OUT_Symbol_Price_OP_01,OUT_Commission,OUT_Swap,OUT_Comment,OUT_Symbol,Trade_Result,Trade_Direction,Trade_Duration_Minutes,Trade_ROI_Percentage,Trade_Risk_Reward_Ratio,Trade_MAE,Trade_MFE,EA_Entry_Quality,EA_Entry_Symbol,EA_Entry_Confluence,EA_Entry_Momentum,EA_Entry_Speed,EA_Entry_Acceleration,EA_Entry_Entropy,EA_Entry_Jerk,EA_Entry_PhysicsScore,EA_Entry_SpeedSlope,EA_Entry_AccelerationSlope,EA_Entry_MomentumSlope,EA_Entry_ConfluenceSlope,EA_Entry_JerkSlope,EA_Entry_Zone,EA_Entry_Regime,EA_Entry_Spread,EA_ExitReason,EA_Exit_Symbol,EA_Exit_Quality,EA_Exit_Confluence,EA_Exit_Momentum,EA_Exit_Speed,EA_Exit_Acceleration,EA_Exit_Entropy,EA_Exit_Jerk,EA_Exit_PhysicsScore,EA_Exit_SpeedSlope,EA_Exit_AccelerationSlope,EA_Exit_MomentumSlope,EA_Exit_ConfluenceSlope,EA_Exit_JerkSlope,EA_Exit_Zone,EA_Exit_Regime,EA_Exit_Spread,EA_Profit,EA_ProfitPercent,EA_Pips,EA_HoldTimeBars,EA_HoldTimeMinutes,EA_RiskPercent,EA_RRatio,EA_MFE,EA_MAE,EA_MFE_Percent,EA_MAE_Percent,EA_MFE_Pips,EA_MAE_Pips,EA_MFE_TimeBars,EA_MAE_TimeBars,EA_MFEUtilization,EA_MAEImpact,EA_ExcursionEfficiency,EA_RunUp_Price,EA_RunUp_Pips,EA_RunUp_Percent,EA_RunUp_TimeBars,EA_RunDown_Price,EA_RunDown_Pips,EA_RunDown_Percent,EA_RunDown_TimeBars,EA_ExitQualityClass,EA_EarlyExitOpportunityCost,EA_PhysicsScoreDecay,EA_SpeedDecay,EA_SpeedSlopeDecay,EA_ConfluenceDecay,EA_ZoneTransitioned,Signal_Entry_Matched,Signal_Entry_Timestamp,Signal_Entry_TimeDelta,Signal_Entry_Quality,Signal_Entry_Confluence,Signal_Entry_Speed,Signal_Entry_Acceleration,Signal_Entry_Momentum,Signal_Entry_Entropy,Signal_Entry_Jerk,Signal_Entry_PhysicsScore,Signal_Entry_SpeedSlope,Signal_Entry_AccelerationSlope,Signal_Entry_MomentumSlope,Signal_Entry_ConfluenceSlope,Signal_Entry_JerkSlope,Signal_Entry_Zone,Signal_Entry_Regime,Signal_Entry_PhysicsPass,Signal_Entry_RejectReason,Signal_Exit_Matched,Signal_Exit_Timestamp,Signal_Exit_TimeDelta,Signal_Exit_Quality,Signal_Exit_Confluence,Signal_Exit_Speed,Signal_Exit_Acceleration,Signal_Exit_Momentum,Signal_Exit_Entropy,Signal_Exit_Jerk,Signal_Exit_PhysicsScore,Signal_Exit_SpeedSlope,Signal_Exit_AccelerationSlope,Signal_Exit_MomentumSlope,Signal_Exit_ConfluenceSlope,Signal_Exit_JerkSlope,Signal_Exit_Zone,Signal_Exit_Regime,Signal_Exit_PhysicsPass,Signal_Exit_RejectReason,DataQuality,ProcessingTimestamp,SourceFiles
1244,MT5_Backtest,1244,2025.03.25 07:10:00,2025-03-25,07:10:00,Tuesday,March,2025-03-24,23:10:00,Monday,March,15-093,30-047,1h-024,2h-012,3h-008,4h-006,After Hours,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,buy,in,0.83,20156.0,4,9.79,4,1245,1245,2025-03-25,01:35:00,Tuesday,March,15-007,30-004,1h-002,2h-001,3h-001,4h-001,After Hours,sell,out,20167.8,0,0.0,,NAS100,Win,Long,145,244.74999999999997,0.02,20147.5,20186.8,81.0,NAS100,100,74.33,1482.88,175.03,0,2.29,88.43,-380.18,584.92,6.0,10,345.12,BULL,LOW,200,MANUAL,NAS100,75.67,100,290.02,5980.97,422.11,0,-40.99,88.21,1814.61,2140.79,84.67,20,443.93,UNKNOWN,UNKNOWN,200,9.79,0.23,11.8,30,145,10,0.02,20186.8,20147.5,0.31,-0.09,30.8,-8.5,26,5,0.05,205796.73,0.5,20209.9,42.1,0.21,42,20109.4,-58.4,-0.29,12,,30.3,0.22,-4498.09,-2194.79,0,True,True,2025.03.25 07:10,0,81.0,100,1482.88,175.03,74.33,0,2.29,88.43,-380.18,584.92,6.0,10,345.12,BULL,LOW,False,PASS,True,2025.03.25 09:35,0.0,75.67,60.0,-1191.38,-4924.8,-24.45,0.0,-604.74,17.32,-4219.19,-1595.06,-23.68,0.0,87.93,BEAR,NORMAL,0.0,PASS,,2025-11-26T10:43:28.091Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
1246,MT5_Backtest,1246,2025.03.25 09:35:00,2025-03-25,09:35:00,Tuesday,March,2025-03-25,01:35:00,Tuesday,March,15-007,30-004,1h-002,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,sell,in,0.84,20167.8,4,31.16,4,1247,1247,2025-03-25,02:55:00,Tuesday,March,15-012,30-006,1h-003,2h-002,3h-001,4h-001,After Hours,buy,out,20130.7,0,0.0,,NAS100,Win,Short,80,779.0,0.07,20172.3,20111.4,75.67,NAS100,60,-24.45,-1191.38,-4924.8,0,-604.74,17.32,-4219.19,-1595.06,-23.68,0,87.93,BEAR,NORMAL,200,MANUAL,NAS100,78.33,80,-129.43,-5748.76,-3828.62,0,89.18,30.11,-4139.7,-4979.42,-45.32,0,-1216.97,UNKNOWN,UNKNOWN,200,31.16,0.74,37.1,17,80,10,0.07,20111.4,20172.3,0.56,-0.05,56.4,-4.5,12,2,0.15,64737.8,0.5,20112.4,18.3,-0.09,3,20262.4,-131.7,0.65,44,,0.0,-12.79,4557.38,-79.49,-20,True,True,2025.03.25 09:35,0,75.67,60,-1191.38,-4924.8,-24.45,0,-604.74,17.32,-4219.19,-1595.06,-23.68,0,87.93,BEAR,NORMAL,False,PASS,True,2025.03.25 10:55,0.0,75.67,80.0,218.03,1909.67,111.36,0.0,-522.82,80.78,3777.03,1514.32,33.9,-10.0,205.53,BULL,HIGH,0.0,PASS,,2025-11-26T10:43:28.095Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
1248,MT5_Backtest,1248,2025.03.25 10:55:00,2025-03-25,10:55:00,Tuesday,March,2025-03-25,02:55:00,Tuesday,March,15-012,30-006,1h-003,2h-002,3h-001,4h-001,After Hours,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,buy,in,0.84,20130.7,4,81.48,4,1249,1249,2025-03-25,06:55:00,Tuesday,March,15-028,30-014,1h-007,2h-004,3h-003,4h-002,After Hours,sell,out,20227.7,0,0.0,,NAS100,Win,Long,240,2037.0,0.19,20112.4,20262.4,75.67,NAS100,80,111.36,218.03,1909.67,0,-522.82,80.78,3777.03,1514.32,33.9,-10,205.53,BULL,HIGH,200,MANUAL,NAS100,70.33,80,217.21,4275.91,-57.72,0,-814.43,62.48,3465.46,3206.53,135.85,10,732.48,UNKNOWN,UNKNOWN,200,81.48,1.89,97.0,49,240,10,0.19,20262.4,20112.4,1.32,-0.18,131.7,-18.3,44,3,0.4,24683.85,0.5,20307.9,80.2,0.4,27,20177.9,-49.8,-0.25,11,,-16.8,18.31,-4057.89,311.56,0,True,True,2025.03.25 10:55,0,75.67,80,218.03,1909.67,111.36,0,-522.82,80.78,3777.03,1514.32,33.9,-10,205.53,BULL,HIGH,False,PASS,True,2025.03.25 14:55,0.0,78.33,60.0,-2451.57,-5816.43,-32.37,0.0,-812.43,16.97,-4139.7,-4979.42,-45.32,0.0,-1216.97,BEAR,NORMAL,0.0,PASS,,2025-11-26T10:43:28.100Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
1250,MT5_Backtest,1250,2025.03.25 14:55:00,2025-03-25,14:55:00,Tuesday,March,2025-03-25,06:55:00,Tuesday,March,15-028,30-014,1h-007,2h-004,3h-003,4h-002,After Hours,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,sell,in,0.86,20227.7,4,0.52,4,1251,1251,2025-03-25,08:10:00,Tuesday,March,15-033,30-017,1h-009,2h-005,3h-003,4h-003,After Hours,buy,out,20227.1,0,0.0,,NAS100,Win,Short,75,13.0,0.0,20256.4,20179.9,78.33,NAS100,60,-32.37,-2451.57,-5816.43,0,-812.43,16.97,-4139.7,-4979.42,-45.32,0,-1216.97,BEAR,NORMAL,200,MANUAL,NAS100,75.67,100,195.36,3257.69,4107.8,0,615.74,98.78,673.15,746.88,-31.93,0,265.84,UNKNOWN,UNKNOWN,200,0.52,0.01,0.6,16,75,10,0.0,20179.9,20256.4,0.48,-0.29,47.8,-28.7,11,14,0.0,3895461.54,0.5,20218.3,8.8,-0.04,40,20307.9,-80.8,0.4,12,,8.2,-81.81,-5709.27,-4812.85,-40,True,True,2025.03.25 14:55,0,78.33,60,-2451.57,-5816.43,-32.37,0,-812.43,16.97,-4139.7,-4979.42,-45.32,0,-1216.97,BEAR,NORMAL,False,PASS,True,2025.03.25 16:10,0.0,78.33,100.0,1727.62,829.9,618.41,0.0,-545.29,83.92,2452.17,715.65,297.92,20.0,-26.19,BULL,HIGH,0.0,PASS,,2025-11-26T10:43:28.104Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
1252,MT5_Backtest,1252,2025.03.25 16:10:00,2025-03-25,16:10:00,Tuesday,March,2025-03-25,08:10:00,Tuesday,March,15-033,30-017,1h-009,2h-005,3h-003,4h-003,After Hours,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,buy,in,0.86,20226.8,4,19.87,4,1253,1253,2025-03-25,10:20:00,Tuesday,March,15-042,30-021,1h-011,2h-006,3h-004,4h-003,Floor Session,sell,out,20249.9,0,0.0,,NAS100,Win,Long,130,496.75,0.05,20220.4,20307.9,78.33,NAS100,100,618.68,1696.76,782.43,0,-558.85,83.92,2452.17,715.65,297.92,20,-26.19,BULL,HIGH,200,MANUAL,NAS100,81.0,80,103.6,8241.4,-2546.16,0,-579.0,53.05,-590.65,37.01,-80.41,0,228.36,UNKNOWN,UNKNOWN,200,19.87,0.46,23.1,27,130,10,0.05,20307.9,20220.4,0.81,-0.06,81.1,-6.4,12,1,0.1,101763.46,0.5,20327.0,77.1,0.38,49,20218.3,-31.6,-0.16,14,,54.0,30.87,-6544.63,3042.81,20,True,True,2025.03.25 16:10,0,78.33,100,1727.62,829.9,618.41,0,-545.29,83.92,2452.17,715.65,297.92,20,-26.19,BULL,HIGH,False,PASS,True,2025.03.25 18:20,0.0,78.33,80.0,-3647.02,-181.99,-341.38,0.0,-185.01,17.18,1314.48,-693.43,63.96,0.0,-512.71,BEAR,NORMAL,0.0,PASS,,2025-11-26T10:43:28.108Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
1256,MT5_Backtest,1256,2025.03.25 21:45:00,2025-03-25,21:45:00,Tuesday,March,2025-03-25,13:45:00,Tuesday,March,15-056,30-028,1h-014,2h-007,3h-005,4h-004,Floor Session,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,buy,in,0.86,20282.5,4,41.45,4,1257,1257,2025-03-25,18:05:00,Tuesday,March,15-073,30-037,1h-019,2h-010,3h-007,4h-005,After Hours,sell,out,20330.7,0,-3.74,,NAS100,Win,Long,260,1036.25,0.1,20277.3,20349.4,81.0,NAS100,100,412.89,7501.47,3165.82,0,682.22,99.05,604.88,-1421.68,56.52,0,-582.17,BULL,NORMAL,200,MANUAL,NAS100,83.67,80,16.82,98.99,1558.88,0,138.03,86.94,1467.53,519.05,29.96,0,-52.23,UNKNOWN,UNKNOWN,200,41.45,0.95,48.2,41,260,10,0.1,20349.4,20277.3,0.67,-0.05,66.9,-5.2,37,1,0.2,48919.9,0.5,20353.9,23.2,0.11,8,20287.2,-43.5,-0.21,45,,0.0,12.11,7402.48,-862.66,20,True,True,2025.03.25 21:45,0,81.0,100,7539.88,3224.92,412.89,0,699.1,99.05,604.88,-1421.68,56.52,0,-582.17,BULL,NORMAL,False,PASS,True,2025.03.26 02:05,0.0,86.33,60.0,-1580.24,-5899.13,-5.13,0.0,-1391.35,19.01,-2030.35,-3328.77,-31.69,-10.0,-861.45,BEAR,LOW,0.0,PASS,,2025-11-26T10:43:28.117Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
1262,MT5_Backtest,1262,2025.03.26 03:05:00,2025-03-26,03:05:00,Wednesday,March,2025-03-25,19:05:00,Tuesday,March,15-077,30-039,1h-020,2h-010,3h-007,4h-005,After Hours,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,sell,in,0.86,20337.9,4,33.28,4,1263,1263,2025-03-25,22:10:00,Tuesday,March,15-089,30-045,1h-023,2h-012,3h-008,4h-006,After Hours,buy,out,20299.2,0,0.0,,NAS100,Win,Short,185,832.0,0.08,20341.7,20289.2,86.33,NAS100,80,-64.81,-2378.88,-2152.98,0,-44.31,22.6,-2637.11,-931.05,-57.4,-10,46.24,BEAR,NORMAL,200,MANUAL,NAS100,83.67,80,-337.63,-11392.52,-830.76,0,1057.56,31.18,-3730.11,638.82,-57.7,10,531.59,UNKNOWN,UNKNOWN,200,33.28,0.76,38.7,38,185,10,0.08,20289.2,20341.7,0.49,-0.04,48.7,-3.8,33,3,0.16,61122.9,0.5,20258.4,40.8,-0.2,49,20315.4,-16.2,0.08,43,,2.1,-8.58,9013.65,1093.0,0,True,True,2025.03.26 03:05,0,86.33,80,-2378.88,-2152.98,-64.81,0,-44.31,22.6,-2637.11,-931.05,-57.4,-10,46.24,BEAR,NORMAL,False,PASS,True,2025.03.26 06:10,0.0,83.67,80.0,98.99,1558.88,16.82,0.0,138.03,86.94,1081.41,-594.03,20.53,0.0,-355.33,BULL,NORMAL,0.0,PASS,,2025-11-26T10:43:28.129Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
1266,MT5_Backtest,1266,2025.03.26 06:25:00,2025-03-26,06:25:00,Wednesday,March,2025-03-25,22:25:00,Tuesday,March,15-090,30-045,1h-023,2h-012,3h-008,4h-006,After Hours,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,sell,in,0.87,20291.2,4,5.92,4,1267,1267,2025-03-26,04:40:00,Wednesday,March,15-019,30-010,1h-005,2h-003,3h-002,4h-002,After Hours,buy,out,20284.4,0,0.0,,NAS100,Win,Short,375,148.0,0.01,20317.4,20249.7,86.33,NAS100,80,-110.92,-2482.78,-1605.55,0,-496.57,16.32,-453.65,-664.75,-30.48,10,-105.09,BEAR,NORMAL,200,MANUAL,NAS100,70.33,40,-290.69,-6117.12,2609.16,0,-698.92,37.52,3747.69,999.09,151.17,0,-58.48,UNKNOWN,UNKNOWN,200,5.92,0.14,6.8,76,375,10,0.01,20249.7,20317.4,0.42,-0.26,41.5,-26.2,68,40,0.03,343199.32,0.5,20046.4,238.0,-1.17,45,20310.7,-26.3,0.13,15,,231.2,-21.2,3634.35,-4201.35,40,True,True,2025.03.26 06:25,0,86.33,80,-2482.78,-1605.55,-110.92,0,-496.57,16.32,-453.65,-664.75,-30.48,10,-105.09,BEAR,NORMAL,False,PASS,True,2025.03.26 12:40,0.0,86.33,100.0,5123.47,1655.38,266.83,0.0,27.39,93.87,800.52,100.96,48.89,0.0,102.58,BULL,NORMAL,0.0,PASS,,2025-11-26T10:43:28.138Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
1274,MT5_Backtest,1274,2025.03.26 15:20:00,2025-03-26,15:20:00,Wednesday,March,2025-03-26,07:20:00,Wednesday,March,15-030,30-015,1h-008,2h-004,3h-003,4h-002,After Hours,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,sell,in,0.86,20275.4,4,327.32,4,1275,1275,2025-03-26,18:30:00,Wednesday,March,15-075,30-038,1h-019,2h-010,3h-007,4h-005,After Hours,buy,out,19894.8,0,1.48,,NAS100,Win,Short,670,8183.0,0.7,20291.7,19824.5,89.0,NAS100,80,-135.23,-4202.25,-3769.27,0,-553.06,16.45,-3007.06,-1966.03,-86.16,-10,-197.45,BEAR,NORMAL,200,MANUAL,NAS100,73.0,60,-54.31,-559.0,1241.9,0,662.62,58.39,-1869.65,-98.19,-82.02,0,111.21,UNKNOWN,UNKNOWN,200,327.32,7.03,380.6,123,670,10,0.7,19824.5,20291.7,4.51,-0.16,450.9,-16.3,98,5,1.65,6199.35,0.49,19887.0,7.8,-0.04,1,19965.8,-71.0,0.36,45,,0.0,-41.94,-3643.24,-1137.4,20,True,True,2025.03.26 15:20,0,89.0,80,-4202.25,-3769.27,-135.23,0,-553.06,16.45,-3007.06,-1966.03,-86.16,-10,-197.45,BEAR,NORMAL,False,PASS,True,2025.03.27 02:30,0.0,81.0,100.0,3892.49,1598.68,258.65,0.0,649.63,99.05,40.06,1499.69,48.52,10.0,454.18,BULL,NORMAL,0.0,PASS,,2025-11-26T10:43:28.157Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
1280,MT5_Backtest,1280,2025.03.27 04:05:00,2025-03-27,04:05:00,Thursday,March,2025-03-26,20:05:00,Wednesday,March,15-081,30-041,1h-021,2h-011,3h-007,4h-006,After Hours,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,buy,in,0.92,19925.8,4,13.06,4,1281,1281,2025-03-26,23:55:00,Wednesday,March,15-096,30-048,1h-024,2h-012,3h-008,4h-006,After Hours,sell,out,19940.0,0,0.0,,NAS100,Win,Long,230,326.5,0.03,19923.3,19965.8,83.67,NAS100,100,294.87,7446.12,477.26,0,-390.47,84.18,1415.03,-573.75,26.02,0,-310.85,BULL,NORMAL,200,MANUAL,NAS100,65.0,100,309.82,3323.67,1263.88,0,371.74,98.25,-452.71,90.1,-50.09,0,-14.34,UNKNOWN,UNKNOWN,200,13.06,0.28,14.2,47,230,10,0.03,19965.8,19923.3,0.4,-0.03,40.0,-2.5,26,1,0.07,152552.07,0.5,19958.3,18.3,0.09,8,19839.3,-100.7,-0.51,28,,4.1,-14.07,4122.45,1867.74,0,True,True,2025.03.27 04:05,0,83.67,100,7446.12,477.26,294.87,0,-390.47,84.18,1415.03,-573.75,26.02,0,-310.85,BULL,NORMAL,False,PASS,True,2025.03.27 07:55,0.0,83.67,60.0,-3189.77,-5724.99,-21.04,0.0,-1456.6,17.92,-2113.37,-3480.35,-29.06,-10.0,-840.93,BEAR,NORMAL,0.0,PASS,,2025-11-26T10:43:28.171Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
1282,MT5_Backtest,1282,2025.03.27 07:55:00,2025-03-27,07:55:00,Thursday,March,2025-03-26,23:55:00,Wednesday,March,15-096,30-048,1h-024,2h-012,3h-008,4h-006,After Hours,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,sell,in,0.92,19940.0,4,46.0,4,1283,1283,2025-03-27,02:30:00,Thursday,March,15-011,30-006,1h-003,2h-002,3h-001,4h-001,After Hours,buy,out,19890.0,0,0.0,,NAS100,Win,Short,155,1150.0,0.1,19960.3,19841.3,83.67,NAS100,60,-21.04,-3189.77,-5724.99,0,-1456.6,17.92,-2113.37,-3480.35,-29.06,-10,-840.93,BEAR,NORMAL,200,MANUAL,NAS100,78.33,80,25.89,397.76,2799.88,0,790.93,91.47,580.5,1959.31,-3.03,10,543.58,UNKNOWN,UNKNOWN,200,46.0,0.98,50.0,32,155,10,0.1,19841.3,19960.3,0.99,-0.2,98.7,-20.3,28,8,0.23,43391.96,0.5,19849.8,40.2,-0.2,36,19956.5,-66.5,0.33,20,,-9.8,-73.55,-3587.53,-2693.86,-20,True,True,2025.03.27 07:55,0,83.67,60,-3189.77,-5724.99,-21.04,0,-1456.6,17.92,-2113.37,-3480.35,-29.06,-10,-840.93,BEAR,NORMAL,False,PASS,True,2025.03.27 10:30,0.0,83.67,80.0,2483.44,6123.43,113.8,0.0,623.58,96.18,5485.23,3354.4,130.29,0.0,417.86,BULL,HIGH,0.0,PASS,,2025-11-26T10:43:28.176Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
1296,MT5_Backtest,1296,2025.03.28 02:50:00,2025-03-28,02:50:00,Friday,March,2025-03-27,18:50:00,Thursday,March,15-076,30-038,1h-019,2h-010,3h-007,4h-005,After Hours,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,buy,in,0.9,19796.0,4,2.43,4,1297,1297,2025-03-27,19:50:00,Thursday,March,15-080,30-040,1h-020,2h-010,3h-007,4h-005,After Hours,sell,out,19798.7,0,0.0,,NAS100,Win,Long,60,60.75000000000001,0.01,19793.5,19811.7,81.0,NAS100,100,276.75,5100.25,93.76,0,-435.06,76.61,431.06,-404.55,52.15,0,9.62,BULL,LOW,200,MANUAL,NAS100,75.67,60,-45.0,-2149.75,1188.35,0,264.27,59.08,79.32,538.47,20.64,-10,21.51,UNKNOWN,UNKNOWN,200,2.43,0.05,2.7,13,60,10,0.01,19811.7,19793.5,0.16,-0.03,15.7,-2.5,7,1,0.01,814547.33,0.5,19818.2,19.5,0.1,10,19781.5,-17.2,-0.09,2,,16.8,17.53,7250.0,351.74,40,True,True,2025.03.28 02:50,0,81.0,100,5100.25,93.76,276.75,0,-435.06,76.61,431.06,-404.55,52.15,0,9.62,BULL,LOW,False,PASS,True,2025.03.28 03:50,0.0,83.67,80.0,-2405.33,-2690.68,-77.82,0.0,-267.46,17.51,-1962.73,-344.63,-94.29,-10.0,107.11,BEAR,LOW,0.0,PASS,,2025-11-26T10:43:28.208Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
1318,MT5_Backtest,1318,2025.03.28 15:35:00,2025-03-28,15:35:00,Friday,March,2025-03-28,07:35:00,Friday,March,15-031,30-016,1h-008,2h-004,3h-003,4h-002,News,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,sell,in,0.83,19689.6,4,321.54,4,1319,1319,2025-03-28,13:05:00,Friday,March,15-053,30-027,1h-014,2h-007,3h-005,4h-004,Floor Session,buy,out,19302.2,0,0.0,,NAS100,Win,Short,330,8038.500000000001,0.72,19762.7,19261.6,83.67,NAS100,80,-364.92,-5411.59,-13237.4,0,-3480.1,16.18,-6074.74,-12977.95,-51.79,-20,-3406.91,BEAR,HIGH,200,MANUAL,NAS100,81.0,80,-572.78,-14909.15,-5746.74,0,-1156.44,16.05,-2133.11,956.8,-95.05,10,697.22,UNKNOWN,UNKNOWN,200,321.54,7.18,387.4,67,330,10,0.72,19261.6,19762.7,4.28,-0.73,428.0,-73.1,47,2,1.67,6146.26,0.49,19016.8,285.4,-1.48,49,19322.7,-20.5,0.11,1,,-102.0,0.13,9497.56,-3941.62,0,True,True,2025.03.28 15:35,0,83.67,80,-5376.71,-13183.74,-364.56,0,-3464.77,16.18,-6074.74,-12977.95,-51.79,-20,-3406.91,BEAR,HIGH,False,PASS,True,2025.03.28 21:05,0.0,83.67,100.0,3212.0,4831.67,132.46,0.0,1032.08,99.18,2882.49,2291.12,217.61,-10.0,328.27,BULL,NORMAL,0.0,PASS,,2025-11-26T10:43:28.262Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
1322,MT5_Backtest,1322,2025.03.28 22:10:00,2025-03-28,22:10:00,Friday,March,2025-03-28,14:10:00,Friday,March,15-057,30-029,1h-015,2h-008,3h-005,4h-004,Floor Session,TP_Integrated_EA,5.0.0.0_MASTER,,MT5,NAS100,M1,sell,in,0.88,19235.2,4,119.59,4,1323,1323,2025-03-30,20:25:00,Sunday,March,15-082,30-041,1h-021,2h-011,3h-007,4h-006,After Hours,buy,out,19099.3,0,4.54,,NAS100,Win,Short,3255,2989.75,0.26,19242.2,18991.8,86.33,NAS100,80,-285.2,-7456.2,-8007.02,0,-2211.89,16.32,-1603.1,-5582.19,-61.4,-10,-1654.73,BEAR,NORMAL,200,MANUAL,NAS100,75.67,80,140.35,5520.1,-3133.37,0,-841.42,52.78,-384.9,-2136.55,-20.11,0,-710.02,UNKNOWN,UNKNOWN,200,119.59,2.63,135.9,51,3255,10,0.26,18991.8,19242.2,2.43,-0.07,243.4,-7.0,38,1,0.63,16090.14,0.5,19010.3,89.0,-0.47,23,19100.8,-1.5,0.01,1,,-46.9,-36.47,-12976.31,-1218.2,0,True,True,2025.03.28 22:10,0,86.33,80,-7456.2,-8007.02,-285.2,0,-2211.89,16.32,-1603.1,-5582.19,-61.4,-10,-1654.73,BEAR,NORMAL,False,PASS,True,2025.03.31 04:25,0.0,86.33,100.0,12413.06,920.01,604.44,0.0,-392.68,84.32,797.46,-490.42,12.61,0.0,32.27,BULL,NORMAL,0.0,PASS,,2025-11-26T10:43:28.271Z,"{'mt5Report': 'MT5_Backtest', 'eaTradesCSV': 'EA_Trades', 'eaSignalsCSV': 'EA_Signals'}"
