IN_Deal,Report_Source,IN_Trade_ID,IN_MT_MASTER_DATE_TIME,IN_MT_Date,IN_MT_Time,IN_MT_Day,IN_MT_Month,IN_CST_Date_OP_01,IN_CST_Time_OP_01,IN_CST_Day_OP_01,IN_CST_Month_OP_01,IN_Segment_15M_OP_01,IN_Segment_30M_OP_01,IN_Segment_01H_OP_01,IN_Segment_02H_OP_01,IN_Segment_03H_OP_01,IN_Segment_04H_OP_01,IN_Session_Name_OP_02,Strategy_ID_OP_03,Strategy_Version_ID_OP_03,Optimization_ID_OP_03,Report_Broker_OP_03,Symbol_OP_03,Chart_TF_OP_01,IN_Order_Type_OP_01,IN_Order_Direction,Volume_OP_03,IN_Symbol_Price_OP_03,IN_Balance_OP_01,OUT_Profit_OP_01,OUT_Balance_OP_01,OUT_Trade_ID,OUT_Deal,OUT_CST_Date_OP_03,OUT_CST_Time_OP_03,OUT_CST_Day_OP_03,OUT_CST_Month_OP_03,OUT_Segment_15M_OP_03,OUT_Segment_30M_OP_03,OUT_Segment_01H_OP_03,OUT_Segment_02H_OP_03,OUT_Segment_03H_OP_03,OUT_Segment_04H_OP_03,OUT_Session_Name_OP_03,OUT_Order_Type,OUT_Order_Direction,OUT_Symbol_Price_OP_01,OUT_Commission,OUT_Swap,OUT_Symbol,Trade_Result,Trade_Direction,Trade_Duration_Minutes,Trade_ROI_Percentage,Trade_Risk_Reward_Ratio,Trade_MAE,Trade_MFE,EA_Entry_Quality,EA_Entry_Symbol,EA_Entry_Confluence,EA_Entry_Momentum,EA_Entry_Speed,EA_Entry_Acceleration,EA_Entry_Entropy,EA_Entry_Jerk,EA_Entry_PhysicsScore,EA_Entry_SpeedSlope,EA_Entry_AccelerationSlope,EA_Entry_MomentumSlope,EA_Entry_ConfluenceSlope,EA_Entry_JerkSlope,EA_Entry_Zone,EA_Entry_Regime,EA_Entry_Spread,EA_ExitReason,EA_Exit_Symbol,EA_Exit_Quality,EA_Exit_Confluence,EA_Exit_Momentum,EA_Exit_Speed,EA_Exit_Acceleration,EA_Exit_Entropy,EA_Exit_Jerk,EA_Exit_PhysicsScore,EA_Exit_SpeedSlope,EA_Exit_AccelerationSlope,EA_Exit_MomentumSlope,EA_Exit_ConfluenceSlope,EA_Exit_JerkSlope,EA_Exit_Zone,EA_Exit_Regime,EA_Exit_Spread,EA_Profit,EA_ProfitPercent,EA_Pips,EA_HoldTimeBars,EA_HoldTimeMinutes,EA_RiskPercent,EA_RRatio,EA_MFE,EA_MAE,EA_MFE_Percent,EA_MAE_Percent,EA_MFE_Pips,EA_MAE_Pips,EA_MFE_TimeBars,EA_MAE_TimeBars,EA_MFEUtilization,EA_MAEImpact,EA_ExcursionEfficiency,EA_RunUp_Price,EA_RunUp_Pips,EA_RunUp_Percent,EA_RunUp_TimeBars,EA_RunDown_Price,EA_RunDown_Pips,EA_RunDown_Percent,EA_RunDown_TimeBars,EA_ExitQualityClass,EA_EarlyExitOpportunityCost,EA_PhysicsScoreDecay,EA_SpeedDecay,EA_SpeedSlopeDecay,EA_ConfluenceDecay,EA_ZoneTransitioned,Signal_Entry_Matched,Signal_Entry_Timestamp,Signal_Entry_TimeDelta,Signal_Entry_Quality,Signal_Entry_Confluence,Signal_Entry_Speed,Signal_Entry_Acceleration,Signal_Entry_Momentum,Signal_Entry_Entropy,Signal_Entry_Jerk,Signal_Entry_PhysicsScore,Signal_Entry_SpeedSlope,Signal_Entry_AccelerationSlope,Signal_Entry_MomentumSlope,Signal_Entry_ConfluenceSlope,Signal_Entry_JerkSlope,Signal_Entry_Zone,Signal_Entry_Regime,Signal_Entry_PhysicsPass,Signal_Entry_RejectReason,Signal_Exit_Matched,Signal_Exit_Timestamp,Signal_Exit_TimeDelta,Signal_Exit_Quality,Signal_Exit_Confluence,Signal_Exit_Speed,Signal_Exit_Acceleration,Signal_Exit_Momentum,Signal_Exit_Entropy,Signal_Exit_Jerk,Signal_Exit_PhysicsScore,Signal_Exit_SpeedSlope,Signal_Exit_AccelerationSlope,Signal_Exit_MomentumSlope,Signal_Exit_ConfluenceSlope,Signal_Exit_JerkSlope,Signal_Exit_Zone,Signal_Exit_Regime,Signal_Exit_PhysicsPass,Signal_Exit_RejectReason,DataQuality,ProcessingTimestamp,SourceFiles
144,MT5_Backtest,144,2025.10.28 05:22:02,2025-10-28,05:22:02,Tuesday,October,2025-10-27,21:22:02,Monday,October,15-086,30-043,1h-022,2h-011,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,2.19,25856.9,8,-27.59,8,145,145,2025-10-27,21:47:00,Monday,October,15-088,30-044,1h-022,2h-011,3h-008,4h-006,After Hours,buy,out,25869.5,0,0,NAS100,Loss,Short,24,-344.875,-0.06,25869.5,25856.9,83.67,NAS100,80,-16.54,-229.42,-1114.38,0,-324.91,21.19,-610.01,574.58,-4.69,-10,407.79,BEAR,NORMAL,460,MANUAL,NAS100,67.67,60,-17.02,-438.55,837.58,0,117.79,60.36,564.61,288.6,11.49,0,-22.84,UNKNOWN,UNKNOWN,460,-27.59,-0.32,-12.6,26,24,5,-0.06,25856.9,25869.5,0,-0.13,0,-12.6,0,26,-0.11,0,0.5,25847.1,22.4,-0.09,35,25871.3,-1.8,0.01,5,Good,0,-39.17,209.13,-1174.62,20,1,1,2025.10.28 05:22,0.03333333333333333,83.67,80,-229.42,-1114.38,-16.54,0,-324.91,21.19,-610.01,574.58,-4.69,-10,407.79,BEAR,NORMAL,,PASS,1,2025.10.28 05:37,10,86.33,80,-917.99,-872.27,-53.37,0,-262.5,19.11,711.83,119.41,2.98,0,-113.65,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.805Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
146,MT5_Backtest,146,2025.10.28 05:47:01,2025-10-28,05:47:01,Tuesday,October,2025-10-27,21:47:01,Monday,October,15-088,30-044,1h-022,2h-011,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,2.18,25869.5,8,-11.12,8,147,147,2025-10-27,21:57:00,Monday,October,15-088,30-044,1h-022,2h-011,3h-008,4h-006,After Hours,sell,out,25864.4,0,0,NAS100,Loss,Long,9,-139,-0.03,25859.9,25871.3,83.67,NAS100,100,60.86,3613.32,887,0,27.42,91.39,746.16,566.29,6.09,-10,151.35,BULL,NORMAL,460,MANUAL,NAS100,67.67,60,-22.35,-1443.42,319.63,0,-25.75,50.61,-53.48,243.75,5.02,0,82.53,UNKNOWN,UNKNOWN,470,-11.12,-0.13,-5.1,11,10,5,-0.03,25871.3,25859.9,0.02,-0.1,1.8,-9.6,5,2,-0.04,0,0.5,25865.6,1.2,0,1,25844.7,-19.7,-0.08,44,Late,0,40.78,5056.73,799.64,40,1,1,2025.10.28 05:47,0.016666666666666666,83.67,100,3613.32,887,60.86,0,27.42,91.39,746.16,566.29,6.09,-10,151.35,BULL,NORMAL,,PASS,1,2025.10.28 05:51,6,83.67,100,3787.13,1770.78,65.58,0,450.32,97.12,75.64,-58.96,4.26,-10,-11.25,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.806Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
148,MT5_Backtest,148,2025.10.28 05:57:00,2025-10-28,05:57:00,Tuesday,October,2025-10-27,21:57:00,Monday,October,15-088,30-044,1h-022,2h-011,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,2.18,25863.9,8,-7.85,8,149,149,2025-10-27,22:10:03,Monday,October,15-089,30-045,1h-023,2h-012,3h-008,4h-006,After Hours,buy,out,25867.5,0,0,NAS100,Loss,Short,13,-98.125,-0.02,25870.3,25860,81,NAS100,60,-14.77,-292.05,-780.2,0,84.17,33.82,-1226.38,112.49,-6.19,10,186.72,BEAR,NORMAL,460,MANUAL,NAS100,81,80,-61.29,-3764.54,-646.46,0,14.28,26.94,-966.57,122.64,-12.48,10,131.58,UNKNOWN,UNKNOWN,470,-7.85,-0.09,-3.6,14,13,5,-0.02,25860,25870.3,0.04,-0.06,3.9,-6.4,7,1,-0.03,0,0.5,25839.2,28.3,-0.11,47,25867.5,0,0,0,Good,0,6.87,3472.49,-259.82,-20,1,1,2025.10.28 05:57,0,81,60,-142.33,-549.87,-14.52,0,149.98,33.82,-1226.38,112.49,-6.19,10,186.72,BEAR,NORMAL,,PASS,1,2025.10.28 06:03,7.05,81,80,-3332.19,-1865.04,-77.89,0,-371.37,17.38,-417.09,-932.86,-15.69,-10,-349.89,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.807Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
150,MT5_Backtest,150,2025.10.28 06:10:03,2025-10-28,06:10:03,Tuesday,October,2025-10-27,22:10:03,Monday,October,15-089,30-045,1h-023,2h-012,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,2.18,25867.5,8,-23.11,8,151,151,2025-10-27,22:16:02,Monday,October,15-090,30-045,1h-023,2h-012,3h-008,4h-006,After Hours,sell,out,25856.9,0,0,NAS100,Loss,Long,5,-288.875,-0.05,25856.1,25867.5,86.33,NAS100,100,65.06,958.35,574.54,0,-36.24,87,211.33,-1093.85,25.16,-10,-363.88,BULL,NORMAL,460,MANUAL,NAS100,89,100,33.76,1444.17,1780.93,0,92.5,94.91,2035.37,2399.48,15.78,-10,562.56,UNKNOWN,UNKNOWN,420,-23.11,-0.27,-10.6,7,6,5,-0.05,25867.5,25856.1,0,-0.11,0,-11.4,0,6,-0.09,0,0.5,25859.6,2.7,0.01,1,25836.2,-20.7,-0.08,45,Late,0,-7.91,-485.83,-1824.04,0,1,1,2025.10.28 06:10,0.05,86.33,100,958.35,574.54,65.06,0,-36.24,87,211.33,-1093.85,25.16,-10,-363.88,BULL,NORMAL,,PASS,1,2025.10.28 06:13,3.033333333333333,86.33,100,1687.34,360.06,68,0,-63.17,85.16,251.54,243.78,-2.82,-10,113.59,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.808Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
152,MT5_Backtest,152,2025.10.28 06:16:03,2025-10-28,06:16:03,Tuesday,October,2025-10-27,22:16:03,Monday,October,15-090,30-045,1h-023,2h-012,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,2.17,25857.9,8,-5.21,8,153,153,2025-10-27,22:25:00,Monday,October,15-090,30-045,1h-023,2h-012,3h-008,4h-006,After Hours,buy,out,25860.3,0,0,NAS100,Loss,Short,8,-65.125,-0.01,25864.3,25851.8,89,NAS100,80,-25.84,-2600.54,-2437.91,0,-466.71,20.93,-1305.68,-1507.06,-32.39,0,-346.42,BEAR,NORMAL,460,MANUAL,NAS100,81,60,-35.59,-2238.3,1870.07,0,534.17,59.91,-126.22,741.72,3.3,0,201.72,UNKNOWN,UNKNOWN,420,-5.21,-0.06,-2.4,10,8,5,-0.01,25851.8,25864.3,0.06,-0.06,6.1,-6.4,6,1,-0.02,0,0.5,25831,29.3,-0.11,48,25860.3,0,0,0,Good,0,-38.99,-362.24,-1179.46,20,1,1,2025.10.28 06:16,0.05,89,80,-2916.31,-2923.71,-25.34,0,-605.51,20.93,-1305.68,-1507.06,-32.39,0,-346.42,BEAR,NORMAL,,PASS,1,2025.10.28 06:20,5,94.33,80,-6231.81,-1134.33,-75.32,0,33.98,28.25,-589.75,965.11,-11.82,-10,307.37,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.809Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
154,MT5_Backtest,154,2025.10.28 06:25:01,2025-10-28,06:25:01,Tuesday,October,2025-10-27,22:25:01,Monday,October,15-090,30-045,1h-023,2h-012,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,2.17,25860.3,8,-16.71,8,155,155,2025-10-27,22:29:00,Monday,October,15-090,30-045,1h-023,2h-012,3h-008,4h-006,After Hours,sell,out,25852.6,0,0,NAS100,Loss,Long,3,-208.875,-0.04,25852.6,25860.3,83.67,NAS100,80,13.91,938.63,2012.3,0,67.92,88.61,2361.98,1174.26,9.07,-10,94.73,BULL,NORMAL,470,MANUAL,NAS100,75.67,100,21.63,279.68,2024.85,0,391.72,94.08,1000.98,535.25,6.96,10,74.75,UNKNOWN,UNKNOWN,420,-16.71,-0.19,-7.7,5,4,5,-0.04,25860.3,25852.6,0,-0.08,0,-7.7,0,5,-0.06,0,0.5,25853.6,1,0,2,25829.5,-23.1,-0.09,46,Late,0,-5.47,658.95,1361,-20,1,1,2025.10.28 06:25,0.016666666666666666,83.67,80,938.63,2012.3,13.91,0,67.92,88.61,2361.98,1174.26,9.07,-10,94.73,BULL,NORMAL,,PASS,1,2025.10.28 06:25,4,83.67,80,938.63,2012.3,13.91,0,67.92,88.61,2361.98,1174.26,9.07,-10,94.73,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.810Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
156,MT5_Backtest,156,2025.10.28 06:29:01,2025-10-28,06:29:01,Tuesday,October,2025-10-27,22:29:01,Monday,October,15-090,30-045,1h-023,2h-012,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,2.17,25852.9,8,7.6,8,157,157,2025-10-27,23:04:00,Monday,October,15-093,30-047,1h-024,2h-012,3h-008,4h-006,After Hours,buy,out,25849.4,0,0,NAS100,Win,Short,34,95,0.02,25858.3,25840.4,86.33,NAS100,60,-3.71,-1005.57,-1670.04,0,-528.47,19.09,-631.73,-1156.92,-1.18,10,-206.23,BEAR,NORMAL,460,MANUAL,NAS100,78.33,80,29.83,2043.95,-5127.66,0,-1338.5,48.71,-281.6,-2248.05,-9.43,0,-612.11,UNKNOWN,UNKNOWN,420,7.6,0.09,3.5,36,35,5,0.02,25840.4,25858.3,0.13,-0.05,12.5,-5.4,32,2,0.03,340240.79,0.5,25829.1,20.3,-0.08,37,25849.8,-0.4,0,47,Early,16.8,-29.61,-3049.51,-350.13,-20,1,1,2025.10.28 06:29,0.016666666666666666,86.33,60,-1091.96,-1802.96,-3.71,0,-566.44,19.09,-631.73,-1156.92,-1.18,10,-206.23,BEAR,NORMAL,,PASS,1,2025.10.28 07:01,3,89,80,-5305.56,-1170.22,-63.78,0,-123.28,18.62,-600.29,92.02,-0.9,-10,45.27,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-24T22:17:35.812Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
158,MT5_Backtest,158,2025.10.28 07:04:00,2025-10-28,07:04:00,Tuesday,October,2025-10-27,23:04:00,Monday,October,15-093,30-047,1h-024,2h-012,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,2.17,25849.7,8,-23.44,8,159,159,2025-10-27,23:07:00,Monday,October,15-093,30-047,1h-024,2h-012,3h-008,4h-006,After Hours,sell,out,25838.9,0,0,NAS100,Loss,Long,3,-293,-0.05,25838.9,25849.7,89,NAS100,80,5.49,1692.55,4325.78,0,900.23,90.77,2035.37,2399.48,15.78,-10,562.56,BULL,NORMAL,420,MANUAL,NAS100,78.33,100,63.32,4030.54,1519.09,0,637.59,96.72,-1222.35,1403.94,-8.47,-10,686.13,UNKNOWN,UNKNOWN,420,-23.44,-0.27,-10.8,4,3,5,-0.05,25849.7,25838.9,0,-0.11,0,-10.8,0,4,-0.09,0,0.5,25849.8,10.9,0.04,44,25829.1,-9.8,-0.04,34,Late,0,-5.94,-2337.99,3257.72,-20,1,1,2025.10.28 07:04,0,89,80,1637.42,4240.96,5.39,0,876,90.77,2035.37,2399.48,15.78,-10,562.56,BULL,NORMAL,,PASS,1,2025.10.28 07:04,3,89,80,1637.42,4240.96,5.39,0,876,90.77,2035.37,2399.48,15.78,-10,562.56,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.813Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
160,MT5_Backtest,160,2025.10.28 07:07:00,2025-10-28,07:07:00,Tuesday,October,2025-10-27,23:07:00,Monday,October,15-093,30-047,1h-024,2h-012,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,2.16,25838.9,8,-52.92,8,161,161,2025-10-28,00:31:00,Tuesday,October,15-003,30-002,1h-001,2h-001,3h-001,4h-001,After Hours,buy,out,25863.4,0,0,NAS100,Loss,Short,84,-661.5,-0.12,25863.9,25833.3,86.33,NAS100,60,-13.61,-1051.44,-2691.38,0,-979.11,18.5,205.69,-1921.11,9.62,10,-624.11,BEAR,NORMAL,410,MANUAL,NAS100,67.67,40,-21.49,-1212.95,256.69,0,-81.31,43.5,874.64,-677.77,8.87,0,-464.06,UNKNOWN,UNKNOWN,420,-52.92,-0.61,-24.5,85,84,5,-0.12,25833.3,25863.9,0.06,-0.25,5.6,-25,34,84,-0.2,0,0.5,25839.4,24,-0.09,33,25867.3,-3.9,0.02,3,Good,0,-25,161.5,-668.95,20,1,1,2025.10.28 07:07,0,86.33,60,-1051.44,-2691.38,-13.61,0,-979.11,18.5,205.69,-1921.11,9.62,10,-624.11,BEAR,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.814Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
162,MT5_Backtest,162,2025.10.28 08:31:01,2025-10-28,08:31:01,Tuesday,October,2025-10-28,00:31:01,Tuesday,October,15-003,30-002,1h-001,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,2.15,25863.9,8,-21.29,8,163,163,2025-10-28,00:38:00,Tuesday,October,15-003,30-002,1h-001,2h-001,3h-001,4h-001,After Hours,sell,out,25854,0,0,NAS100,Loss,Long,6,-266.125,-0.05,25853.5,25867.3,91.67,NAS100,100,79.45,7229.94,2360.14,0,458.23,98.35,254.26,995.98,-0.69,-10,419.46,BULL,NORMAL,410,MANUAL,NAS100,73,80,49.07,3175.13,-1024.15,0,-379.45,49.59,133.78,-444.86,-4.2,0,-26.86,UNKNOWN,UNKNOWN,420,-21.29,-0.25,-9.9,8,7,5,-0.05,25867.3,25853.5,0.03,-0.1,3.4,-10.4,3,7,-0.08,0,0.5,25863.9,9.9,0.04,31,25839.4,-14.6,-0.06,26,Late,0,48.76,4054.81,120.48,20,1,1,2025.10.28 08:31,0.016666666666666666,91.67,100,7092.99,2149.45,79.45,0,398.03,98.35,254.26,995.98,-0.69,-10,419.46,BULL,NORMAL,,PASS,1,2025.10.28 08:31,7,91.67,100,7092.99,2149.45,79.45,0,398.03,98.35,254.26,995.98,-0.69,-10,419.46,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.815Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
164,MT5_Backtest,164,2025.10.28 08:38:00,2025-10-28,08:38:00,Tuesday,October,2025-10-28,00:38:00,Tuesday,October,15-003,30-002,1h-001,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,2.14,25854.2,8,38.95,8,165,165,2025-10-28,02:18:00,Tuesday,October,15-010,30-005,1h-003,2h-002,3h-001,4h-001,After Hours,buy,out,25836,0,0,NAS100,Win,Short,100,486.87500000000006,0.09,25868,25829.5,86.33,NAS100,60,-23.1,-1322.14,-2251.35,0,71.04,29.14,-2642.99,-1081.25,-10.98,10,-90.9,BEAR,NORMAL,420,MANUAL,NAS100,59.67,60,45.49,357.9,-76.62,0,122.5,69.35,-891.22,-1205.6,-25.94,0,-333.14,UNKNOWN,UNKNOWN,420,38.95,0.45,18.2,101,100,5,0.09,25829.5,25868,0.25,-0.14,24.7,-13.8,96,31,0.15,66413.35,0.5,25827.6,8.4,-0.03,5,25857.1,-21.1,0.08,44,Good,0,-40.21,-1680.05,-1751.77,0,1,1,2025.10.28 08:38,0,86.33,60,-1371.44,-2327.19,-23,0,49.37,29.14,-2642.99,-1081.25,-10.98,10,-90.9,BEAR,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.816Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
166,MT5_Backtest,166,2025.10.28 10:18:01,2025-10-28,10:18:01,Tuesday,October,2025-10-28,02:18:01,Tuesday,October,15-010,30-005,1h-003,2h-002,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,2.15,25836,8,31.39,8,167,167,2025-10-28,03:00:00,Tuesday,October,15-013,30-007,1h-004,2h-002,3h-002,4h-001,After Hours,sell,out,25850.6,0,0,NAS100,Win,Long,41,392.375,0.07,25827.6,25856.9,78.33,NAS100,100,58.68,217.27,105.98,0,-266.38,74.86,920.51,-79.14,45.79,-20,-108.32,BULL,NORMAL,410,MANUAL,NAS100,83.67,80,33.08,2999.51,-190.32,0,-146.97,49.85,-311.11,-761.79,-17.74,-10,-125.17,UNKNOWN,UNKNOWN,420,31.39,0.36,14.6,43,42,5,0.07,25856.9,25827.6,0.21,-0.08,20.9,-8.4,36,5,0.12,82279.71,0.5,25859.9,9.3,0.04,21,25844.9,-5.7,-0.02,40,Early,-5.3,25.01,-2782.24,1231.62,20,1,1,2025.10.28 10:18,0.016666666666666666,78.33,100,217.27,105.98,58.68,0,-266.38,74.86,920.51,-79.14,45.79,-20,-108.32,BULL,NORMAL,,PASS,1,2025.10.28 10:50,10,89,100,5498.18,452.75,118.76,0,-176.36,84.45,234.34,-1243.37,8.38,-10,-365.86,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-24T22:17:35.817Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
168,MT5_Backtest,168,2025.10.28 11:00:00,2025-10-28,11:00:00,Tuesday,October,2025-10-28,03:00:00,Tuesday,October,15-013,30-007,1h-004,2h-002,3h-002,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,2.16,25850.6,8,-18.14,8,169,169,2025-10-28,03:15:00,Tuesday,October,15-014,30-007,1h-004,2h-002,3h-002,4h-001,After Hours,buy,out,25859,0,0,NAS100,Loss,Short,15,-226.75,-0.04,25861.3,25850.6,78.33,NAS100,80,-24.61,-231.16,-1058.11,0,153.57,35.44,-1074.44,286.04,-6.51,-10,152.31,BEAR,NORMAL,420,MANUAL,NAS100,70.33,80,-68.05,-1338.62,-787.55,0,-5.45,24.52,-473.81,247.11,-23.61,10,113.26,UNKNOWN,UNKNOWN,410,-18.14,-0.21,-8.4,16,15,5,-0.04,25850.6,25861.3,0,-0.11,0,-10.7,0,2,-0.07,0,0.5,25844.9,14.1,-0.05,25,25868.1,-9.1,0.04,46,Late,0,10.92,1107.46,-600.63,0,1,1,2025.10.28 11:00,0,78.33,80,-231.16,-1058.11,-24.61,0,153.57,35.44,-1074.44,286.04,-6.51,-10,152.31,BEAR,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.818Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
170,MT5_Backtest,170,2025.10.28 11:15:00,2025-10-28,11:15:00,Tuesday,October,2025-10-28,03:15:00,Tuesday,October,15-014,30-007,1h-004,2h-002,3h-002,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,2.16,25859.5,8,2.38,8,171,171,2025-10-28,04:44:00,Tuesday,October,15-019,30-010,1h-005,2h-003,3h-002,4h-002,After Hours,sell,out,25860.6,0,0,NAS100,Win,Long,89,29.75,0.01,25844.9,25872.9,78.33,NAS100,80,7.62,1064.9,2093.17,0,510.06,90.36,793.02,823.67,13.14,-10,141.28,BULL,LOW,410,MANUAL,NAS100,73,60,-51.26,-1321.85,443.11,0,502.68,58.57,-1449.38,-698.61,-30.71,0,-108.71,UNKNOWN,UNKNOWN,410,2.38,0.03,1.1,90,89,5,0.01,25872.9,25844.9,0.13,-0.15,13.4,-14.6,71,25,0.01,1085920.17,0.5,25885.6,25,0.1,44,25853.6,-7,-0.03,5,Early,23.9,31.78,2386.76,2242.4,20,1,1,2025.10.28 11:15,0,78.33,80,920.47,1870.97,7.37,0,446.57,90.36,793.02,823.67,13.14,-10,141.28,BULL,LOW,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-24T22:17:35.820Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
