tradeIndex,type,message
544,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1090, OUT=1091"
545,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1092, OUT=1093"
546,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1094, OUT=1095"
547,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1096, OUT=1097"
548,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1098, OUT=1099"
549,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1100, OUT=1101"
549,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
550,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1102, OUT=1103"
551,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1104, OUT=1105"
551,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
552,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1106, OUT=1107"
553,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1108, OUT=1109"
553,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
554,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1110, OUT=1111"
554,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
555,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1112, OUT=1113"
556,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1114, OUT=1115"
557,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1116, OUT=1117"
558,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1118, OUT=1119"
559,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1120, OUT=1121"
560,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1122, OUT=1123"
561,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1124, OUT=1125"
561,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
562,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1126, OUT=1127"
563,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1128, OUT=1129"
564,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1130, OUT=1131"
564,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
565,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1132, OUT=1133"
566,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1134, OUT=1135"
566,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
567,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1136, OUT=1137"
568,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1138, OUT=1139"
569,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1140, OUT=1141"
569,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
570,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1142, OUT=1143"
571,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1144, OUT=1145"
571,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
572,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1146, OUT=1147"
573,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1148, OUT=1149"
573,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
574,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1150, OUT=1151"
575,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1152, OUT=1153"
576,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1154, OUT=1155"
577,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1156, OUT=1157"
578,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1158, OUT=1159"
579,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1160, OUT=1161"
580,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1162, OUT=1163"
580,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
581,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1164, OUT=1165"
581,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
582,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1166, OUT=1167"
583,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1168, OUT=1169"
584,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1170, OUT=1171"
584,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
585,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1172, OUT=1173"
586,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1174, OUT=1175"
586,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
587,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1176, OUT=1177"
587,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
588,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1178, OUT=1179"
588,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
589,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1180, OUT=1181"
590,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1182, OUT=1183"
590,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
591,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1184, OUT=1185"
591,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
592,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1186, OUT=1187"
593,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1188, OUT=1189"
594,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1190, OUT=1191"
595,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1192, OUT=1193"
596,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1194, OUT=1195"
597,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1196, OUT=1197"
597,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
598,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1198, OUT=1199"
599,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1200, OUT=1201"
600,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1202, OUT=1203"
601,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1204, OUT=1205"
601,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
602,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1206, OUT=1207"
602,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
603,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1208, OUT=1209"
604,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1210, OUT=1211"
605,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1212, OUT=1213"
606,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1214, OUT=1215"
607,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1216, OUT=1217"
608,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1218, OUT=1219"
608,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
609,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1220, OUT=1221"
610,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1222, OUT=1223"
611,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1224, OUT=1225"
611,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
612,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1226, OUT=1227"
613,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1228, OUT=1229"
613,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
614,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1230, OUT=1231"
615,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1232, OUT=1233"
615,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
616,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1234, OUT=1235"
616,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
617,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1236, OUT=1237"
618,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1238, OUT=1239"
619,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1240, OUT=1241"
620,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1242, OUT=1243"
621,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1244, OUT=1245"
621,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
622,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1246, OUT=1247"
623,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1248, OUT=1249"
623,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
624,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1250, OUT=1251"
625,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1252, OUT=1253"
626,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1254, OUT=1255"
627,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1256, OUT=1257"
628,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1258, OUT=1259"
628,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
629,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1260, OUT=1261"
630,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1262, OUT=1263"
631,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1264, OUT=1265"
632,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1266, OUT=1267"
632,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
633,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1268, OUT=1269"
634,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1270, OUT=1271"
635,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1272, OUT=1273"
636,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1274, OUT=1275"
636,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
637,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1276, OUT=1277"
638,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1278, OUT=1279"
638,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
639,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1280, OUT=1281"
639,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
640,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1282, OUT=1283"
641,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1284, OUT=1285"
642,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1286, OUT=1287"
643,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1288, OUT=1289"
643,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
644,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1290, OUT=1291"
645,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1292, OUT=1293"
645,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
646,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1294, OUT=1295"
647,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1296, OUT=1297"
647,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
648,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1298, OUT=1299"
648,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
649,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1300, OUT=1301"
650,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1302, OUT=1303"
651,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1304, OUT=1305"
652,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1306, OUT=1307"
653,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1308, OUT=1309"
654,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1310, OUT=1311"
655,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1312, OUT=1313"
656,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1314, OUT=1315"
657,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1316, OUT=1317"
657,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
658,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1318, OUT=1319"
659,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1320, OUT=1321"
660,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1322, OUT=1323"
661,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1324, OUT=1325"
662,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1326, OUT=1327"
663,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1328, OUT=1329"
664,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1330, OUT=1331"
665,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1332, OUT=1333"
665,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
666,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1334, OUT=1335"
666,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
667,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1336, OUT=1337"
668,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1338, OUT=1339"
669,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1340, OUT=1341"
670,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1342, OUT=1343"
671,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1344, OUT=1345"
672,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1346, OUT=1347"
673,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1348, OUT=1349"
673,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
674,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1350, OUT=1351"
674,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
675,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1352, OUT=1353"
676,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1354, OUT=1355"
677,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1356, OUT=1357"
678,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1358, OUT=1359"
679,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1360, OUT=1361"
680,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1362, OUT=1363"
681,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1364, OUT=1365"
682,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1366, OUT=1367"
682,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
683,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1368, OUT=1369"
683,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
684,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1370, OUT=1371"
684,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
685,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1372, OUT=1373"
685,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
686,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1374, OUT=1375"
686,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
687,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1376, OUT=1377"
688,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1378, OUT=1379"
688,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
689,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1380, OUT=1381"
690,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1382, OUT=1383"
690,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
691,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1384, OUT=1385"
692,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1386, OUT=1387"
693,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1388, OUT=1389"
694,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1390, OUT=1391"
695,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1392, OUT=1393"
695,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
696,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1394, OUT=1395"
697,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1396, OUT=1397"
698,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1398, OUT=1399"
699,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1400, OUT=1401"
700,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1402, OUT=1403"
700,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
701,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1404, OUT=1405"
702,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1406, OUT=1407"
702,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
703,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1408, OUT=1409"
703,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
704,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1410, OUT=1411"
704,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
705,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1412, OUT=1413"
706,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1414, OUT=1415"
706,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
707,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1416, OUT=1417"
707,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
708,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1418, OUT=1419"
708,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
709,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1420, OUT=1421"
710,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1422, OUT=1423"
711,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1424, OUT=1425"
711,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
712,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1426, OUT=1427"
713,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1428, OUT=1429"
714,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1430, OUT=1431"
714,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
715,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1432, OUT=1433"
716,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1434, OUT=1435"
717,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1436, OUT=1437"
718,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1438, OUT=1439"
719,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1440, OUT=1441"
720,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1442, OUT=1443"
721,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1444, OUT=1445"
722,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1446, OUT=1447"
722,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
723,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1448, OUT=1449"
724,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1450, OUT=1451"
724,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
725,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1452, OUT=1453"
726,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1454, OUT=1455"
726,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
727,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1456, OUT=1457"
727,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
728,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1458, OUT=1459"
729,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1460, OUT=1461"
730,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1462, OUT=1463"
731,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1464, OUT=1465"
732,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1466, OUT=1467"
732,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
733,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1468, OUT=1469"
733,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
734,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1470, OUT=1471"
734,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
735,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1472, OUT=1473"
736,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1474, OUT=1475"
736,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
737,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1476, OUT=1477"
738,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1478, OUT=1479"
738,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
739,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1480, OUT=1481"
739,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
740,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1482, OUT=1483"
741,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1484, OUT=1485"
741,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
742,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1486, OUT=1487"
743,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1488, OUT=1489"
744,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1490, OUT=1491"
745,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1492, OUT=1493"
746,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1494, OUT=1495"
747,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1496, OUT=1497"
748,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1498, OUT=1499"
749,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1500, OUT=1501"
749,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
750,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1502, OUT=1503"
751,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1504, OUT=1505"
751,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
752,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1506, OUT=1507"
753,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1508, OUT=1509"
754,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1510, OUT=1511"
755,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1512, OUT=1513"
755,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
756,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1514, OUT=1515"
757,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1516, OUT=1517"
758,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1518, OUT=1519"
758,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
759,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1520, OUT=1521"
760,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1522, OUT=1523"
761,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1524, OUT=1525"
761,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
762,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1526, OUT=1527"
762,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
763,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1528, OUT=1529"
764,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1530, OUT=1531"
765,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1532, OUT=1533"
765,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
766,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1534, OUT=1535"
767,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1536, OUT=1537"
768,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1538, OUT=1539"
769,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1540, OUT=1541"
770,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1542, OUT=1543"
771,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1544, OUT=1545"
771,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
772,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1546, OUT=1547"
773,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1548, OUT=1549"
774,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1550, OUT=1551"
775,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1552, OUT=1553"
776,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1554, OUT=1555"
777,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1556, OUT=1557"
778,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1558, OUT=1559"
778,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
779,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1560, OUT=1561"
780,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1562, OUT=1563"
781,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1564, OUT=1565"
781,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
782,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1566, OUT=1567"
783,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1568, OUT=1569"
783,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
784,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1570, OUT=1571"
785,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1572, OUT=1573"
786,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1574, OUT=1575"
786,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
787,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1576, OUT=1577"
788,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1578, OUT=1579"
789,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1580, OUT=1581"
790,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1582, OUT=1583"
791,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1584, OUT=1585"
792,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1586, OUT=1587"
793,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1588, OUT=1589"
793,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
794,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1590, OUT=1591"
795,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1592, OUT=1593"
796,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1594, OUT=1595"
796,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
797,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1596, OUT=1597"
798,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1598, OUT=1599"
799,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1600, OUT=1601"
799,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
800,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1602, OUT=1603"
801,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1604, OUT=1605"
801,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
802,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1606, OUT=1607"
803,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1608, OUT=1609"
804,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1610, OUT=1611"
805,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1612, OUT=1613"
806,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1614, OUT=1615"
807,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1616, OUT=1617"
808,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1618, OUT=1619"
