tradeIndex,type,message
275,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=552, OUT=553"
276,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=554, OUT=555"
277,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=556, OUT=557"
278,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=558, OUT=559"
279,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=560, OUT=561"
279,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
280,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=562, OUT=563"
280,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
281,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=564, OUT=565"
282,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=566, OUT=567"
283,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=568, OUT=569"
284,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=570, OUT=571"
285,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=572, OUT=573"
286,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=574, OUT=575"
287,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=576, OUT=577"
288,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=578, OUT=579"
289,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=580, OUT=581"
290,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=582, OUT=583"
291,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=584, OUT=585"
292,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=586, OUT=587"
292,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
293,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=588, OUT=589"
294,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=590, OUT=591"
295,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=592, OUT=593"
296,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=594, OUT=595"
296,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
297,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=596, OUT=597"
298,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=598, OUT=599"
299,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=600, OUT=601"
299,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
300,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=602, OUT=603"
301,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=604, OUT=605"
301,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
302,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=606, OUT=607"
303,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=608, OUT=609"
303,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
304,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=610, OUT=611"
305,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=612, OUT=613"
306,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=614, OUT=615"
307,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=616, OUT=617"
307,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
308,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=618, OUT=619"
309,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=620, OUT=621"
310,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=622, OUT=623"
310,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
311,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=624, OUT=625"
312,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=626, OUT=627"
313,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=628, OUT=629"
314,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=630, OUT=631"
314,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
315,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=632, OUT=633"
315,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
316,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=634, OUT=635"
317,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=636, OUT=637"
318,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=638, OUT=639"
318,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
319,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=640, OUT=641"
319,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
320,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=642, OUT=643"
320,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
321,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=644, OUT=645"
322,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=646, OUT=647"
323,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=648, OUT=649"
323,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
324,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=650, OUT=651"
325,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=652, OUT=653"
326,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=654, OUT=655"
326,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
327,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=656, OUT=657"
327,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
328,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=658, OUT=659"
329,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=660, OUT=661"
330,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=662, OUT=663"
331,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=664, OUT=665"
331,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
332,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=666, OUT=667"
333,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=668, OUT=669"
333,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
334,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=670, OUT=671"
334,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
335,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=672, OUT=673"
336,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=674, OUT=675"
337,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=676, OUT=677"
338,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=678, OUT=679"
339,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=680, OUT=681"
339,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
340,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=682, OUT=683"
341,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=684, OUT=685"
342,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=686, OUT=687"
342,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
343,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=688, OUT=689"
344,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=690, OUT=691"
344,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
345,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=692, OUT=693"
346,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=694, OUT=695"
347,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=696, OUT=697"
348,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=698, OUT=699"
348,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
349,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=700, OUT=701"
350,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=702, OUT=703"
351,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=704, OUT=705"
351,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
352,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=706, OUT=707"
352,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
353,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=708, OUT=709"
353,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
354,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=710, OUT=711"
354,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
355,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=712, OUT=713"
355,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
356,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=714, OUT=715"
357,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=716, OUT=717"
358,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=718, OUT=719"
359,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=720, OUT=721"
360,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=722, OUT=723"
361,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=724, OUT=725"
362,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=726, OUT=727"
363,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=728, OUT=729"
363,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
364,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=730, OUT=731"
365,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=732, OUT=733"
366,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=734, OUT=735"
367,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=736, OUT=737"
367,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
368,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=738, OUT=739"
369,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=740, OUT=741"
370,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=742, OUT=743"
371,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=744, OUT=745"
372,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=746, OUT=747"
372,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
373,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=748, OUT=749"
374,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=750, OUT=751"
375,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=752, OUT=753"
376,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=754, OUT=755"
377,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=756, OUT=757"
378,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=758, OUT=759"
378,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
379,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=760, OUT=761"
379,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
380,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=762, OUT=763"
380,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
381,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=764, OUT=765"
382,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=766, OUT=767"
382,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
383,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=768, OUT=769"
383,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
384,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=770, OUT=771"
384,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
385,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=772, OUT=773"
386,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=774, OUT=775"
386,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
387,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=776, OUT=777"
387,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
388,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=778, OUT=779"
389,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=780, OUT=781"
390,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=782, OUT=783"
391,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=784, OUT=785"
392,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=786, OUT=787"
392,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
393,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=788, OUT=789"
394,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=790, OUT=791"
395,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=792, OUT=793"
396,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=794, OUT=795"
396,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
397,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=796, OUT=797"
398,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=798, OUT=799"
399,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=800, OUT=801"
400,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=802, OUT=803"
400,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
401,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=804, OUT=805"
401,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
402,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=806, OUT=807"
403,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=808, OUT=809"
403,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
404,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=810, OUT=811"
405,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=812, OUT=813"
406,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=814, OUT=815"
407,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=816, OUT=817"
407,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
408,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=818, OUT=819"
409,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=820, OUT=821"
410,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=822, OUT=823"
411,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=824, OUT=825"
411,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
412,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=826, OUT=827"
412,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
413,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=828, OUT=829"
414,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=830, OUT=831"
414,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
415,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=832, OUT=833"
416,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=834, OUT=835"
416,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
417,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=836, OUT=837"
418,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=838, OUT=839"
419,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=840, OUT=841"
419,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
420,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=842, OUT=843"
421,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=844, OUT=845"
422,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=846, OUT=847"
422,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
423,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=848, OUT=849"
424,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=850, OUT=851"
425,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=852, OUT=853"
425,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
426,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=854, OUT=855"
426,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
427,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=856, OUT=857"
428,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=858, OUT=859"
429,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=860, OUT=861"
430,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=862, OUT=863"
430,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
431,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=864, OUT=865"
431,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
432,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=866, OUT=867"
433,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=868, OUT=869"
433,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
434,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=870, OUT=871"
435,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=872, OUT=873"
435,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
436,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=874, OUT=875"
436,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
437,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=876, OUT=877"
438,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=878, OUT=879"
439,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=880, OUT=881"
440,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=882, OUT=883"
441,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=884, OUT=885"
442,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=886, OUT=887"
443,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=888, OUT=889"
443,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
444,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=890, OUT=891"
445,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=892, OUT=893"
446,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=894, OUT=895"
446,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
447,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=896, OUT=897"
448,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=898, OUT=899"
449,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=900, OUT=901"
450,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=902, OUT=903"
451,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=904, OUT=905"
451,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
452,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=906, OUT=907"
453,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=908, OUT=909"
454,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=910, OUT=911"
454,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
455,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=912, OUT=913"
456,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=914, OUT=915"
456,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
457,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=916, OUT=917"
457,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
458,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=918, OUT=919"
459,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=920, OUT=921"
460,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=922, OUT=923"
461,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=924, OUT=925"
462,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=926, OUT=927"
463,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=928, OUT=929"
463,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
464,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=930, OUT=931"
465,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=932, OUT=933"
465,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
466,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=934, OUT=935"
467,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=936, OUT=937"
468,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=938, OUT=939"
468,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
469,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=940, OUT=941"
470,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=942, OUT=943"
471,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=944, OUT=945"
472,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=946, OUT=947"
473,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=948, OUT=949"
474,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=950, OUT=951"
474,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
475,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=952, OUT=953"
476,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=954, OUT=955"
477,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=956, OUT=957"
477,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
478,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=958, OUT=959"
478,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
479,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=960, OUT=961"
480,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=962, OUT=963"
481,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=964, OUT=965"
482,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=966, OUT=967"
483,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=968, OUT=969"
484,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=970, OUT=971"
485,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=972, OUT=973"
486,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=974, OUT=975"
486,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
487,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=976, OUT=977"
487,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
488,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=978, OUT=979"
489,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=980, OUT=981"
490,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=982, OUT=983"
491,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=984, OUT=985"
491,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
492,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=986, OUT=987"
492,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
493,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=988, OUT=989"
494,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=990, OUT=991"
494,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
495,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=992, OUT=993"
495,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
496,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=994, OUT=995"
497,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=996, OUT=997"
498,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=998, OUT=999"
499,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1000, OUT=1001"
500,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1002, OUT=1003"
501,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1004, OUT=1005"
502,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1006, OUT=1007"
502,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
503,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1008, OUT=1009"
503,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
504,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1010, OUT=1011"
505,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1012, OUT=1013"
506,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1014, OUT=1015"
507,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1016, OUT=1017"
507,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
508,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1018, OUT=1019"
508,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
509,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1020, OUT=1021"
510,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1022, OUT=1023"
511,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1024, OUT=1025"
512,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1026, OUT=1027"
512,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
513,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1028, OUT=1029"
514,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1030, OUT=1031"
515,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1032, OUT=1033"
515,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
516,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1034, OUT=1035"
517,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1036, OUT=1037"
518,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1038, OUT=1039"
518,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
519,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1040, OUT=1041"
520,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1042, OUT=1043"
521,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1044, OUT=1045"
521,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
522,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1046, OUT=1047"
522,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
523,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1048, OUT=1049"
524,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1050, OUT=1051"
524,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
525,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1052, OUT=1053"
526,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1054, OUT=1055"
527,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1056, OUT=1057"
528,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1058, OUT=1059"
529,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1060, OUT=1061"
530,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1062, OUT=1063"
530,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
531,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1064, OUT=1065"
531,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
532,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1066, OUT=1067"
533,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1068, OUT=1069"
533,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
534,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1070, OUT=1071"
535,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1072, OUT=1073"
535,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
536,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1074, OUT=1075"
537,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1076, OUT=1077"
538,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1078, OUT=1079"
538,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
539,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1080, OUT=1081"
540,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1082, OUT=1083"
540,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
541,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1084, OUT=1085"
542,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1086, OUT=1087"
543,"TRADE_ID_MISMATCH","Trade ID mismatch: IN=1088, OUT=1089"
543,"NO_EXIT_SIGNAL_MATCH","No matching exit signal found"
