EAName_trade,EAVersion_trade,Ticket,OpenTime,CloseTime,Symbol_trade,Type,Lots,OpenPrice,ClosePrice,SL,TP,EntryQuality,EntryConfluence,EntryMomentum,EntryEntropy,EntryZone,EntryRegime,EntrySpread,ExitReason,ExitQuality,ExitConfluence,ExitZone,ExitRegime,Profit,ProfitPercent,Pips,HoldTimeBars,HoldTimeMinutes,RiskPercent,RRatio,Slippage,Commission,MFE,MAE,MFE_Percent,MAE_Percent,MFE_Pips,MAE_Pips,MFE_TimeBars,MAE_TimeBars,RunUp_Price,RunUp_Pips,RunUp_Percent,RunUp_TimeBars,RunDown_Price,RunDown_Pips,RunDown_Percent,RunDown_TimeBars,BalanceAfter,EquityAfter,DrawdownPercent,EntryHour,EntryDayOfWeek,ExitHour,ExitDayOfWeek,EAName_signal,EAVersion_signal,Timestamp,Symbol_signal,Signal,SignalType,Quality,Confluence,Momentum,Speed,Acceleration,Entropy,Jerk,Zone,Regime,Price,Spread,HighThreshold,LowThreshold,Balance,Equity,OpenPositions,PhysicsPass,RejectReason,Hour,DayOfWeek,IsWin,ProfitCategory,RiskAdjustedReturn,QualityBin
TP_Integrated_EA,3.11_PRODUCTION,78,2025-04-07 10:25:00,2025.04.07 17:11,NAS100,BUY,0.02,16468.5,17470.5,15968.5,17468.5,91.66666666666669,100.0,758.3992158216569,0.0,BULL,NORMAL,40.0,TP,0.0,0.0,UNKNOWN,UNKNOWN,20.04,1.923483001554912,1002.0,82,406,1.0,1.923483001554912,0.0,0.0,17466.7,16393.0,9.982000000000006,-0.755,998.2000000000008,-75.5,82,1,18227.8,757.2999999999993,4.334735697318332,2,17018.3,-452.2000000000007,-2.588363240891793,14,1041.86,1041.86,0.0,10,1,17,1,TP_Integrated_EA,3.11_PRODUCTION,2025-04-07 10:25:00,NAS100,1,BUY,91.66666666666669,100.0,758.3992158216569,5507.208031674363,7254.8370246651,0.0,324.07244244600565,BULL,NORMAL,16464.5,40.0,0.0,0.0,1021.82,1021.82,0,PASS,PASS,10,1,1,Large Win,20.04,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,80,2025-04-09 06:55:00,2025.04.09 16:40,NAS100,SELL,0.02,16816.8,17317.6,17316.8,15816.8,94.33333333333331,80.0,-1198.8401943287674,0.0,BEAR,NORMAL,20.0,SL,0.0,0.0,UNKNOWN,UNKNOWN,-10.02,-0.9710807877190264,-500.7999999999993,118,585,1.0,-0.9710807877190264,0.0,0.0,16615.5,17313.6,2.012999999999993,-4.967999999999993,201.29999999999927,-496.7999999999993,21,118,17081.0,236.59999999999852,-1.3662401256525072,17,18762.4,-1444.800000000003,8.34295745368875,48,1031.84,1031.84,0.0,6,3,16,3,TP_Integrated_EA,3.11_PRODUCTION,2025-04-09 06:55:00,NAS100,-1,SELL,94.33333333333331,80.0,-1198.8401943287674,-14295.19010406087,-1482.3957169314117,0.0,-112.62595216500176,BEAR,NORMAL,16816.8,20.0,0.0,0.0,1041.86,1041.86,0,PASS,PASS,6,3,0,Large Loss,-10.02,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,82,2025-04-09 20:20:00,2025.04.09 21:04,NAS100,BUY,0.02,17857.9,18863.1,17362.1,18862.1,91.66666666666666,100.0,2096.66896305735,0.0,BULL,NORMAL,35.0,TP,0.0,0.0,UNKNOWN,UNKNOWN,20.1,1.9107553662756431,1005.1999999999972,9,44,1.0,1.9107553662756431,0.0,0.0,18860.1,17612.2,10.02199999999997,-2.4570000000000074,1002.1999999999972,-245.70000000000076,9,1,19243.9,380.8000000000029,2.0187561959593223,49,18579.3,-283.7999999999993,-1.5045247069675678,13,1051.94,1051.94,0.0,20,3,21,3,TP_Integrated_EA,3.11_PRODUCTION,2025-04-09 20:20:00,NAS100,1,BUY,91.66666666666666,100.0,2096.268963057348,34650.21132590527,15391.065760430673,0.0,2701.975888728675,BULL,NORMAL,17853.6,85.0,0.0,0.0,1031.84,1031.84,0,PASS,PASS,20,3,1,Large Win,20.1,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,84,2025-04-10 03:35:00,2025.04.10 19:03,NAS100,SELL,0.02,19073.9,18072.7,19573.9,18073.9,94.33333333333334,80.0,-806.4889560568145,0.0,BEAR,LOW,20.0,TP,0.0,0.0,UNKNOWN,UNKNOWN,20.02,1.8676070002612035,1001.2000000000008,186,928,1.0,1.8676070002612035,0.0,0.0,18074.9,19138.4,9.99,-0.645,999.0,-64.5,186,6,17789.7,283.0,-1.5658977352581518,6,18537.2,-464.5,2.5701749046905,33,1071.96,1071.96,0.0,3,4,19,4,TP_Integrated_EA,3.11_PRODUCTION,2025-04-10 03:35:00,NAS100,-1,SELL,94.33333333333334,80.0,-806.4889560568145,-13864.481505780035,-3092.52604333726,0.0,-164.73107495826264,BEAR,LOW,19073.9,20.0,0.0,0.0,1051.94,1051.94,0,PASS,PASS,3,4,1,Large Win,20.02,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,86,2025-04-10 19:05:00,2025.04.11 08:55,NAS100,SELL,0.02,18053.9,18555.7,18553.9,17053.9,97.0,80.0,-2283.584489413447,0.0,BEAR,NORMAL,20.0,SL,0.0,0.0,UNKNOWN,UNKNOWN,-10.04,-0.945430575827487,-501.7999999999993,155,830,1.0,-0.945430575827487,0.0,0.0,17791.7,18553.7,2.6220000000000074,-4.997999999999993,262.2000000000007,-499.7999999999993,5,155,18183.0,372.7000000000007,-2.008547238853833,34,18659.0,-103.29999999999929,0.556702253215989,3,1061.95,1061.95,0.0,19,4,8,5,TP_Integrated_EA,3.11_PRODUCTION,2025-04-10 19:05:00,NAS100,-1,SELL,97.0,80.0,-2283.584489413447,-27279.671691149622,-3789.1101636158905,0.0,-244.20169865109423,BEAR,NORMAL,18053.9,20.0,0.0,0.0,1071.96,1071.96,0,PASS,PASS,19,4,0,Large Loss,-10.04,High (95-97)
TP_Integrated_EA,3.11_PRODUCTION,88,2025-04-11 09:05:00,2025.04.14 18:55,NAS100,BUY,0.02,18625.5,18715.5,18120.5,19620.5,94.33333333333334,100.0,895.4817716449897,0.0,BULL,NORMAL,35.0,MANUAL,0.0,0.0,UNKNOWN,UNKNOWN,1.8,0.1692540597466831,90.0,394,4910,1.0,0.1692540597466831,0.0,0.0,19126.0,18136.7,5.005,-4.887999999999993,500.5,-488.7999999999993,364,102,18962.8,247.29999999999927,1.3213646442788023,40,18608.3,-107.20000000000071,-0.5727872618952244,4,1063.49,1063.46,0.0,9,5,18,1,TP_Integrated_EA,3.11_PRODUCTION,2025-04-11 09:05:00,NAS100,1,BUY,94.33333333333334,100.0,893.7317716449897,24246.206244088786,2739.174809101066,0.0,79.65135076611546,BULL,NORMAL,18618.5,20.0,0.0,0.0,1061.95,1061.95,0,PASS,PASS,9,5,1,Small Win,1.8,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,90,2025-04-14 18:55:00,2025.04.16 14:45,NAS100,SELL,0.02,18714.8,18592.3,19214.8,17714.8,94.33333333333334,80.0,-1998.831875084056,0.0,BEAR,NORMAL,20.0,MANUAL,0.0,0.0,UNKNOWN,UNKNOWN,2.45,0.2298311444652908,122.5,503,2630,1.0,0.2298311444652908,0.0,0.0,18378.6,19016.6,3.362000000000007,-3.0179999999999927,336.2000000000007,-301.7999999999993,428,256,18383.2,209.09999999999852,-1.124659133081967,28,18607.2,-14.900000000001455,0.0801407034094837,45,1066.0,1065.97,0.0,18,1,14,3,TP_Integrated_EA,3.11_PRODUCTION,2025-04-14 18:55:00,NAS100,-1,SELL,94.33333333333334,80.0,-1998.481875084056,-24092.515475267865,-1334.842550941151,0.0,342.2574892136314,BEAR,NORMAL,18715.5,20.0,0.0,0.0,1061.95,1063.49,1,PASS,PASS,18,1,1,Small Win,2.45,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,92,2025-04-16 14:45:00,2025.04.16 21:59,NAS100,BUY,0.02,18592.3,18089.9,18092.3,19592.3,91.66666666666669,100.0,424.79197532983306,0.0,BULL,NORMAL,20.0,SL,0.0,0.0,UNKNOWN,UNKNOWN,-10.05,-0.9517496093565035,-502.3999999999978,87,434,1.0,-0.9517496093565035,0.0,0.0,18607.2,18092.7,0.1490000000000145,-4.995999999999985,14.900000000001455,-499.59999999999854,45,87,18313.9,224.0,1.2382600235490522,17,17990.4,-99.5,-0.5500306801032621,7,1055.95,1055.95,0.0,14,3,21,3,TP_Integrated_EA,3.11_PRODUCTION,2025-04-16 14:45:00,NAS100,1,BUY,91.66666666666669,100.0,424.79197532983306,5767.816517739868,3351.7580377545232,0.0,300.6550433239451,BULL,NORMAL,18590.3,20.0,0.0,0.0,1063.49,1066.0,1,PASS,PASS,14,3,0,Large Loss,-10.05,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,94,2025-04-17 09:25:00,2025.04.17 14:15,NAS100,BUY,0.02,18466.3,18337.0,17966.3,19466.3,91.66666666666669,100.0,430.3400671770696,0.0,BULL,NORMAL,20.0,MANUAL,0.0,0.0,UNKNOWN,UNKNOWN,-2.59,-0.245879851143009,-129.29999999999927,59,290,1.0,-0.245879851143009,0.0,0.0,18531.0,18336.0,0.6470000000000072,-1.3029999999999928,64.70000000000073,-130.29999999999927,11,58,18502.8,165.79999999999927,0.9041827998036716,10,18143.3,-193.70000000000076,-1.056334187707917,41,1053.36,1053.31,0.0,9,4,14,4,TP_Integrated_EA,3.11_PRODUCTION,2025-04-17 09:25:00,NAS100,1,BUY,91.66666666666669,100.0,430.3400671770696,10269.831684332974,3448.1166498504417,0.0,590.5163763212478,BULL,NORMAL,18464.3,20.0,0.0,0.0,1055.95,1055.95,0,PASS,PASS,9,4,0,Small Loss,-2.59,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,96,2025-04-17 14:15:00,2025.04.21 03:25,NAS100,SELL,0.02,18336.8,18248.2,18836.8,17336.8,99.66666666666669,80.0,-575.6960648416734,0.0,BEAR,NORMAL,20.0,MANUAL,0.0,0.0,UNKNOWN,UNKNOWN,1.77,0.1677470715341749,88.59999999999854,147,5110,1.0,0.1677470715341749,0.0,0.0,18143.2,18504.8,1.9359999999999853,-1.68,193.59999999999852,-168.0,120,10,18077.9,170.29999999999927,-0.9332427307898822,29,18263.4,-15.200000000000728,0.083295886717598,4,1055.16,1055.1,0.0,14,4,3,1,TP_Integrated_EA,3.11_PRODUCTION,2025-04-17 14:15:00,NAS100,-1,SELL,99.66666666666669,80.0,-575.6960648416734,-14006.620544361183,-4072.316970786112,0.0,-648.9839706964899,BEAR,NORMAL,18337.0,20.0,0.0,0.0,1055.95,1053.36,1,PASS,PASS,14,4,1,Small Win,1.77,Very High (97+)
TP_Integrated_EA,3.11_PRODUCTION,98,2025-04-21 03:25:00,2025.04.21 18:30,NAS100,BUY,0.02,18248.2,17748.2,17748.2,19248.2,91.66666666666669,100.0,450.2762367328583,0.0,BULL,LOW,25.0,SL,0.0,0.0,UNKNOWN,UNKNOWN,-10.0,-0.956791304680623,-500.0,182,905,1.0,-0.956791304680623,0.0,0.0,18263.4,17748.4,0.1520000000000072,-4.997999999999993,15.200000000000728,-499.7999999999993,4,182,17767.2,19.0,0.1070531096111154,15,17594.7,-153.5,-0.864876438174012,41,1045.16,1045.16,0.0,3,1,18,1,TP_Integrated_EA,3.11_PRODUCTION,2025-04-21 03:25:00,NAS100,1,BUY,91.66666666666669,100.0,450.2762367328583,11101.029625710971,1412.0156466510434,0.0,-189.2735530875132,BULL,LOW,18245.7,25.0,0.0,0.0,1053.36,1055.16,1,PASS,PASS,3,1,0,Large Loss,-10.0,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,100,2025-04-22 09:50:00,2025.04.23 16:38,NAS100,BUY,0.02,17986.3,18990.3,17486.3,18986.3,97.0,100.0,409.6508684357001,0.0,BULL,NORMAL,20.0,TP,0.0,0.0,UNKNOWN,UNKNOWN,20.08,1.8851804910106555,1004.0,358,1848,1.0,1.8851804910106555,0.0,0.0,18985.3,17938.3,9.99,-0.48,999.0,-48.0,358,62,19055.6,65.29999999999927,0.3438597599827242,13,18638.6,-351.7000000000007,-1.85199812535874,35,1065.15,1065.15,0.0,9,2,16,3,TP_Integrated_EA,3.11_PRODUCTION,2025-04-22 09:50:00,NAS100,1,BUY,97.0,100.0,409.6508684357001,14468.833319265545,3744.8512911914686,0.0,365.30019722994473,BULL,NORMAL,17984.3,20.0,0.0,0.0,1045.16,1045.16,0,PASS,PASS,9,2,1,Large Win,20.08,High (95-97)
TP_Integrated_EA,3.11_PRODUCTION,102,2025-04-24 13:35:00,2025.04.30 13:35,NAS100,BUY,0.02,18637.8,19461.8,18137.8,19637.8,91.66666666666666,100.0,338.3359709006057,0.0,BULL,NORMAL,20.0,MANUAL,0.0,0.0,UNKNOWN,UNKNOWN,16.48,1.5243733234668395,824.0,978,8640,1.0,1.5243733234668395,0.0,0.0,19592.4,18622.6,9.546000000000022,-0.1520000000000072,954.6000000000022,-15.200000000000728,925,13,19503.8,42.0,0.2158073765016596,8,19002.9,-458.8999999999978,-2.357952501824075,42,1081.1,1081.02,0.0,13,4,13,3,TP_Integrated_EA,3.11_PRODUCTION,2025-04-24 13:35:00,NAS100,1,BUY,91.66666666666666,100.0,338.3359709006057,9032.054292062134,1693.508501253432,0.0,513.2489324268154,BULL,NORMAL,18635.8,20.0,0.0,0.0,1065.15,1065.15,0,PASS,PASS,13,4,1,Large Win,16.48,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,104,2025-04-30 13:35:00,2025.05.01 06:40,NAS100,SELL,0.02,19461.8,19863.8,19961.8,18461.8,91.66666666666669,80.0,-314.47501977669253,0.0,BEAR,LOW,35.0,MANUAL,0.0,0.0,UNKNOWN,UNKNOWN,-8.04,-0.7492381813268225,-402.0,194,1024,1.0,-0.7492381813268225,0.0,0.0,19009.2,19868.7,4.525999999999986,-4.069000000000014,452.59999999999854,-406.9000000000015,42,193,19801.2,62.59999999999855,-0.3151461452491393,41,19877.7,-13.900000000001455,0.0699765402390351,49,1073.09,1072.99,0.0,13,3,6,4,TP_Integrated_EA,3.11_PRODUCTION,2025-04-30 13:35:00,NAS100,-1,SELL,91.66666666666669,80.0,-314.47501977669253,-7797.019296436194,-2415.647798722721,0.0,-303.1980345391315,BEAR,LOW,19461.8,35.0,0.0,0.0,1065.15,1081.1,1,PASS,PASS,13,3,0,Large Loss,-8.04,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,106,2025-05-01 06:40:00,2025.05.02 09:20,NAS100,BUY,0.02,19863.8,19813.9,19363.8,20863.8,91.66666666666669,100.0,255.7116815889377,0.0,BULL,NORMAL,40.0,MANUAL,0.0,0.0,UNKNOWN,UNKNOWN,-1.0,-0.0932835820895522,-49.89999999999782,309,1600,1.0,-0.0932835820895522,0.0,0.0,20028.5,19653.5,1.6470000000000071,-2.1029999999999927,164.70000000000073,-210.29999999999927,140,210,19863.4,49.5,0.249824618071152,14,19768.2,-45.70000000000073,-0.2306461625424612,33,1072.0,1071.92,0.0,6,4,9,5,TP_Integrated_EA,3.11_PRODUCTION,2025-05-01 06:40:00,NAS100,1,BUY,91.66666666666669,100.0,255.7116815889377,8097.677092165254,2875.659451114002,0.0,157.63777141521066,BULL,NORMAL,19859.8,40.0,0.0,0.0,1081.1,1073.09,1,PASS,PASS,6,4,0,Small Loss,-1.0,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,108,2025-05-02 09:20:00,2025.05.02 19:15,NAS100,SELL,0.02,19815.2,20155.7,20315.2,18815.2,94.33333333333334,80.0,-375.6346679278055,0.0,BEAR,NORMAL,35.0,MANUAL,0.0,0.0,UNKNOWN,UNKNOWN,-6.8100000000000005,-0.6393225621720069,-340.5,120,595,1.0,-0.6393225621720069,0.0,0.0,19771.7,20164.7,0.435,-3.495,43.5,-349.5,33,118,20054.2,101.5,-0.5035796325605164,43,20179.4,-23.700000000000728,0.1175846038589616,29,1065.19,1065.12,0.0,9,5,19,5,TP_Integrated_EA,3.11_PRODUCTION,2025-05-02 09:20:00,NAS100,-1,SELL,94.33333333333334,80.0,-374.9846679278058,-10816.591957328108,-2492.104441828445,0.0,-360.1710979568261,BEAR,NORMAL,19813.9,35.99999999998545,0.0,0.0,1073.09,1072.0,1,PASS,PASS,9,5,0,Large Loss,-6.8100000000000005,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,110,2025-05-02 19:15:00,2025.05.06 11:30,NAS100,BUY,0.02,20155.7,19756.2,19655.7,21155.7,91.66666666666669,100.0,919.9393397524216,0.0,BULL,NORMAL,30.0,MANUAL,0.0,0.0,UNKNOWN,UNKNOWN,-7.99,-0.7560202488527228,-399.5,459,5295,1.0,-0.7560202488527228,0.0,0.0,20179.4,19751.2,0.2370000000000073,-4.045,23.700000000000728,-404.5,29,457,19822.6,66.39999999999782,0.3360970227067847,32,19719.7,-36.5,-0.1847521284457537,49,1056.85,1056.77,0.0,19,5,11,2,TP_Integrated_EA,3.11_PRODUCTION,2025-05-02 19:15:00,NAS100,1,BUY,91.66666666666669,100.0,919.9393397524216,12683.079615808045,4076.045168814459,0.0,575.6380833153254,BULL,NORMAL,20152.7,30.0,0.0,0.0,1072.0,1065.19,1,PASS,PASS,19,5,0,Large Loss,-7.99,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,112,2025-05-06 11:30:00,2025.05.06 14:05,NAS100,SELL,0.02,19756.2,19822.7,20256.2,18756.2,94.33333333333331,80.0,-1004.599730384556,0.0,BEAR,HIGH,36.0,MANUAL,0.0,0.0,UNKNOWN,UNKNOWN,-1.33,-0.126004244353494,-66.5,32,155,1.0,-0.126004244353494,0.0,0.0,19744.0,19825.7,0.1220000000000072,-0.695,12.200000000000728,-69.5,17,31,19653.5,169.20000000000073,-0.8535668703052597,36,19849.5,-26.799999999999272,0.1351985350128856,45,1055.52,1055.46,0.0,11,2,14,2,TP_Integrated_EA,3.11_PRODUCTION,2025-05-06 11:30:00,NAS100,-1,SELL,94.33333333333331,80.0,-1004.599730384556,-13848.500643656913,-2492.548229876636,0.0,-345.17311753194576,BEAR,HIGH,19756.2,35.99999999998545,0.0,0.0,1065.19,1056.85,1,PASS,PASS,11,2,0,Small Loss,-1.33,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,114,2025-05-06 14:05:00,2025.05.08 21:00,NAS100,BUY,0.02,19822.7,20167.5,19322.7,20822.7,91.66666666666666,100.0,348.29885272575416,0.0,BULL,NORMAL,36.0,MANUAL,0.0,0.0,UNKNOWN,UNKNOWN,6.9,0.649570718481699,344.7999999999993,636,3295,1.0,0.649570718481699,0.0,0.0,20256.4,19596.9,4.337000000000007,-2.257999999999993,433.7000000000007,-225.79999999999927,622,363,20246.2,78.70000000000073,0.3902318086029539,18,20055.6,-111.90000000000146,-0.5548531052435922,43,1062.24,1062.19,0.0,14,2,21,4,TP_Integrated_EA,3.11_PRODUCTION,2025-05-06 14:05:00,NAS100,1,BUY,91.66666666666666,100.0,348.29885272575416,6295.538921374555,2719.391599221094,0.0,761.4519559902429,BULL,NORMAL,19819.1,36.00000000002183,0.0,0.0,1056.85,1055.52,1,PASS,PASS,14,2,1,Medium Win,6.9,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,116,2025-05-08 21:00:00,2025.05.12 10:00,NAS100,SELL,0.02,20168.7,20687.8,20668.7,19168.7,91.66666666666669,80.0,-577.3017986570617,0.0,BEAR,NORMAL,31.0,SL,0.0,0.0,UNKNOWN,UNKNOWN,-10.38,-0.9867013944999478,-519.0999999999985,420,5100,1.0,-0.9867013944999478,0.0,0.0,19978.4,20660.7,1.9029999999999927,-4.92,190.29999999999927,-492.0,236,420,20632.2,55.59999999999855,-0.2687574319163881,1,20902.5,-214.70000000000076,1.0378097236052202,48,1051.99,1051.99,0.0,21,4,10,1,TP_Integrated_EA,3.11_PRODUCTION,2025-05-08 21:00:00,NAS100,-1,SELL,91.66666666666669,80.0,-577.3017986570617,-6620.590487803154,-1834.3792539494432,0.0,-307.958455072444,BEAR,NORMAL,20167.5,30.0,0.0,0.0,1055.52,1062.24,1,PASS,PASS,21,4,0,Large Loss,-10.38,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,118,2025-05-13 02:15:00,2025.05.15 10:55,NAS100,BUY,0.02,20865.8,21201.6,20365.8,21865.8,91.66666666666669,100.0,183.9165265449149,0.0,BULL,LOW,41.0,MANUAL,0.0,0.0,UNKNOWN,UNKNOWN,6.72,0.6348426591594003,335.7999999999993,657,3400,1.0,0.6348426591594003,0.0,0.0,21346.0,20742.4,4.802000000000008,-1.2339999999999782,480.2000000000007,-123.39999999999782,484,66,21227.8,26.200000000000728,0.1235755792015731,44,21118.6,-83.0,-0.3914798883103162,16,1058.53,1058.45,0.0,2,2,10,4,TP_Integrated_EA,3.11_PRODUCTION,2025-05-13 02:15:00,NAS100,1,BUY,91.66666666666669,100.0,183.9165265449149,4320.7010193005535,2255.373996764472,0.0,-117.2683269347616,BULL,LOW,20861.7,40.99999999998545,0.0,0.0,1051.99,1051.99,0,PASS,PASS,2,2,1,Medium Win,6.72,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,120,2025-05-15 10:55:00,2025.05.16 10:40,NAS100,SELL,0.02,21200.1,21355.7,21700.1,20200.1,97.0,80.0,-742.1070812677733,0.0,BEAR,HIGH,37.0,MANUAL,0.0,0.0,UNKNOWN,UNKNOWN,-3.11,-0.2946610450518735,-155.60000000000218,274,1425,1.0,-0.2946610450518735,0.0,0.0,21122.3,21461.3,0.7779999999999927,-2.612000000000007,77.79999999999927,-261.2000000000007,16,114,21350.0,5.700000000000728,-0.0266907663996063,1,21411.3,-55.59999999999855,0.2603520371610321,46,1055.45,1055.39,0.0,10,4,10,5,TP_Integrated_EA,3.11_PRODUCTION,2025-05-15 10:55:00,NAS100,-1,SELL,97.0,80.0,-740.8470812677721,-11153.984757870952,-1454.0718155145714,0.0,-15.709727568849416,BEAR,HIGH,21201.6,37.00000000000728,0.0,0.0,1051.99,1058.53,1,PASS,PASS,10,4,0,Small Loss,-3.11,High (95-97)
TP_Integrated_EA,3.11_PRODUCTION,122,2025-05-16 10:40:00,2025.05.19 06:50,NAS100,BUY,0.02,21355.7,21138.7,20855.7,22355.7,91.66666666666669,100.0,299.3163945708069,0.0,BULL,NORMAL,37.0,MANUAL,0.0,0.0,UNKNOWN,UNKNOWN,-4.34,-0.412999000808869,-217.0,230,4090,1.0,-0.412999000808869,0.0,0.0,21436.2,21136.4,0.805,-2.1929999999999925,80.5,-219.29999999999927,148,229,21220.9,82.20000000000073,0.388860242115176,29,21096.2,-42.5,-0.2010530448892316,42,1050.85,1050.77,0.0,10,5,6,1,TP_Integrated_EA,3.11_PRODUCTION,2025-05-16 10:40:00,NAS100,1,BUY,91.66666666666669,100.0,299.3163945708069,11896.915934086946,1726.8716452036551,0.0,-384.94052461124863,BULL,NORMAL,21352.0,37.00000000000728,0.0,0.0,1058.53,1055.45,1,PASS,PASS,10,5,0,Small Loss,-4.34,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,124,2025-05-19 06:50:00,2025.05.21 02:05,NAS100,SELL,0.02,21138.7,21365.7,21638.7,20138.7,91.66666666666669,80.0,-309.38966186956554,0.0,BEAR,NORMAL,42.0,MANUAL,0.0,0.0,UNKNOWN,UNKNOWN,-4.54,-0.4338809407762073,-227.0,496,2595,1.0,-0.4338809407762073,0.0,0.0,21049.7,21505.9,0.89,-3.6720000000000073,89.0,-367.2000000000007,59,233,21316.9,48.79999999999927,-0.2284034691117036,42,21387.4,-21.700000000000728,0.1015646573713977,18,1046.37,1046.29,0.0,6,1,2,3,TP_Integrated_EA,3.11_PRODUCTION,2025-05-19 06:50:00,NAS100,-1,SELL,91.66666666666669,80.0,-309.38966186956554,-11755.85797841234,-2167.676945447914,0.0,-346.13703016383687,BEAR,NORMAL,21138.7,42.00000000000728,0.0,0.0,1055.45,1050.85,1,PASS,PASS,6,1,0,Small Loss,-4.54,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,126,2025-05-21 02:05:00,2025.05.23 01:55,NAS100,BUY,0.02,21365.7,21084.4,20865.7,22365.7,91.66666666666669,100.0,379.7340079190531,0.0,BULL,NORMAL,42.0,MANUAL,0.0,0.0,UNKNOWN,UNKNOWN,-5.63,-0.5410548166371953,-281.2999999999993,551,2870,1.0,-0.5410548166371953,0.0,0.0,21501.8,20983.8,1.3609999999999856,-3.819000000000015,136.09999999999854,-381.9000000000015,214,435,21151.4,67.0,0.3177704843391322,25,21077.2,-7.200000000000728,-0.0341484699588355,2,1040.56,1040.45,0.0,2,3,1,5,TP_Integrated_EA,3.11_PRODUCTION,2025-05-21 02:05:00,NAS100,1,BUY,91.66666666666669,100.0,379.7340079190531,4845.27754637206,1359.9983795111227,0.0,-90.93335295711996,BULL,NORMAL,21361.5,42.00000000000728,0.0,0.0,1050.85,1046.37,1,PASS,PASS,2,3,0,Large Loss,-5.63,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,128,2025-05-23 01:55:00,2025.05.23 08:25,NAS100,SELL,0.02,21083.2,21130.9,21583.2,20083.2,91.66666666666669,80.0,-334.1934617097303,0.0,BEAR,LOW,42.0,MANUAL,0.0,0.0,UNKNOWN,UNKNOWN,-0.95,-0.0913804215042179,-47.70000000000073,79,390,1.0,-0.0913804215042179,0.0,0.0,21081.5,21161.7,0.0170000000000072,-0.785,1.7000000000007276,-78.5,2,54,21040.9,90.0,-0.4259165487508814,11,21179.7,-48.79999999999927,0.2309414175449189,33,1039.61,1039.54,0.0,1,5,8,5,TP_Integrated_EA,3.11_PRODUCTION,2025-05-23 01:55:00,NAS100,-1,SELL,91.66666666666669,80.0,-334.1934617097303,-12857.233131628578,-4189.482819998279,0.0,-254.18488148425425,BEAR,LOW,21084.4,42.99999999999272,0.0,0.0,1046.37,1040.56,1,PASS,PASS,1,5,0,Small Loss,-0.95,Medium (90-95)
TP_Integrated_EA,3.11_PRODUCTION,130,2025-05-23 08:25:00,2025.05.23 09:20,NAS100,BUY,0.02,21130.9,21044.8,20630.9,22130.9,91.66666666666669,100.0,166.7107276232474,0.0,BULL,NORMAL,37.0,MANUAL,0.0,0.0,UNKNOWN,UNKNOWN,-1.72,-0.1657208374683251,-86.10000000000218,12,54,1.0,-0.1657208374683251,0.0,0.0,21130.9,21040.9,0.0,-0.9,0.0,-90.0,0,11,21179.7,134.90000000000146,0.6410134570060132,22,21043.8,-1.0,-0.0047517676575686,1,1037.89,1037.78,0.0,8,5,9,5,TP_Integrated_EA,3.11_PRODUCTION,2025-05-23 08:25:00,NAS100,1,BUY,91.66666666666669,100.0,166.7107276232474,5901.410898854354,1428.4776582293398,0.0,-532.8174205931552,BULL,NORMAL,21127.2,37.00000000000728,0.0,0.0,1040.56,1039.61,1,PASS,PASS,8,5,0,Small Loss,-1.72,Medium (90-95)
