dataset,symbol,version,timeframe,signal_metric,outcome_metric,correlation,p_value,n_samples,significant
NAS100_v3.2_05M,NAS100,v3.2,05M,Acceleration,ProfitPercent,-0.006559307468253677,0.8995281477669617,373,False
NAS100_v3.2_05M,NAS100,v3.2,05M,Acceleration,IsWin,-0.03990775169244476,0.4422104045685611,373,False
NAS100_v3.2_05M,NAS100,v3.2,05M,Acceleration,RRatio,-0.006559307468253677,0.8995281477669617,373,False
NAS100_v3.2_05M,NAS100,v3.2,05M,Acceleration,Pips,-0.004516542978679997,0.9307219046450738,373,False
NAS100_v3.2_05M,NAS100,v3.2,05M,Jerk,Profit,-0.030751246576585525,0.553815848217745,373,False
NAS100_v3.2_05M,NAS100,v3.2,05M,Jerk,ProfitPercent,-0.0323218731641063,0.5337403568348084,373,False
NAS100_v3.2_05M,NAS100,v3.2,05M,Jerk,IsWin,-0.039333817915879206,0.448806880347695,373,False
NAS100_v3.2_05M,NAS100,v3.2,05M,Jerk,RRatio,-0.0323218731641063,0.5337403568348084,373,False
NAS100_v3.2_05M,NAS100,v3.2,05M,Jerk,Pips,-0.03121840492507489,0.547806414016036,373,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Quality,Profit,-0.05764380266848555,0.4186785327567984,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Quality,ProfitPercent,-0.05753212734580605,0.4195820122454509,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Quality,IsWin,0.010315378015173083,0.8850239648120096,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Quality,RRatio,-0.05753212734580605,0.4195820122454509,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Quality,Pips,-0.05750478222707536,0.41980341388399656,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Confluence,Profit,0.058478214983760705,0.4119639864063849,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Confluence,ProfitPercent,0.05661334187654975,0.4270582634731138,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Confluence,IsWin,0.12030557628223272,0.09053529419978015,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Confluence,RRatio,0.05661334187654975,0.4270582634731138,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Confluence,Pips,0.058470343507407034,0.4120270308441953,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Momentum,Profit,0.116714264738871,0.10065201149890003,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Momentum,ProfitPercent,0.1144380639374158,0.1075136815994367,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Momentum,IsWin,0.14630283663694033,0.03921134097028484,199,True
NAS100_v3.21_05M,NAS100,v3.21,05M,Momentum,RRatio,0.1144380639374158,0.1075136815994367,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Momentum,Pips,0.11668566060001088,0.10073603757623328,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Speed,Profit,0.043606840179312,0.5408249613624695,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Speed,ProfitPercent,0.0410149664489979,0.5651665083800692,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Speed,IsWin,0.16443752114370366,0.020293061925437568,199,True
NAS100_v3.21_05M,NAS100,v3.21,05M,Speed,RRatio,0.0410149664489979,0.5651665083800692,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Speed,Pips,0.04356063093719999,0.5412543402956527,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Acceleration,Profit,0.09722942323159876,0.1718798305034399,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Acceleration,ProfitPercent,0.09505938894183238,0.1816943087799063,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Acceleration,IsWin,0.10929863275195728,0.1243566351228366,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Acceleration,RRatio,0.09505938894183238,0.1816943087799063,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Acceleration,Pips,0.09728568203568098,0.17163072937578897,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Jerk,Profit,0.1592676891459006,0.024642861189830778,199,True
NAS100_v3.21_05M,NAS100,v3.21,05M,Jerk,ProfitPercent,0.15838396469597116,0.025461513586991034,199,True
NAS100_v3.21_05M,NAS100,v3.21,05M,Jerk,IsWin,0.058614033421777366,0.4108770801952758,199,False
NAS100_v3.21_05M,NAS100,v3.21,05M,Jerk,RRatio,0.15838396469597116,0.025461513586991034,199,True
NAS100_v3.21_05M,NAS100,v3.21,05M,Jerk,Pips,0.15933403477311026,0.02458232450990824,199,True
