EAName,EAVersion,Timestamp,Symbol,Signal,SignalType,Quality,Confluence,Momentum,Speed,Acceleration,Entropy,Jerk,Zone,Regime,Price,Spread,HighThreshold,LowThreshold,Balance,Equity,OpenPositions,PhysicsPass,RejectReason,Hour,DayOfWeek
TP_Integrated_EA,3.0,2025.01.02 01:01,NAS100,0,NONE,67.66666666666666,60.0,-974.2245699118523,-706.4173847768118,4061.541380020079,0.0,1439.79287488152,AVOID,NORMAL,21083.3,25.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,1,4
TP_Integrated_EA,3.0,2025.01.02 01:15,NAS100,0,NONE,73.0,100.0,596.7368790971933,3485.9417237078183,4392.445586052639,0.0,911.1455331895658,AVOID,NORMAL,21121.6,25.0,0.0,0.0,1000.0,1000.0,0,PASS,PASS,1,4
TP_Integrated_EA,3.0,2025.01.02 01:30,NAS100,0,NONE,75.66666666666666,100.0,994.0079193981276,5788.07575100377,4023.6592052714136,0.0,560.6971626491895,AVOID,NORMAL,21119.6,20.0,0.0,0.0,1000.0,1000.0,0,PASS,PASS,1,4
TP_Integrated_EA,3.0,2025.01.02 01:45,NAS100,0,NONE,75.66666666666666,80.0,737.2819462654184,3837.3430810721534,-279.8691776402492,0.0,-586.5222227018746,AVOID,NORMAL,21081.1,20.0,0.0,0.0,1000.0,1000.0,0,PASS,PASS,1,4
TP_Integrated_EA,3.0,2025.01.02 02:00,NAS100,0,NONE,78.33333333333333,100.0,1388.197964176942,4945.20433437993,1259.0619007863477,0.0,-27.19870984013005,AVOID,NORMAL,21088.3,20.0,0.0,0.0,1000.0,1000.0,0,PASS,PASS,2,4
TP_Integrated_EA,3.0,2025.01.02 02:15,NAS100,0,NONE,75.66666666666666,60.0,61.278642784631415,-2003.3775491986446,-7626.041332346947,0.0,-2235.1772696694143,AVOID,NORMAL,21033.8,25.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,2,4
TP_Integrated_EA,3.0,2025.01.02 02:30,NAS100,0,NONE,81.0,80.0,-549.5642381435788,-10627.330657158087,-9640.703719894726,0.0,-1785.8422862030138,AVOID,NORMAL,20965.6,20.0,0.0,0.0,1000.0,1000.0,0,PASS,PASS,2,4
TP_Integrated_EA,3.0,2025.01.02 02:45,NAS100,0,NONE,83.66666666666666,80.0,-948.7994377867332,-7375.768181069802,-227.6834984144974,0.0,952.856855429343,AVOID,NORMAL,21039.5,20.0,0.0,0.0,1000.0,1000.0,0,PASS,PASS,2,4
TP_Integrated_EA,3.0,2025.01.02 03:00,NAS100,0,NONE,83.66666666666666,80.0,-832.7464251836275,-6935.457636012718,-229.24618010913036,0.0,601.5453886153414,AVOID,NORMAL,21052.6,20.0,0.0,0.0,1000.0,1000.0,0,PASS,PASS,3,4
TP_Integrated_EA,3.0,2025.01.02 03:15,NAS100,0,NONE,75.66666666666666,40.0,-294.0042187092084,-1167.9098083838676,6389.886671224927,0.0,2057.7791092704992,AVOID,NORMAL,21095.1,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,3,4
