Time,Deal,Symbol,Type,Direction,Volume,Price,Order,Commission,Swap,Profit,Balance,Comment,
2025.01.02 02:15:00,2,NAS100,sell,in,0.01,21 033.8,2,0.00,0.00,0.00,1 000.00,TP_Integrated 3_11,
2025.01.03 02:15:00,3,NAS100,buy,out,0.01,21 023.0,3,0.00, 0.02, 0.11,1 000.13,,
2025.01.03 02:15:00,4,NAS100,buy,in,0.02,21 022.5,4,0.00,0.00,0.00,1 000.13,TP_Integrated 3_11,
2025.01.03 13:10:00,5,NAS100,sell,out,0.02,21 042.7,5,0.00,0.00, 0.40,1 000.53,,
2025.01.03 13:10:01,6,NAS100,sell,in,0.02,21 042.7,6,0.00,0.00,0.00,1 000.53,TP_Integrated 3_11,
2025.01.06 13:26:10,7,NAS100,buy,out,0.02,21 542.8,7,0.00, 0.10,- 10.00, 990.63,sl 21542.7,
2025.01.08 02:05:01,8,NAS100,buy,in,0.01,21 229.5,8,0.00,0.00,0.00, 990.63,TP_Integrated 3_11,
2025.01.09 02:40:00,9,NAS100,sell,out,0.01,21 117.8,9,0.00,- 0.04,- 1.12, 989.47,,
2025.01.09 02:40:01,10,NAS100,sell,in,0.01,21 117.8,10,0.00,0.00,0.00, 989.47,TP_Integrated 3_11,
2025.01.10 09:30:00,11,NAS100,buy,out,0.01,21 112.8,11,0.00, 0.02, 0.05, 989.54,,
2025.01.10 09:30:01,12,NAS100,buy,in,0.01,21 111.8,12,0.00,0.00,0.00, 989.54,TP_Integrated 3_11,
2025.01.13 03:45:00,13,NAS100,sell,out,0.01,20 759.9,13,0.00,- 0.13,- 3.52, 985.89,,
2025.01.13 03:45:00,14,NAS100,sell,in,0.01,20 759.9,14,0.00,0.00,0.00, 985.89,TP_Integrated 3_11,
2025.01.14 09:50:00,15,NAS100,buy,out,0.01,20 919.8,15,0.00, 0.02,- 1.60, 984.31,,
2025.01.14 09:50:00,16,NAS100,buy,in,0.01,20 919.1,16,0.00,0.00,0.00, 984.31,TP_Integrated 3_11,
2025.01.15 04:40:00,17,NAS100,sell,out,0.01,20 792.2,17,0.00,- 0.04,- 1.27, 983.00,,
2025.01.15 04:40:00,18,NAS100,sell,in,0.01,20 792.2,18,0.00,0.00,0.00, 983.00,TP_Integrated 3_11,
2025.01.15 11:40:00,19,NAS100,buy,out,0.01,20 815.4,19,0.00,0.00,- 0.23, 982.77,,
2025.01.15 11:40:00,20,NAS100,buy,in,0.01,20 815.2,20,0.00,0.00,0.00, 982.77,TP_Integrated 3_11,
2025.01.16 11:35:00,21,NAS100,sell,out,0.01,21 329.6,21,0.00,- 0.04, 5.14, 987.87,,
2025.01.16 11:35:00,22,NAS100,sell,in,0.01,21 329.6,22,0.00,0.00,0.00, 987.87,TP_Integrated 3_11,
2025.01.17 06:30:00,23,NAS100,buy,out,0.01,21 165.3,23,0.00, 0.02, 1.64, 989.53,,
2025.01.17 06:30:00,24,NAS100,buy,in,0.01,21 165.5,24,0.00,0.00,0.00, 989.53,TP_Integrated 3_11,
2025.01.17 09:10:00,25,NAS100,sell,out,0.01,21 134.5,25,0.00,0.00,- 0.31, 989.22,,
2025.01.17 09:10:01,26,NAS100,sell,in,0.01,21 134.3,26,0.00,0.00,0.00, 989.22,TP_Integrated 3_11,
2025.01.17 11:00:00,27,NAS100,buy,out,0.01,21 173.3,27,0.00,0.00,- 0.39, 988.83,,
2025.01.17 11:00:00,28,NAS100,buy,in,0.01,21 171.3,28,0.00,0.00,0.00, 988.83,TP_Integrated 3_11,
2025.01.23 10:45:00,29,NAS100,sell,out,0.01,21 757.0,29,0.00,- 0.25, 5.86, 994.44,,
2025.01.23 10:45:00,30,NAS100,sell,in,0.01,21 757.5,30,0.00,0.00,0.00, 994.44,TP_Integrated 3_11,
2025.01.23 17:50:00,31,NAS100,buy,out,0.01,21 811.0,31,0.00,0.00,- 0.54, 993.90,,
2025.01.23 17:50:01,32,NAS100,buy,in,0.01,21 810.5,32,0.00,0.00,0.00, 993.90,TP_Integrated 3_11,
2025.01.24 20:10:00,33,NAS100,sell,out,0.01,21 801.0,33,0.00,- 0.04,- 0.10, 993.76,,
2025.01.24 20:10:01,34,NAS100,sell,in,0.01,21 801.5,34,0.00,0.00,0.00, 993.76,TP_Integrated 3_11,
2025.01.27 12:49:32,35,NAS100,buy,out,0.01,20 801.4,35,0.00, 0.05, 10.00,1 003.81,tp 20801.5,
2025.01.27 23:05:00,36,NAS100,buy,in,0.02,21 210.1,36,0.00,0.00,0.00,1 003.81,TP_Integrated 3_11,
2025.01.30 14:20:00,37,NAS100,sell,out,0.02,21 479.4,37,0.00,- 0.27, 5.39,1 008.93,,
2025.01.30 14:20:00,38,NAS100,sell,in,0.02,21 479.9,38,0.00,0.00,0.00,1 008.93,TP_Integrated 3_11,
2025.01.31 09:15:00,39,NAS100,buy,out,0.02,21 689.3,39,0.00, 0.03,- 4.19,1 004.77,,
2025.01.31 09:15:00,40,NAS100,buy,in,0.02,21 689.3,40,0.00,0.00,0.00,1 004.77,TP_Integrated 3_11,
2025.02.03 01:01:02,41,NAS100,sell,out,0.02,20 878.3,41,0.00,- 0.26,- 16.22, 988.29,sl 21189.3,
2025.02.03 07:25:00,42,NAS100,buy,in,0.01,20 938.8,42,0.00,0.00,0.00, 988.29,TP_Integrated 3_11,
2025.02.05 17:20:00,43,NAS100,sell,out,0.01,21 436.3,43,0.00,- 0.08, 4.98, 993.19,,
2025.02.05 17:20:01,44,NAS100,sell,in,0.01,21 435.6,44,0.00,0.00,0.00, 993.19,TP_Integrated 3_11,
2025.02.05 17:30:00,45,NAS100,buy,out,0.01,21 489.8,45,0.00,0.00,- 0.54, 992.65,,
2025.02.05 17:30:00,46,NAS100,buy,in,0.01,21 488.6,46,0.00,0.00,0.00, 992.65,TP_Integrated 3_11,
2025.02.19 17:05:00,47,NAS100,sell,out,0.01,22 084.6,47,0.00,- 0.58, 5.96, 998.03,,
2025.02.19 17:05:00,48,NAS100,sell,in,0.01,22 084.1,48,0.00,0.00,0.00, 998.03,TP_Integrated 3_11,
2025.02.19 17:45:00,49,NAS100,buy,out,0.01,22 129.1,49,0.00,0.00,- 0.45, 997.58,,
2025.02.19 17:45:00,50,NAS100,buy,in,0.01,22 128.9,50,0.00,0.00,0.00, 997.58,TP_Integrated 3_11,
2025.02.21 17:30:00,51,NAS100,sell,out,0.01,21 946.4,51,0.00,- 0.08,- 1.83, 995.67,,
2025.02.21 17:30:00,52,NAS100,sell,in,0.01,21 944.9,52,0.00,0.00,0.00, 995.67,TP_Integrated 3_11,
2025.02.25 02:40:00,53,NAS100,buy,out,0.01,21 398.2,53,0.00, 0.07, 5.47,1 001.21,,
2025.02.25 02:40:01,54,NAS100,buy,in,0.02,21 398.2,54,0.00,0.00,0.00,1 001.21,TP_Integrated 3_11,
2025.02.26 16:25:00,55,NAS100,sell,out,0.02,21 181.9,55,0.00,- 0.09,- 4.33, 996.79,,
2025.02.26 16:25:00,56,NAS100,sell,in,0.01,21 187.4,56,0.00,0.00,0.00, 996.79,TP_Integrated 3_11,
2025.03.04 17:00:04,57,NAS100,buy,out,0.01,20 185.8,57,0.00, 0.11, 10.02,1 006.92,tp 20187.4,
2025.03.06 13:50:00,58,NAS100,buy,in,0.02,20 408.6,58,0.00,0.00,0.00,1 006.92,TP_Integrated 3_11,
2025.03.06 14:40:00,59,NAS100,sell,out,0.02,20 336.2,59,0.00,0.00,- 1.45,1 005.47,,
2025.03.06 14:40:01,60,NAS100,sell,in,0.02,20 334.7,60,0.00,0.00,0.00,1 005.47,TP_Integrated 3_11,
2025.03.10 20:59:36,61,NAS100,buy,out,0.02,19 334.6,61,0.00, 0.13, 20.00,1 025.60,tp 19334.7,
2025.03.11 08:25:00,62,NAS100,buy,in,0.02,19 495.0,62,0.00,0.00,0.00,1 025.60,TP_Integrated 3_11,
2025.03.20 12:20:00,63,NAS100,sell,out,0.02,19 571.1,63,0.00,- 0.80, 1.52,1 026.32,,
2025.03.20 12:20:00,64,NAS100,sell,in,0.02,19 566.8,64,0.00,0.00,0.00,1 026.32,TP_Integrated 3_11,
2025.03.20 16:05:00,65,NAS100,buy,out,0.02,19 811.2,65,0.00,0.00,- 4.89,1 021.43,,
2025.03.20 16:05:01,66,NAS100,buy,in,0.02,19 811.9,66,0.00,0.00,0.00,1 021.43,TP_Integrated 3_11,
2025.03.21 09:30:00,67,NAS100,sell,out,0.02,19 663.1,67,0.00,- 0.09,- 2.98,1 018.36,,
2025.03.21 09:30:00,68,NAS100,sell,in,0.02,19 662.6,68,0.00,0.00,0.00,1 018.36,TP_Integrated 3_11,
2025.03.24 16:32:25,69,NAS100,buy,out,0.02,20 163.4,69,0.00, 0.10,- 10.02,1 008.44,sl 20163.1,
2025.03.25 14:35:00,70,NAS100,buy,in,0.02,20 260.2,70,0.00,0.00,0.00,1 008.44,TP_Integrated 3_11,
2025.03.26 15:25:00,71,NAS100,sell,out,0.02,20 269.2,71,0.00,- 0.09, 0.18,1 008.53,,
2025.03.26 15:25:00,72,NAS100,sell,in,0.02,20 269.4,72,0.00,0.00,0.00,1 008.53,TP_Integrated 3_11,
2025.03.28 19:26:50,73,NAS100,buy,out,0.02,19 269.1,73,0.00, 0.06, 20.01,1 028.60,tp 19269.4,
2025.03.31 12:35:01,74,NAS100,buy,in,0.02,19 051.3,74,0.00,0.00,0.00,1 028.60,TP_Integrated 3_11,
2025.04.01 10:35:00,75,NAS100,sell,out,0.02,19 238.9,75,0.00,- 0.09, 3.75,1 032.26,,
2025.04.01 10:35:00,76,NAS100,sell,in,0.02,19 239.7,76,0.00,0.00,0.00,1 032.26,TP_Integrated 3_11,
2025.04.02 23:13:26,77,NAS100,buy,out,0.02,19 763.4,77,0.00, 0.03,- 10.47,1 021.82,sl 19739.7,
2025.04.07 10:25:00,78,NAS100,buy,in,0.02,16 468.5,78,0.00,0.00,0.00,1 021.82,TP_Integrated 3_11,
2025.04.07 17:11:05,79,NAS100,sell,out,0.02,17 470.5,79,0.00,0.00, 20.04,1 041.86,tp 17468.5,
2025.04.09 06:55:00,80,NAS100,sell,in,0.02,16 816.8,80,0.00,0.00,0.00,1 041.86,TP_Integrated 3_11,
2025.04.09 16:40:01,81,NAS100,buy,out,0.02,17 317.6,81,0.00,0.00,- 10.02,1 031.84,sl 17316.8,
2025.04.09 20:20:00,82,NAS100,buy,in,0.02,17 857.9,82,0.00,0.00,0.00,1 031.84,TP_Integrated 3_11,
2025.04.09 21:04:08,83,NAS100,sell,out,0.02,18 863.1,83,0.00,0.00, 20.10,1 051.94,tp 18862.1,
2025.04.10 03:35:00,84,NAS100,sell,in,0.02,19 073.9,84,0.00,0.00,0.00,1 051.94,TP_Integrated 3_11,
2025.04.10 19:03:39,85,NAS100,buy,out,0.02,18 072.7,85,0.00,0.00, 20.02,1 071.96,tp 18073.9,
2025.04.10 19:05:00,86,NAS100,sell,in,0.02,18 053.9,86,0.00,0.00,0.00,1 071.96,TP_Integrated 3_11,
2025.04.11 08:55:14,87,NAS100,buy,out,0.02,18 555.7,87,0.00, 0.03,- 10.04,1 061.95,sl 18553.9,
2025.04.11 09:05:00,88,NAS100,buy,in,0.02,18 625.5,88,0.00,0.00,0.00,1 061.95,TP_Integrated 3_11,
2025.04.14 18:55:00,89,NAS100,sell,out,0.02,18 715.5,89,0.00,- 0.26, 1.80,1 063.49,,
2025.04.14 18:55:00,90,NAS100,sell,in,0.02,18 714.8,90,0.00,0.00,0.00,1 063.49,TP_Integrated 3_11,
2025.04.16 14:45:00,91,NAS100,buy,out,0.02,18 592.3,91,0.00, 0.06, 2.45,1 066.00,,
2025.04.16 14:45:00,92,NAS100,buy,in,0.02,18 592.3,92,0.00,0.00,0.00,1 066.00,TP_Integrated 3_11,
2025.04.16 21:59:01,93,NAS100,sell,out,0.02,18 089.9,93,0.00,0.00,- 10.05,1 055.95,sl 18092.3,
2025.04.17 09:25:00,94,NAS100,buy,in,0.02,18 466.3,94,0.00,0.00,0.00,1 055.95,TP_Integrated 3_11,
2025.04.17 14:15:00,95,NAS100,sell,out,0.02,18 337.0,95,0.00,0.00,- 2.59,1 053.36,,
2025.04.17 14:15:00,96,NAS100,sell,in,0.02,18 336.8,96,0.00,0.00,0.00,1 053.36,TP_Integrated 3_11,
