EAName,EAVersion,Timestamp,Symbol,Signal,SignalType,Quality,Confluence,Momentum,Speed,Acceleration,Entropy,Jerk,PhysicsScore,Zone,Regime,Price,Spread,HighThreshold,LowThreshold,Balance,Equity,OpenPositions,PhysicsPass,RejectReason,Hour,DayOfWeek
TP_Integrated_EA,4.13_PRODUCTION,2025.01.09 03:05,NAS100,1,BUY,91.66666666666667,100.0,152.05123064174572,3730.673189443938,3827.669617593944,0.0,163.54447094689647,99.16666666666667,BULL,LOW,21155.3,20.0,0.0,0.0,1000.99,1000.23,1,PASS,PASS,3,4
TP_Integrated_EA,4.13_PRODUCTION,2025.01.09 03:30,NAS100,1,BUY,89.0,100.0,223.35267682102827,4040.4700207350497,867.8991251435522,0.0,30.399954485564024,93.6799965864173,BULL,LOW,21162.1,20.0,0.0,0.0,1000.99,1000.3,1,PASS,PASS,3,4
TP_Integrated_EA,4.13_PRODUCTION,2025.01.09 03:45,NAS100,1,BUY,86.33333333333334,100.0,249.3606239921914,3859.705826914939,597.1939730947755,0.0,71.00327366032654,96.45857885785783,BULL,LOW,21162.1,20.0,0.0,0.0,1000.99,1000.3,1,PASS,PASS,3,4
TP_Integrated_EA,4.13_PRODUCTION,2025.01.10 05:30,NAS100,1,BUY,86.33333333333333,100.0,204.50767187433783,6641.751808328057,234.29302027451894,0.0,-19.360275933844548,89.681312638295,BULL,LOW,21130.5,20.0,0.0,0.0,1000.99,999.94,1,PASS,PASS,5,5
TP_Integrated_EA,4.13_PRODUCTION,2025.01.10 09:25,NAS100,1,BUY,94.33333333333334,100.0,124.53824995900466,4998.829591180317,7067.747471186767,0.0,879.5648751749734,99.43333333333334,BULL,NORMAL,21120.5,20.0,0.0,0.0,1000.99,999.84,1,PASS,PASS,9,5
TP_Integrated_EA,4.13_PRODUCTION,2025.01.10 12:40,NAS100,1,BUY,89.0,100.0,397.58101897014797,5693.00913804044,2034.4141229204358,0.0,239.4969584024643,98.9,BULL,NORMAL,21149.3,20.0,0.0,0.0,1000.99,1000.13,1,PASS,PASS,12,5
TP_Integrated_EA,4.13_PRODUCTION,2025.01.10 13:10,NAS100,1,BUY,99.66666666666667,100.0,332.8446024884653,9337.539741002493,1262.0162244815888,0.0,109.8579327983116,99.96666666666667,BULL,NORMAL,21185.0,20.0,0.0,0.0,1000.99,1000.48,1,PASS,PASS,13,5
TP_Integrated_EA,4.13_PRODUCTION,2025.01.10 13:55,NAS100,-1,SELL,86.33333333333334,80.0,-194.13884893187077,-2691.7809427663155,-2153.2386367269487,0.0,327.2168390425545,33.233333333333334,BEAR,NORMAL,21160.5,20.0,0.0,0.0,1000.99,1000.24,1,PASS,PASS,13,5
TP_Integrated_EA,4.13_PRODUCTION,2025.01.10 17:35,NAS100,1,BUY,86.33333333333334,80.0,410.8155582421456,3011.2321438498025,9972.966687013502,0.0,982.1056296271483,96.23333333333333,BULL,HIGH,20871.8,20.0,0.0,0.0,1000.24,1003.11,1,PASS,PASS,17,5
TP_Integrated_EA,4.13_PRODUCTION,2025.01.10 20:25,NAS100,1,BUY,91.66666666666667,100.0,778.4332971765601,16690.064696845817,4065.2036669289982,0.0,861.5094120007415,99.16666666666667,BULL,NORMAL,20953.0,20.0,0.0,0.0,1003.11,1003.9,1,PASS,PASS,20,5
TP_Integrated_EA,4.13_PRODUCTION,2025.01.13 01:10,NAS100,-1,SELL,86.33333333333333,80.0,-646.2574531275669,-6358.155175826165,-1626.9113455560152,0.0,-211.90642217373704,18.233333333333334,BEAR,NORMAL,20805.2,20.0,0.0,0.0,1003.11,1002.29,1,PASS,PASS,1,1
TP_Integrated_EA,4.13_PRODUCTION,2025.01.13 14:50,NAS100,1,BUY,89.0,100.0,436.36730023276164,11941.74440127669,847.4933247731587,0.0,-453.9523678322257,83.9,BULL,NORMAL,20672.9,20.0,0.0,0.0,1002.29,1003.58,1,PASS,PASS,14,1
TP_Integrated_EA,4.13_PRODUCTION,2025.01.14 09:15,NAS100,-1,SELL,89.0,80.0,-254.85628455602793,-5057.465964463458,-164.85766453797018,0.0,225.3335426400837,36.13567515965224,BEAR,NORMAL,20889.3,20.0,0.0,0.0,1003.58,1005.68,1,PASS,PASS,9,2
TP_Integrated_EA,4.13_PRODUCTION,2025.01.14 10:50,NAS100,1,BUY,91.66666666666667,100.0,760.6575995229505,12253.740416722616,2071.6717591732595,0.0,237.4656809501669,99.16666666666667,BULL,HIGH,20992.3,20.0,0.0,0.0,1005.68,1004.63,1,PASS,PASS,10,2
TP_Integrated_EA,4.13_PRODUCTION,2025.01.14 20:55,NAS100,1,BUY,99.66666666666667,100.0,841.2215485431263,17170.62126621329,1068.019177260964,0.0,-301.07022525558773,84.96666666666667,BULL,NORMAL,20856.6,20.0,0.0,0.0,1004.63,1003.25,1,PASS,PASS,20,2
TP_Integrated_EA,4.13_PRODUCTION,2025.01.15 04:05,NAS100,1,BUY,86.33333333333334,100.0,72.03853345536758,959.4794377582037,832.9534555578695,0.0,100.15609334521966,96.53622334248591,BULL,LOW,20809.7,20.0,0.0,0.0,1004.63,1002.74,1,PASS,PASS,4,3
TP_Integrated_EA,4.13_PRODUCTION,2025.01.15 04:40,NAS100,-1,SELL,94.33333333333334,80.0,-175.67807995830896,-4055.0229160686345,-1907.7975233779634,0.0,-303.16202191749,19.033333333333335,BEAR,LOW,20792.2,20.0,0.0,0.0,1004.63,1002.57,1,PASS,PASS,4,3
TP_Integrated_EA,4.13_PRODUCTION,2025.01.15 05:40,NAS100,1,BUY,86.33333333333334,100.0,94.24014859266318,769.5941379975142,395.3040720136725,0.0,-146.15348522665371,83.20134447778308,BULL,LOW,20798.2,20.0,0.0,0.0,1002.57,1002.49,1,PASS,PASS,5,3
TP_Integrated_EA,4.13_PRODUCTION,2025.01.15 11:30,NAS100,1,BUY,86.33333333333333,100.0,369.71824034728996,1826.3842947982644,143.6620603187123,0.0,-142.18590638239206,79.40798785723675,BULL,HIGH,20804.9,20.0,0.0,0.0,1002.49,1002.54,1,PASS,PASS,11,3
TP_Integrated_EA,4.13_PRODUCTION,2025.01.15 19:35,NAS100,1,BUY,89.0,100.0,808.4761119983557,5535.204415216903,823.1554947665579,0.0,-419.04560988201865,83.9,BULL,NORMAL,21195.7,20.0,0.0,0.0,1002.49,1006.45,1,PASS,PASS,19,3
