EAName,EAVersion,Timestamp,Symbol,Signal,SignalType,Quality,Confluence,Momentum,Speed,Acceleration,Entropy,Jerk,Zone,Regime,Price,Spread,HighThreshold,LowThreshold,Balance,Equity,OpenPositions,PhysicsPass,RejectReason,Hour,DayOfWeek
TP_Integrated_EA,2.6,2025.01.02 11:00,NAS100,0,NONE,73.0,100.0,220.60517465608075,1157.4200164994413,2376.4011087890162,0.0,1129.2164086725222,AVOID,LOW,21196.1,20.0,0.0,0.0,1000.0,1000.0,0,PASS,PASS,11,4
TP_Integrated_EA,2.6,2025.01.02 11:15,NAS100,0,NONE,67.66666666666666,60.0,141.85443495961863,230.39487677577358,-4093.5401575529568,0.0,-1250.0121725980277,AVOID,NORMAL,21216.6,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,11,4
TP_Integrated_EA,2.6,2025.01.02 11:30,NAS100,0,NONE,65.0,100.0,362.24794668873346,3761.7645697565877,5945.8707547007925,0.0,1980.4560230520933,AVOID,NORMAL,21215.3,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,11,4
TP_Integrated_EA,2.6,2025.01.02 11:45,NAS100,0,NONE,65.0,100.0,545.8152977924855,5768.454591741085,4048.5217008840687,0.0,929.9842321842607,AVOID,NORMAL,21210.8,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,11,4
TP_Integrated_EA,2.6,2025.01.02 13:00,NAS100,0,NONE,54.33333333333333,60.0,247.96622919005932,1643.4300831380149,-1439.6603839874217,0.0,-305.63135049450494,AVOID,NORMAL,21219.3,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,13,4
TP_Integrated_EA,2.6,2025.01.02 13:15,NAS100,0,NONE,57.0,80.0,497.8541527933704,3149.8803717806286,2754.413263933934,0.0,999.8894884702643,AVOID,NORMAL,21219.1,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,13,4
TP_Integrated_EA,2.6,2025.01.02 13:30,NAS100,0,NONE,59.66666666666667,80.0,662.1527685289112,3738.2703287042536,643.4996457277165,0.0,83.5661288093653,AVOID,NORMAL,21222.6,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,13,4
TP_Integrated_EA,2.6,2025.01.02 13:45,NAS100,0,NONE,62.333333333333336,80.0,791.2685123526062,6119.257409976717,1277.29150672268,0.0,21.098354707447015,AVOID,NORMAL,21246.1,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,13,4
TP_Integrated_EA,2.6,2025.01.02 14:00,NAS100,0,NONE,67.66666666666666,100.0,892.5623415684029,11667.583655626982,4616.819140191359,0.0,591.2298817636561,AVOID,NORMAL,21287.6,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,14,4
TP_Integrated_EA,2.6,2025.01.02 14:15,NAS100,0,NONE,67.66666666666666,100.0,961.8415610456,15345.432981458325,4780.8141040843475,0.0,359.0456381025492,AVOID,NORMAL,21299.8,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,14,4
TP_Integrated_EA,2.6,2025.01.02 14:30,NAS100,0,NONE,73.0,100.0,1001.2777073637321,17695.824351265375,3517.956024911849,0.0,-136.95647905902104,AVOID,NORMAL,21303.6,20.0,0.0,0.0,1000.0,1000.0,0,PASS,PASS,14,4
TP_Integrated_EA,2.6,2025.01.02 14:45,NAS100,0,NONE,67.66666666666667,80.0,508.6311555409179,13764.54889554082,-2819.7078331784996,0.0,-1603.8999811200188,AVOID,NORMAL,21272.1,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,14,4
TP_Integrated_EA,2.6,2025.01.02 18:00,NAS100,0,NONE,73.0,80.0,-2302.0116338793105,-14140.502063090475,-5357.975521047183,0.0,-2032.159417814592,AVOID,HIGH,21099.1,20.0,0.0,0.0,1000.0,1000.0,0,PASS,PASS,18,4
TP_Integrated_EA,2.6,2025.01.02 18:15,NAS100,0,NONE,75.66666666666666,80.0,-2905.494422586205,-20311.465862043708,-8351.44885502763,0.0,-2148.9845522379446,AVOID,HIGH,21070.3,20.0,0.0,0.0,1000.0,1000.0,0,PASS,PASS,18,4
TP_Integrated_EA,2.6,2025.01.02 18:30,NAS100,0,NONE,73.0,60.0,-2116.1082817241386,-13978.04470263375,6787.8479007054375,0.0,2482.944471946059,AVOID,HIGH,21112.6,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,18,4
TP_Integrated_EA,2.6,2025.01.02 18:45,NAS100,0,NONE,75.66666666666666,60.0,-1549.242854482759,-8019.41040974956,9530.52136247512,0.0,2524.4559553787785,AVOID,HIGH,21119.3,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,18,4
TP_Integrated_EA,2.6,2025.01.02 20:00,NAS100,0,NONE,73.0,80.0,-4321.707742154109,-26474.729775627566,-8744.971868257357,0.0,-1090.7041754764168,AVOID,HIGH,20900.7,20.0,0.0,0.0,1000.0,1000.0,0,PASS,PASS,20,4
TP_Integrated_EA,2.6,2025.01.02 20:15,NAS100,0,NONE,73.0,80.0,-4708.828494769407,-34111.81176943077,-9795.96640648182,0.0,-839.9705172256391,AVOID,HIGH,20853.1,20.0,0.0,0.0,1000.0,1000.0,0,PASS,PASS,20,4
TP_Integrated_EA,2.6,2025.01.02 20:30,NAS100,0,NONE,73.0,60.0,-3359.106996512939,-29140.69081700797,5750.252811717571,0.0,3634.863384679164,AVOID,HIGH,20881.3,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,20,4
TP_Integrated_EA,2.6,2025.01.02 20:45,NAS100,0,NONE,73.0,60.0,-2423.76666434196,-21881.61499208766,11643.582912582951,0.0,4243.006789661547,AVOID,HIGH,20884.7,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,20,4
TP_Integrated_EA,2.6,2025.01.02 21:00,NAS100,0,NONE,70.33333333333333,60.0,-1799.6994428946405,-18566.112822101502,6457.625639012289,0.0,1625.081440087884,AVOID,HIGH,20871.0,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,21,4
TP_Integrated_EA,2.6,2025.01.02 21:15,NAS100,0,NONE,65.0,60.0,-1386.1266285964275,-12529.899730025933,8969.390240268489,0.0,1789.3611258755013,AVOID,HIGH,20886.6,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,21,4
TP_Integrated_EA,2.6,2025.01.02 21:30,NAS100,0,NONE,67.66666666666667,60.0,-1097.0674190642849,-6330.836390208664,7300.29381316603,0.0,553.7627703419821,AVOID,HIGH,20933.1,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,21,4
TP_Integrated_EA,2.6,2025.01.02 21:45,NAS100,0,NONE,67.66666666666666,40.0,-889.6162793761894,-4422.235140170464,4629.141536284724,0.0,-249.4260633228167,AVOID,HIGH,20913.3,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,21,4
TP_Integrated_EA,2.6,2025.01.03 11:00,NAS100,0,NONE,65.0,80.0,-109.11125100250798,-351.37872896784836,-2340.622900526848,0.0,-507.49447753470974,AVOID,LOW,21054.0,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,11,5
TP_Integrated_EA,2.6,2025.01.03 11:15,NAS100,0,NONE,57.0,60.0,201.00749933165753,2246.056773342619,-1346.7943309491498,0.0,-541.8800152141521,AVOID,LOW,21090.7,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,11,5
TP_Integrated_EA,2.6,2025.01.03 11:30,NAS100,0,NONE,62.33333333333333,80.0,335.0949995544356,6375.384483108546,6054.529643139361,0.0,1660.0408628339133,AVOID,LOW,21096.0,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,11,5
TP_Integrated_EA,2.6,2025.01.03 11:45,NAS100,0,NONE,67.66666666666667,100.0,433.32999970295407,10073.009360959955,5746.455063062655,0.0,1063.7423226807005,AVOID,LOW,21098.5,20.0,0.0,0.0,1000.0,1000.0,0,REJECT,Quality/Confluence too low,11,5
TP_Integrated_EA,2.6,2025.01.03 13:00,NAS100,0,NONE,70.33333333333333,80.0,-246.3533745247109,-3856.983319263238,-4435.1477966222965,0.0,-358.21227032264426,AVOID,LOW,21059.5,20.0,0.0,0.0,1000.0,1000.0,0,PASS,PASS,13,5
