EAName,EAVersion,Ticket,OpenTime,CloseTime,Symbol,Type,Lots,OpenPrice,ClosePrice,SL,TP,EntryQuality,EntryConfluence,EntryMomentum,EntryEntropy,EntryZone,EntryRegime,EntrySpread,ExitReason,ExitQuality,ExitConfluence,ExitZone,ExitRegime,Profit,ProfitPercent,Pips,HoldTimeBars,HoldTimeMinutes,RiskPercent,RRatio,Slippage,Commission,MFE,MAE,MFE_Percent,MAE_Percent,MFE_Pips,MAE_Pips,MFE_TimeBars,MAE_TimeBars,RunUp_Price,RunUp_Pips,RunUp_Percent,RunUp_TimeBars,RunDown_Price,RunDown_Pips,RunDown_Percent,RunDown_TimeBars,BalanceAfter,EquityAfter,DrawdownPercent,EntryHour,EntryDayOfWeek,ExitHour,ExitDayOfWeek
TP_Integrated_EA,3.2_05M,2,2025.01.02 16:05,2025.01.02 16:55,NAS100,SELL,0.29,21186.1,21220.7,21220.1,20991.1,86.33333333333334,80.0,-340.7256415400905,0.0,BEAR,NORMAL,20.0,SL,0.0,0.0,UNKNOWN,UNKNOWN,-10.03,-1.0131620150105558,-34.60000000000218,11,50,1.0,-1.0131620150105558,0.0,0.0,20991.6,21219.9,1.945,-0.3380000000000291,194.5,-33.80000000000291,8,11,20808.0,412.7000000000007,-1.9447991819308539,36,21265.4,-44.70000000000073,0.2106433812268244,3,989.97,989.97,0.0,16,4,16,4
TP_Integrated_EA,3.2_05M,4,2025.01.03 08:25,2025.01.03 17:05,NAS100,BUY,0.29,21061.2,21257.1,21027.2,21256.2,78.33333333333333,100.0,202.64003271905932,0.0,AVOID,NORMAL,20.0,TP,0.0,0.0,UNKNOWN,UNKNOWN,56.81,5.427119356502799,195.89999999999782,105,520,1.0,5.427119356502799,0.0,0.0,21254.2,21030.2,1.93,-0.31,193.0,-31.0,101,72,21352.9,95.80000000000291,0.4506729516255883,49,21082.8,-174.29999999999927,-0.8199613305671952,4,1046.78,1046.78,0.0,8,5,17,5
TP_Integrated_EA,3.2_05M,6,2025.01.06 03:10,2025.01.06 03:20,NAS100,SELL,0.3,21317.7,21330.7,21351.7,21122.7,81.0,80.0,-146.42654016692137,0.0,AVOID,NORMAL,20.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,-3.9,-0.3739644062595888,-13.0,3,10,1.0,-0.3739644062595888,0.0,0.0,21317.2,21336.4,0.005,-0.18700000000000727,0.5,-18.700000000000728,1,2,21310.7,20.0,-0.09376157369425289,4,21367.7,-37.0,0.17345891133436783,49,1042.88,1042.19,0.0,3,1,3,1
TP_Integrated_EA,3.2_05M,8,2025.01.06 03:20,2025.01.06 03:25,NAS100,BUY,0.3,21330.7,21320.9,21296.7,21525.7,83.66666666666667,100.0,133.07745605377605,0.0,BULL,NORMAL,20.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,-2.94,-0.28270861780487333,-9.799999999999272,2,5,1.0,-0.28270861780487333,0.0,0.0,21330.7,21317.4,0.0,-0.13299999999999274,0.0,-13.299999999999272,0,1,21368.9,48.0,0.22513120928291017,49,21310.7,-10.200000000000728,-0.047840381972621825,3,1039.94,1039.4,0.0,3,1,3,1
TP_Integrated_EA,3.2_05M,10,2025.01.06 03:25,2025.01.06 07:00,NAS100,SELL,0.3,21320.9,21355.4,21354.9,21125.9,86.33333333333334,80.0,-180.46502929749528,0.0,BEAR,NORMAL,20.0,SL,0.0,0.0,UNKNOWN,UNKNOWN,-10.35,-1.0052545187890327,-34.5,44,215,1.0,-1.0052545187890327,0.0,0.0,21312.7,21354.4,0.08200000000000728,-0.335,8.200000000000728,-33.5,3,44,21348.9,6.5,-0.030437266452513177,1,21466.8,-111.39999999999782,0.5216479204322926,49,1029.59,1029.59,0.0,3,1,7,1
TP_Integrated_EA,3.2_05M,12,2025.01.07 04:55,2025.01.07 10:00,NAS100,SELL,0.3,21571.5,21563.5,21605.5,21376.5,89.0,80.0,-177.45314502115653,0.0,BEAR,NORMAL,20.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,2.4,0.23256039302706422,8.0,62,305,1.0,0.23256039302706422,0.0,0.0,21494.8,21584.8,0.7670000000000072,-0.13299999999999274,76.70000000000073,-13.299999999999272,30,9,21536.8,26.700000000000728,-0.12382034456373375,6,21605.0,-41.5,0.19245484267396293,15,1031.99,1031.93,0.0,4,2,10,2
TP_Integrated_EA,3.2_05M,14,2025.01.07 10:00,2025.01.07 16:39,NAS100,BUY,0.3,21562.5,21526.6,21528.5,21757.5,81.0,100.0,256.15741779528315,0.0,AVOID,NORMAL,20.0,SL,0.0,0.0,UNKNOWN,UNKNOWN,-10.77,-1.0546209435772897,-35.900000000001455,80,399,1.0,-1.0546209435772897,0.0,0.0,21635.6,21528.6,0.7309999999999854,-0.33900000000001457,73.09999999999854,-33.900000000001455,79,80,21625.0,98.40000000000146,0.4571088792470778,4,21224.1,-302.5,-1.4052381704495833,40,1021.22,1021.22,0.0,10,2,16,2
TP_Integrated_EA,3.2_05M,16,2025.01.08 10:50,2025.01.08 13:28,NAS100,BUY,0.3,21248.0,21213.8,21214.0,21443.0,81.0,100.0,233.9324402983519,0.0,AVOID,NORMAL,20.0,SL,0.0,0.0,UNKNOWN,UNKNOWN,-10.26,-1.0148769486428741,-34.20000000000073,32,158,1.0,-1.0148769486428741,0.0,0.0,21284.2,21215.7,0.36200000000000726,-0.32299999999999274,36.20000000000073,-32.29999999999927,26,32,21239.4,25.600000000002183,0.12067616362934591,44,21059.6,-154.20000000000073,-0.7268853293610797,14,1010.96,1010.96,0.0,10,3,13,3
TP_Integrated_EA,3.2_05M,18,2025.01.08 17:05,2025.01.08 17:07,NAS100,BUY,0.29,21226.7,21192.5,21192.7,21421.7,78.33333333333333,100.0,896.1959519967422,0.0,AVOID,HIGH,20.0,SL,0.0,0.0,UNKNOWN,UNKNOWN,-9.92,-0.9909693918324943,-34.20000000000073,1,2,1.0,-0.9909693918324943,0.0,0.0,21226.7,21194.5,0.0,-0.3220000000000073,0.0,-32.20000000000073,0,1,21254.4,61.900000000001455,0.2920844638433477,20,21002.5,-190.0,-0.8965435885336794,30,1001.04,1001.04,0.0,17,3,17,3
TP_Integrated_EA,3.2_05M,20,2025.01.09 08:00,2025.01.09 08:40,NAS100,BUY,0.29,21162.8,21148.6,21128.8,21357.8,86.33333333333334,100.0,157.06249156216916,0.0,BULL,NORMAL,20.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,-4.12,-0.41327288047185334,-14.200000000000728,9,40,1.0,-0.41327288047185334,0.0,0.0,21165.8,21148.1,0.03,-0.14700000000000726,3.0,-14.700000000000728,2,8,21172.6,24.0,0.1134826891614575,44,21055.8,-92.79999999999927,-0.43879973142429884,17,996.92,996.43,0.0,8,4,8,4
