Time,Deal,Symbol,Type,Direction,Volume,Price,Order,Commission,Swap,Profit,Balance,Comment,
2025.01.02 01:45:00,2,NAS100,sell,in,3.99,21 081.1,2,0.00,0.00,0.00,1 000.00,TP_Integrated 3_10,
2025.01.02 01:45:05,3,NAS100,buy,out,3.99,21 086.1,3,0.00,0.00,- 19.95, 980.05,sl 21086.1,
2025.01.02 02:00:00,4,NAS100,buy,in,3.92,21 090.3,4,0.00,0.00,0.00, 980.05,TP_Integrated 3_10,
2025.01.02 02:00:34,5,NAS100,sell,out,3.92,21 084.6,5,0.00,0.00,- 22.34, 957.71,sl 21085.3,
2025.01.02 02:10:00,6,NAS100,buy,in,3.83,21 057.3,6,0.00,0.00,0.00, 957.71,TP_Integrated 3_10,
2025.01.02 02:10:07,7,NAS100,sell,out,3.83,21 051.3,7,0.00,0.00,- 22.98, 934.73,sl 21052.3,
2025.01.02 02:35:00,8,NAS100,buy,in,3.73,20 994.8,8,0.00,0.00,0.00, 934.73,TP_Integrated 3_10,
2025.01.02 02:35:14,9,NAS100,sell,out,3.73,20 989.8,9,0.00,0.00,- 18.65, 916.08,sl 20989.8,
2025.01.02 02:50:00,10,NAS100,buy,in,3.66,21 050.3,10,0.00,0.00,0.00, 916.08,TP_Integrated 3_10,
2025.01.02 02:51:10,11,NAS100,sell,out,3.66,21 045.3,11,0.00,0.00,- 18.30, 897.78,sl 21045.3,
2025.01.02 03:25:00,12,NAS100,sell,in,3.59,21 115.8,12,0.00,0.00,0.00, 897.78,TP_Integrated 3_10,
2025.01.02 03:25:01,13,NAS100,buy,out,3.59,21 120.8,13,0.00,0.00,- 17.95, 879.83,sl 21120.8,
2025.01.02 03:40:00,14,NAS100,buy,in,3.51,21 127.3,14,0.00,0.00,0.00, 879.83,TP_Integrated 3_10,
2025.01.02 03:40:02,15,NAS100,sell,out,3.51,21 122.1,15,0.00,0.00,- 18.25, 861.58,sl 21122.3,
2025.01.02 03:55:00,16,NAS100,buy,in,3.44,21 132.6,16,0.00,0.00,0.00, 861.58,TP_Integrated 3_10,
2025.01.02 03:55:34,17,NAS100,sell,out,3.44,21 126.6,17,0.00,0.00,- 20.64, 840.94,sl 21127.6,
2025.01.02 05:25:00,18,NAS100,buy,in,3.36,21 150.3,18,0.00,0.00,0.00, 840.94,TP_Integrated 3_10,
2025.01.02 05:28:16,19,NAS100,sell,out,3.36,21 160.6,19,0.00,0.00, 34.61, 875.55,tp 21160.3,
