EAName,EAVersion,Timestamp,Symbol,Signal,SignalType,Quality,Confluence,Momentum,Speed,Acceleration,Entropy,Jerk,Zone,Regime,Price,Spread,HighThreshold,LowThreshold,Balance,Equity,OpenPositions,PhysicsPass,RejectReason,Hour,DayOfWeek
TP_Integrated_EA,3.11_PRODUCTION,2025.01.02 02:15,NAS100,-1,SELL,91.66666666666667,80.0,-498.73776547727925,-10664.662240450252,-3270.6243535005315,0.0,-401.8460869640798,BEAR,NORMAL,21033.8,25.0,0.0,0.0,1000.0,1000.0,0,PASS,PASS,2,4
TP_Integrated_EA,3.11_PRODUCTION,2025.01.03 02:15,NAS100,1,BUY,91.66666666666667,100.0,206.54904916275143,9375.586783134062,4003.1343789721086,0.0,-37.372779281426574,BULL,LOW,21021.0,20.0,0.0,0.0,1000.0,1000.13,1,PASS,PASS,2,5
TP_Integrated_EA,3.11_PRODUCTION,2025.01.03 13:10,NAS100,-1,SELL,91.66666666666667,80.0,-297.9919948245929,-8538.346604031021,-1843.1417120264573,0.0,-86.51922969194652,BEAR,NORMAL,21042.7,20.0,0.0,0.0,1000.13,1000.53,1,PASS,PASS,13,5
TP_Integrated_EA,3.11_PRODUCTION,2025.01.08 02:05,NAS100,1,BUY,94.33333333333334,100.0,243.01311780830227,5610.29960148142,1394.7306438364908,0.0,149.65310595862894,BULL,LOW,21227.5,20.0,0.0,0.0,990.63,990.63,0,PASS,PASS,2,3
TP_Integrated_EA,3.11_PRODUCTION,2025.01.08 07:55,NAS100,1,BUY,97.0,100.0,215.12475360646567,7338.176273513147,1338.8673763925287,0.0,-13.989779140507693,BULL,NORMAL,21263.0,20.0,0.0,0.0,990.63,990.97,1,PASS,PASS,7,3
TP_Integrated_EA,3.11_PRODUCTION,2025.01.09 02:40,NAS100,-1,SELL,91.66666666666667,80.0,-329.1547963784802,-8626.064764661163,-1874.3840938224882,0.0,-340.8674635275888,BEAR,LOW,21117.8,20.0,0.0,0.0,990.63,989.47,1,PASS,PASS,2,4
TP_Integrated_EA,3.11_PRODUCTION,2025.01.10 09:30,NAS100,1,BUY,94.33333333333334,100.0,205.97549997267214,6490.516536254068,3924.1721492333395,0.0,-152.51377373705236,BULL,NORMAL,21110.8,20.0,0.0,0.0,989.47,989.54,1,PASS,PASS,9,5
TP_Integrated_EA,3.11_PRODUCTION,2025.01.10 12:50,NAS100,1,BUY,94.33333333333334,100.0,394.95267509784287,8333.778277516738,2176.018516154944,0.0,171.2795262813411,BULL,NORMAL,21157.0,20.0,0.0,0.0,989.54,989.99,1,PASS,PASS,12,5
TP_Integrated_EA,3.11_PRODUCTION,2025.01.10 13:15,NAS100,1,BUY,99.66666666666667,100.0,362.4297349923119,12720.241870431626,3452.9748172054165,0.0,526.1020343952774,BULL,NORMAL,21200.8,20.0,0.0,0.0,989.54,990.43,1,PASS,PASS,13,5
TP_Integrated_EA,3.11_PRODUCTION,2025.01.10 20:25,NAS100,1,BUY,91.66666666666667,100.0,778.4332971765601,16690.064696845817,4065.2036669289982,0.0,861.5094120007415,BULL,NORMAL,20953.0,20.0,0.0,0.0,989.54,987.95,1,PASS,PASS,20,5
TP_Integrated_EA,3.11_PRODUCTION,2025.01.13 03:45,NAS100,-1,SELL,99.66666666666667,80.0,-511.1491565415593,-14749.81054674137,-3588.076349616801,0.0,-509.6680715136118,BEAR,NORMAL,20759.9,20.0,0.0,0.0,989.54,985.89,1,PASS,PASS,3,1
TP_Integrated_EA,3.11_PRODUCTION,2025.01.14 09:50,NAS100,1,BUY,94.33333333333334,100.0,249.6439787122576,5325.334839670877,1717.6775794437785,0.0,-37.296919563323314,BULL,NORMAL,20917.8,20.0,0.0,0.0,985.89,984.31,1,PASS,PASS,9,2
