EAName,EAVersion,Ticket,OpenTime,CloseTime,Symbol,Type,Lots,OpenPrice,ClosePrice,SL,TP,EntryQuality,EntryConfluence,EntryMomentum,EntryEntropy,EntryZone,EntryRegime,EntrySpread,ExitReason,ExitQuality,ExitConfluence,ExitZone,ExitRegime,Profit,ProfitPercent,Pips,HoldTimeBars,HoldTimeMinutes,RiskPercent,RRatio,Slippage,Commission,MFE,MAE,MFE_Percent,MAE_Percent,MFE_Pips,MAE_Pips,MFE_TimeBars,MAE_TimeBars,RunUp_Price,RunUp_Pips,RunUp_Percent,RunUp_TimeBars,RunDown_Price,RunDown_Pips,RunDown_Percent,RunDown_TimeBars,BalanceAfter,EquityAfter,DrawdownPercent,EntryHour,EntryDayOfWeek,ExitHour,ExitDayOfWeek
TP_Integrated_EA,3.0,2,2025.01.02 05:30,2025.01.02 16:45,NAS100,BUY,0.01,21153.8,21040.6,0.0,0.0,81.0,80.0,508.12634862989086,0.0,AVOID,NORMAL,20.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,-1.13,-0.1131278344529318,-113.20000000000073,46,675,1.0,-0.1131278344529318,0.0,0.0,21310.1,20989.6,1.5629999999999926,-1.6420000000000072,156.29999999999927,-164.20000000000073,36,45,21265.4,224.8000000000029,1.0684105966560027,2,20808.0,-232.59999999999854,-1.1054817828388857,13,998.87,998.83,0.0,5,4,16,4
TP_Integrated_EA,3.0,4,2025.01.02 16:45,2025.01.02 17:00,NAS100,SELL,0.01,21033.6,21219.6,0.0,0.0,89.0,80.0,-1090.302159466779,0.0,BEAR,NORMAL,20.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,-1.8599999999999999,-0.18655780784545792,-186.0,2,15,1.0,-0.18655780784545792,0.0,0.0,21029.1,21230.7,0.045,-1.9710000000000218,4.5,-197.10000000000218,1,1,20808.0,411.59999999999854,-1.9397161115195318,12,21265.4,-45.80000000000291,0.21583818733625004,1,997.01,997.03,0.0,16,4,17,4
TP_Integrated_EA,3.0,6,2025.01.02 17:00,2025.01.02 17:30,NAS100,BUY,0.01,21223.6,21107.6,0.0,0.0,86.33333333333334,60.0,-546.8117729778535,0.0,TRANSITION,NORMAL,20.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,-1.16,-0.11648340613546215,-116.0,3,30,1.0,-0.11648340613546215,0.0,0.0,21265.4,21077.6,0.4180000000000291,-1.46,41.80000000000291,-146.0,1,2,21177.8,70.20000000000073,0.33258162936572955,6,20808.0,-299.59999999999854,-1.41939396236426,10,995.85,995.86,0.0,17,4,17,4
TP_Integrated_EA,3.0,8,2025.01.02 17:30,2025.01.03 05:00,NAS100,SELL,0.01,21103.6,21066.5,0.0,0.0,78.33333333333333,60.0,-1240.2034940525778,0.0,AVOID,HIGH,20.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,0.37,0.03713964506544608,37.099999999998545,43,690,1.0,0.03713964506544608,0.0,0.0,20810.0,21179.8,2.9359999999999853,-0.7620000000000072,293.59999999999854,-76.20000000000073,10,6,21028.7,37.79999999999927,-0.1794317993022062,10,21258.1,-191.59999999999854,0.9095008663043151,49,996.24,996.23,0.0,17,4,5,5
TP_Integrated_EA,3.0,10,2025.01.03 05:00,2025.01.03 14:45,NAS100,BUY,0.01,21066.0,21045.5,0.0,0.0,81.0,100.0,505.75695823637477,0.0,BULL,LOW,20.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,-0.21,-0.02108370229812355,-20.5,40,585,1.0,-0.02108370229812355,0.0,0.0,21108.7,21028.7,0.42700000000000726,-0.3729999999999927,42.70000000000073,-37.29999999999927,26,10,21379.5,334.0,1.5870376089900453,28,21044.5,-1.0,-0.0047516096077546265,1,996.03,996.02,0.0,5,5,14,5
TP_Integrated_EA,3.0,12,2025.01.03 14:45,2025.01.03 15:00,NAS100,SELL,0.01,21045.5,21065.2,0.0,0.0,78.33333333333333,80.0,-432.699927937957,0.0,BEAR,NORMAL,20.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,-0.2,-0.02008374923430706,-19.700000000000728,2,15,1.0,-0.02008374923430706,0.0,0.0,21045.5,21067.5,0.0,-0.22,0.0,-22.0,0,1,21048.0,17.200000000000728,-0.0816512542012453,4,21379.5,-314.2999999999993,1.4920342555494335,27,995.83,995.81,0.0,14,5,15,5
TP_Integrated_EA,3.0,14,2025.01.03 15:00,2025.01.07 06:45,NAS100,BUY,0.01,21062.2,21555.5,0.0,0.0,75.66666666666667,60.0,-281.24515807963644,0.0,TRANSITION,NORMAL,20.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,4.93,0.49270930151210784,493.2999999999993,152,5265,1.0,0.49270930151210784,0.0,0.0,21723.7,21048.0,6.615,-0.1420000000000073,661.5,-14.200000000000728,105,4,21635.6,80.09999999999854,0.3715988958734362,40,21235.4,-320.09999999999854,-1.485003827329445,45,1000.59,1000.57,0.0,15,5,6,2
TP_Integrated_EA,3.0,16,2025.01.07 06:45,2025.01.07 11:15,NAS100,SELL,0.01,21555.5,21596.5,0.0,0.0,83.66666666666666,80.0,-334.92369256457744,0.0,AVOID,LOW,20.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,-0.41,-0.04099262132816093,-41.0,19,270,1.0,-0.04099262132816093,0.0,0.0,21494.8,21607.0,0.6070000000000073,-0.515,60.70000000000073,-51.5,3,18,21117.1,479.40000000000146,-2.219804134929278,46,21635.6,-39.099999999998545,0.18104785497649406,22,1000.18,1000.14,0.0,6,2,11,2
TP_Integrated_EA,3.0,18,2025.01.07 11:15,2025.01.07 17:15,NAS100,BUY,0.01,21597.3,21408.0,0.0,0.0,75.66666666666667,100.0,600.9153266094604,0.0,AVOID,NORMAL,20.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,-1.8900000000000001,-0.18932374360155868,-189.29999999999927,25,360,1.0,-0.18932374360155868,0.0,0.0,21635.6,21383.3,0.38299999999999274,-2.14,38.29999999999927,-214.0,22,24,21469.0,61.0,0.2849402092675635,1,21117.1,-290.90000000000146,-1.358837817638273,22,998.29,998.31,0.0,11,2,17,2
TP_Integrated_EA,3.0,20,2025.01.07 17:15,2025.01.09 15:45,NAS100,SELL,0.01,21408.8,21169.0,0.0,0.0,83.66666666666667,80.0,-972.9246693406706,0.0,BEAR,HIGH,20.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,2.4,0.239824927802704,239.79999999999927,179,2790,1.0,0.239824927802704,0.0,0.0,21004.5,21471.0,4.042999999999993,-0.6220000000000073,404.2999999999993,-62.20000000000073,102,1,21020.0,149.0,-0.7038594170721337,9,21169.0,0.0,0.0,0,1000.73,1000.71,0.0,17,2,15,4
