EAName,EAVersion,Ticket,OpenTime,CloseTime,Symbol,Type,Lots,OpenPrice,ClosePrice,SL,TP,EntryQuality,EntryConfluence,EntryMomentum,EntryEntropy,EntryZone,EntryRegime,EntrySpread,ExitReason,ExitQuality,ExitConfluence,ExitZone,ExitRegime,Profit,ProfitPercent,Pips,HoldTimeBars,HoldTimeMinutes,RiskPercent,RRatio,Slippage,Commission,MFE,MAE,MFE_Percent,MAE_Percent,MFE_Pips,MAE_Pips,MFE_TimeBars,MAE_TimeBars,RunUp_Price,RunUp_Pips,RunUp_Percent,RunUp_TimeBars,RunDown_Price,RunDown_Pips,RunDown_Percent,RunDown_TimeBars,BalanceAfter,EquityAfter,DrawdownPercent,EntryHour,EntryDayOfWeek,ExitHour,ExitDayOfWeek
TP_Integrated_EA,3.1,2,2025.01.10 12:45,2025.04.02 23:45,NAS100,BUY,0.01,21158.5,18986.8,0.0,0.0,78.33333333333333,100.0,320.5960425057603,0.0,AVOID,NORMAL,20.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,-21.72,-2.2279665189561793,-2171.7000000000007,5346,118740,1.0,-2.2279665189561793,0.0,0.0,22255.6,18811.0,10.970999999999986,-23.475,1097.0999999999985,-2347.5,2442,5134,19058.9,72.10000000000218,0.37973750184339744,1,18655.8,-331.0,-1.7433164092948785,3,974.88,974.78,0.0,12,5,23,3
TP_Integrated_EA,3.1,4,2025.04.02 23:45,2025.04.11 19:45,NAS100,SELL,0.01,18986.4,18621.5,0.0,0.0,75.66666666666667,80.0,-3634.7829706091943,0.0,AVOID,HIGH,53.00000000000001,EA,0.0,0.0,UNKNOWN,UNKNOWN,3.65,0.37294370082762845,364.90000000000146,629,12720,1.0,0.37294370082762845,0.0,0.0,16324.2,19247.8,26.622000000000007,-2.613999999999978,2662.2000000000007,-261.3999999999978,190,457,18459.0,162.5,-0.8726472088714657,4,19004.1,-382.59999999999854,2.054614289933671,45,978.7,978.7,0.0,23,3,19,5
TP_Integrated_EA,3.1,6,2025.04.11 19:45,2025.05.01 23:15,NAS100,BUY,0.01,18622.5,19706.5,0.0,0.0,75.66666666666666,100.0,3224.8609650949015,0.0,AVOID,NORMAL,20.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,10.84,1.0963781088489042,1084.0,1169,29010,1.0,1.0963781088489042,0.0,0.0,20028.5,17594.7,14.06,-10.277999999999993,1406.0,-1027.7999999999993,1149,469,19904.5,198.0,1.0047446274072007,28,19653.5,-53.0,-0.26894679420495776,4,988.71,988.68,0.0,19,5,23,4
TP_Integrated_EA,3.1,8,2025.05.01 23:15,2025.05.06 19:15,NAS100,SELL,0.01,19706.5,19922.0,0.0,0.0,75.66666666666666,80.0,-2045.5037348771334,0.0,AVOID,HIGH,30.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,-2.16,-0.21892483580637315,-215.5,261,6959,1.0,-0.21892483580637315,0.0,0.0,19656.5,20182.5,0.5,-4.76,50.0,-476.0,252,86,19722.7,199.29999999999927,-1.0004015661078167,17,20043.9,-121.90000000000146,0.6118863567914942,20,986.64,986.59,0.0,23,4,19,2
TP_Integrated_EA,3.1,10,2025.05.06 19:15,2025.05.06 23:30,NAS100,BUY,0.01,19920.5,19734.2,0.0,0.0,75.66666666666666,100.0,2156.177658320052,0.0,AVOID,HIGH,30.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,-1.8599999999999999,-0.1888746725156888,-186.29999999999927,18,255,1.0,-0.1888746725156888,0.0,0.0,19920.5,19722.7,0.0,-1.9779999999999927,0.0,-197.79999999999927,0,17,20043.9,309.7000000000007,1.5693567512237674,3,19733.2,-1.0,-0.005067345015252709,1,984.78,984.72,0.0,19,2,23,2
TP_Integrated_EA,3.1,12,2025.05.06 23:30,2025.05.07 23:45,NAS100,SELL,0.01,19734.2,19873.3,0.0,0.0,75.66666666666666,80.0,-813.7003560626745,0.0,AVOID,NORMAL,31.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,-1.3900000000000001,-0.14134491209159966,-139.09999999999854,94,1455,1.0,-0.14134491209159966,0.0,0.0,19600.0,20054.2,1.3420000000000072,-3.2,134.20000000000073,-320.0,84,3,19828.1,45.20000000000073,-0.22744083770687673,2,20182.3,-309.0,1.5548499745890214,49,983.41,983.39,0.0,23,2,23,3
TP_Integrated_EA,3.1,14,2025.05.07 23:45,2025.08.15 12:15,NAS100,BUY,0.01,19873.3,23812.9,0.0,0.0,83.66666666666666,80.0,3030.2429447136437,0.0,TRANSITION,HIGH,31.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,39.4,3.8677883907447947,3939.600000000002,6516,143310,1.0,3.8677883907447947,0.0,0.0,23985.5,19828.1,41.12200000000001,-0.4520000000000073,4112.200000000001,-45.20000000000073,6349,2,23845.8,32.89999999999782,0.13816040885401534,11,23654.5,-158.40000000000146,-0.6651856766710541,26,1018.67,1018.63,0.0,23,3,12,5
TP_Integrated_EA,3.1,16,2025.08.15 12:15,2025.08.19 12:15,NAS100,SELL,0.01,23812.9,23721.9,0.0,0.0,78.33333333333333,80.0,-385.41258045606986,0.0,AVOID,NORMAL,39.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,0.91,0.0892463100083362,91.0,184,5760,1.0,0.0892463100083362,0.0,0.0,23647.4,23849.7,1.655,-0.3679999999999927,165.5,-36.79999999999927,114,11,23349.6,372.3000000000029,-1.569435837770174,40,23735.3,-13.399999999997817,0.05648788672070035,1,1019.65,1019.61,0.0,12,5,12,2
TP_Integrated_EA,3.1,18,2025.08.19 12:15,2025.08.21 12:15,NAS100,BUY,0.01,23721.9,23238.9,0.0,0.0,86.33333333333333,100.0,430.4622494799328,0.0,BULL,NORMAL,40.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,-4.83,-0.4759839959004277,-483.0,185,2880,1.0,-0.4759839959004277,0.0,0.0,23735.3,22970.2,0.13399999999997816,-7.5170000000000075,13.399999999997817,-751.7000000000007,1,115,23283.4,44.5,0.1914892701461773,21,23053.9,-185.0,-0.7960789882481528,33,1014.74,1014.71,0.0,12,2,12,4
TP_Integrated_EA,3.1,20,2025.08.21 12:15,2025.08.22 12:00,NAS100,SELL,0.01,23238.9,23193.9,0.0,0.0,81.0,80.0,-426.982751113639,0.0,AVOID,NORMAL,40.0,EA,0.0,0.0,UNKNOWN,UNKNOWN,0.45,0.04432580451335192,45.0,92,1424,1.0,0.04432580451335192,0.0,0.0,23016.1,23286.9,2.228000000000029,-0.48,222.8000000000029,-48.0,82,21,23140.9,53.0,-0.22850835780097353,19,23581.0,-387.09999999999854,1.6689733076369153,25,1015.21,1015.16,0.0,12,4,12,5
